
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1983,1,1983-09-04,24-173,BUF,,MIA,L 0-12,0,0,,0,,,,,,0,0,,0,0,0,,0,,
2,1983,2,1983-09-11,24-180,BUF,@,CIN,W 10-6,0,0,,0,,0,0,,0,1,28,28.00,0,0,0,,0,0,0
3,1983,3,1983-09-18,24-187,BUF,,BAL,W 28-23,0,0,,0,,0,0,,0,3,70,23.33,0,0,0,,0,0,0
4,1983,4,1983-09-25,24-194,BUF,,HOU,W 30-13,0,0,,0,,0,0,,0,1,17,17.00,0,0,0,,0,0,0
5,1983,5,1983-10-03,24-202,BUF,,NYJ,L 10-34,0,0,,0,,,,,,0,0,,0,0,0,,0,,
6,1983,6,1983-10-09,24-208,BUF,@,MIA,W 38-35,0,0,,0,,0,0,,0,1,40,40.00,0,0,0,,0,0,0
7,1983,7,1983-10-16,24-215,BUF,@,BAL,W 30-7,0,0,,0,,0,0,,0,2,29,14.50,0,0,0,,0,0,0
8,1983,8,1983-10-23,24-222,BUF,,NWE,L 0-31,0,0,,0,,0,0,,0,3,93,31.00,0,0,0,,0,0,0
9,1983,9,1983-10-30,24-229,BUF,,NOR,W 27-21,0,0,,0,,,,,,0,0,,0,0,0,,0,,
10,1983,10,1983-11-06,24-236,BUF,@,NWE,L 7-21,0,0,,0,,0,0,,0,1,8,8.00,0,1,0,0.00,0,0,0
11,1983,11,1983-11-13,24-243,BUF,@,NYJ,W 24-17,0,0,,0,,0,0,,0,3,70,23.33,0,0,0,,0,0,0
12,1983,12,1983-11-20,24-250,BUF,,RAI,L 24-27,3,11,3.67,0,,0,0,,0,2,31,15.50,0,0,0,,0,0,0
13,1983,13,1983-11-27,24-257,BUF,@,RAM,L 17-41,0,0,,0,,,,,,0,0,,0,0,0,,0,,
14,1983,14,1983-12-04,24-264,BUF,@,KAN,W 14-9,0,0,,0,,0,0,,0,1,12,12.00,0,0,0,,0,0,0
15,1983,15,1983-12-11,24-271,BUF,,SFO,L 10-23,0,0,,0,,0,0,,0,4,96,24.00,0,0,0,,0,0,0
16,1983,16,1983-12-18,24-278,BUF,@,ATL,L 14-31,0,0,,0,,0,0,,0,3,56,18.67,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
17,1984,1,1984-09-02,25-171,BUF,,NWE,L 17-21,7,16,2.29,0,,0,0,,0,0,0,,0,0,0,,0,0,0
18,1984,2,1984-09-09,25-178,BUF,@,STL,L 7-37,1,6,6.00,0,,1,6,6.00,0,3,54,18.00,0,0,0,,0,0,0
19,1984,3,1984-09-17,25-186,BUF,,MIA,L 17-21,4,5,1.25,0,,3,39,13.00,0,1,20,20.00,0,0,0,,0,0,0
20,1984,4,1984-09-23,25-192,BUF,,NYJ,L 26-28,3,11,3.67,0,,1,1,1.00,1,2,25,12.50,0,0,0,,0,1,6
21,1984,5,1984-09-30,25-199,BUF,@,IND,L 17-31,0,0,,0,,0,0,,0,0,0,,0,,,,,,
22,1984,6,1984-10-07,25-206,BUF,,PHI,L 17-27,0,0,,0,,0,0,,0,1,17,17.00,0,0,0,,0,0,0
23,1984,7,1984-10-14,25-213,BUF,@,SEA,L 28-31,0,0,,0,,0,0,,0,3,43,14.33,0,0,0,,0,0,0
24,1984,8,1984-10-21,25-220,BUF,,DEN,L 7-37,1,5,5.00,0,,0,0,,0,2,75,37.50,0,0,0,,0,0,0
25,1984,9,1984-10-28,25-227,BUF,@,MIA,L 7-38,0,0,,0,,0,0,,0,1,25,25.00,0,0,0,,0,0,0
26,1984,10,1984-11-04,25-234,BUF,,CLE,L 10-13,2,8,4.00,0,,0,0,,0,3,56,18.67,0,0,0,,0,0,0
27,1984,11,1984-11-11,25-241,BUF,@,NWE,L 10-38,0,0,,0,,0,0,,0,7,179,25.57,0,0,0,,0,0,0
28,1984,12,1984-11-18,25-248,BUF,,DAL,W 14-3,0,0,,0,,0,0,,0,1,13,13.00,0,0,0,,0,0,0
29,1984,13,1984-11-25,25-255,BUF,@,WAS,L 14-41,0,0,,0,,0,0,,0,5,100,20.00,0,0,0,,0,0,0
30,1984,14,1984-12-02,25-262,BUF,,IND,W 21-15,0,0,,0,,0,0,,0,4,46,11.50,0,0,0,,0,0,0
31,1984,15,1984-12-08,25-268,BUF,@,NYJ,L 17-21,0,0,,0,,0,0,,0,1,54,54.00,0,0,0,,0,0,0
32,1984,16,1984-12-16,25-276,BUF,@,CIN,L 21-52,0,0,,0,,0,0,,0,5,113,22.60,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
