
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1963,1,1963-09-07,22-328,DEN,,KAN,L 7-59,9,61,6.78,0,,1,7,7.00,0,0,0
2,1963,2,1963-09-14,22-335,DEN,@,HOU,L 14-20,13,66,5.08,0,,4,-5,-1.25,0,0,0
3,1963,3,1963-09-29,22-350,DEN,,BOS,W 14-10,15,37,2.47,0,,0,0,,0,0,0
4,1963,4,1963-10-06,22-357,DEN,,SDG,W 50-34,16,69,4.31,0,,3,33,11.00,0,0,0
5,1963,5,1963-10-13,22-364,DEN,,HOU,L 24-33,6,30,5.00,0,,2,11,5.50,0,0,0
6,1963,6,1963-10-18,23-004,DEN,@,BOS,L 21-40,8,83,10.38,1,,0,0,,0,1,6
7,1963,7,1963-10-26,23-012,DEN,@,NYJ,T 35-35,12,34,2.83,1,,0,0,,0,1,6
8,1963,8,1963-11-03,23-020,DEN,,BUF,L 28-30,5,28,5.60,0,,2,11,5.50,0,0,0
9,1963,9,1963-11-09,23-026,DEN,@,BUF,L 17-27,9,29,3.22,0,,1,-5,-5.00,0,0,0
10,1963,10,1963-11-17,23-034,DEN,,NYJ,L 9-14,20,105,5.25,0,,0,0,,0,0,0
11,1963,11,1963-11-28,23-045,DEN,,OAK,L 10-26,11,5,0.45,0,,1,34,34.00,1,1,6
12,1963,12,1963-12-08,23-055,DEN,@,KAN,L 21-52,19,77,4.05,0,,0,0,,0,0,0
13,1963,13,1963-12-15,23-062,DEN,@,OAK,L 31-35,8,21,2.63,1,,1,4,4.00,0,1,6
14,1963,14,1963-12-22,23-069,DEN,@,SDG,L 20-58,3,1,0.33,1,,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
15,1964,1,1964-09-12,23-334,DEN,@,NYJ,L 6-30,9,41,4.56,0,,2,-1,-0.50,0,0,0
16,1964,3,1964-09-27,23-349,DEN,,HOU,L 17-38,10,37,3.70,0,,0,0,,0,0,0
17,1964,4,1964-10-04,23-356,DEN,,BOS,L 10-39,1,7,7.00,0,,2,0,0.00,0,0,0
18,1964,5,1964-10-11,23-363,DEN,,KAN,W 33-27,12,29,2.42,0,,1,15,15.00,0,0,0
19,1964,6,1964-10-18,24-004,DEN,@,SDG,L 14-42,9,44,4.89,0,,0,-2,,0,0,0
20,1964,7,1964-10-25,24-011,DEN,@,OAK,L 7-40,5,23,4.60,0,,0,0,,0,0,0
21,1964,8,1964-11-01,24-018,DEN,@,KAN,L 39-49,6,15,2.50,0,,1,1,1.00,0,0,0
22,1964,9,1964-11-08,24-025,DEN,,SDG,L 20-31,10,29,2.90,0,,1,10,10.00,0,0,0
23,1964,10,1964-11-15,24-032,DEN,,NYJ,W 20-16,16,108,6.75,1,,1,9,9.00,0,1,6
24,1964,11,1964-11-20,24-037,DEN,@,BOS,L 7-12,6,9,1.50,0,,0,0,,0,0,0
25,1964,12,1964-11-29,24-046,DEN,,OAK,T 20-20,14,39,2.79,1,,0,0,,0,1,6
26,1964,13,1964-12-13,24-060,DEN,,BUF,L 19-30,7,18,2.57,0,,0,0,,0,0,0
27,1964,14,1964-12-20,24-067,DEN,@,HOU,L 15-34,6,16,2.67,0,,4,-16,-4.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
28,1965,1,1965-09-11,24-332,BUF,,BOS,W 24-7,9,34,3.78,0,,3,33,11.00,0,0,0
29,1965,2,1965-09-19,24-340,BUF,@,DEN,W 30-15,14,48,3.43,0,,4,36,9.00,1,1,6
30,1965,3,1965-09-26,24-347,BUF,,NYJ,W 33-21,14,61,4.36,0,,5,40,8.00,0,0,0
31,1965,4,1965-10-03,24-354,BUF,,OAK,W 17-12,14,58,4.14,1,,1,-4,-4.00,0,1,6
32,1965,5,1965-10-10,24-361,BUF,,SDG,L 3-34,4,22,5.50,0,,2,10,5.00,0,0,0
33,1965,6,1965-10-17,25-003,BUF,@,KAN,W 23-7,11,18,1.64,0,,4,-11,-2.75,0,0,0
34,1965,7,1965-10-24,25-010,BUF,,DEN,W 31-13,6,11,1.83,0,,6,156,26.00,1,1,6
35,1965,8,1965-10-31,25-017,BUF,,HOU,L 17-19,19,58,3.05,1,,0,0,,0,1,6
36,1965,9,1965-11-07,25-024,BUF,@,BOS,W 23-7,8,19,2.38,0,,0,0,,0,0,0
37,1965,10,1965-11-14,25-031,BUF,@,OAK,W 17-14,11,23,2.09,2,,0,0,,0,2,12
38,1965,11,1965-11-25,25-042,BUF,@,SDG,T 20-20,7,11,1.57,0,,2,11,5.50,0,0,0
39,1965,12,1965-12-05,25-052,BUF,@,HOU,W 29-18,6,14,2.33,0,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
40,1966,1,1966-09-02,25-323,MIA,,OAK,L 14-23,9,31,3.44,0,,0,0,,0,0,0
41,1966,2,1966-09-09,25-330,MIA,,NYJ,L 14-19,3,16,5.33,0,,0,0,,0,0,0
42,1966,3,1966-09-18,25-339,MIA,@,BUF,L 24-58,10,36,3.60,0,,2,6,3.00,0,0,0
43,1966,4,1966-10-02,25-353,MIA,@,SDG,L 10-44,4,15,3.75,0,,0,0,,0,0,0
44,1966,5,1966-10-09,25-360,MIA,@,OAK,L 10-21,4,15,3.75,0,,5,25,5.00,0,0,0
45,1966,6,1966-10-16,26-002,MIA,,DEN,W 24-7,11,15,1.36,0,,3,60,20.00,1,1,6
46,1966,7,1966-10-23,26-009,MIA,@,HOU,W 20-13,15,63,4.20,0,,0,0,,0,0,0
47,1966,8,1966-11-06,26-023,MIA,,BUF,L 0-29,4,6,1.50,0,,1,12,12.00,0,0,0
48,1966,9,1966-11-13,26-030,MIA,@,KAN,L 16-34,6,17,2.83,0,,1,1,1.00,0,0,0
49,1966,12,1966-12-04,26-051,MIA,@,DEN,L 7-17,2,11,5.50,0,,0,0,,0,0,0
50,1966,14,1966-12-18,26-065,MIA,,HOU,W 29-28,3,7,2.33,0,,1,12,12.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
51,1967,3,1967-10-01,26-352,NYJ,,MIA,W 29-7,1,0,0.00,0,,0,0,,0,0,0
52,1967,6,1967-10-22,27-008,NYJ,@,MIA,W 33-14,5,37,7.40,0,,0,0,,0,0,0
53,1967,7,1967-10-29,27-015,NYJ,,BOS,W 30-23,4,23,5.75,0,,1,15,15.00,0,0,0
54,1967,8,1967-11-05,27-022,NYJ,@,KAN,L 18-42,3,3,1.00,1,,4,23,5.75,0,1,6
55,1967,9,1967-11-12,27-029,NYJ,,BUF,W 20-10,4,11,2.75,0,,1,14,14.00,0,0,0
56,1967,10,1967-11-19,27-036,NYJ,@,BOS,W 29-24,10,63,6.30,1,,1,16,16.00,0,1,6
57,1967,12,1967-12-10,27-057,NYJ,,KAN,L 7-21,1,-2,-2.00,0,,0,0,,0,0,0
58,1967,14,1967-12-24,27-071,NYJ,@,SDG,W 42-31,9,19,2.11,0,,1,17,17.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
59,1968,2,1968-09-22,27-344,NYJ,@,BOS,W 47-31,4,4,1.00,0,,0,0,,0,0,0
60,1968,5,1968-10-13,27-365,NYJ,,DEN,L 13-21,5,29,5.80,0,,1,0,0.00,0,0,0
61,1968,6,1968-10-20,28-006,NYJ,@,HOU,W 20-14,4,-4,-1.00,0,,1,11,11.00,0,0,0
62,1968,7,1968-10-27,28-013,NYJ,,BOS,W 48-14,11,80,7.27,3,,0,0,,0,3,18
63,1968,8,1968-11-03,28-020,NYJ,,BUF,W 25-21,9,33,3.67,0,,0,0,,0,0,0
64,1968,9,1968-11-10,28-027,NYJ,,HOU,W 26-7,7,35,5.00,0,,0,0,,0,0,0
65,1968,10,1968-11-17,28-034,NYJ,@,OAK,L 32-43,2,9,4.50,0,,0,0,,0,0,0
,,,65 Games,,,,,27-35-3,538,2010,3.74,15,,77,589,7.65,4,19,114
