
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1998,3,1998-09-27,22-358,ATL,@,SFO,L 20-31,1,-1,-1.00,0,0,0,0,,0,0,0
2,1998,4,1998-10-04,23-000,ATL,,CAR,W 51-23,6,12,2.00,0,0,0,0,,0,0,0
3,1998,9,1998-11-08,23-035,ATL,@,NWE,W 41-10,4,4,1.00,0,1,1,11,11.00,0,0,0
4,1998,10,1998-11-15,23-042,ATL,,SFO,W 31-19,1,4,4.00,0,0,0,0,,0,0,0
5,1998,14,1998-12-13,23-070,ATL,@,NOR,W 27-17,1,-1,-1.00,0,0,0,0,,0,0,0
6,1998,16,1998-12-27,23-084,ATL,,MIA,W 38-16,5,32,6.40,0,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
7,1999,3,1999-09-26,23-357,ATL,@,STL,L 7-35,2,6,3.00,0,0,0,0,,0,0,0
8,1999,4,1999-10-03,23-364,ATL,,BAL,L 13-19,11,27,2.45,0,2,2,24,12.00,0,0,0
9,1999,5,1999-10-10,24-006,ATL,@,NOR,W 20-17,20,57,2.85,0,3,2,4,2.00,0,0,0
10,1999,6,1999-10-17,24-013,ATL,,STL,L 13-41,9,32,3.56,0,4,2,20,10.00,0,0,0
11,1999,7,1999-10-25,24-021,ATL,@,PIT,L 9-13,14,30,2.14,0,1,0,0,,0,0,0
12,1999,8,1999-10-31,24-027,ATL,,CAR,W 27-20,17,64,3.76,1,2,2,38,19.00,0,1,6
13,1999,9,1999-11-07,24-034,ATL,,JAX,L 7-30,5,11,2.20,0,3,3,39,13.00,0,0,0
14,1999,10,1999-11-21,24-048,ATL,@,TAM,L 10-19,14,48,3.43,0,1,1,4,4.00,0,0,0
15,1999,11,1999-11-28,24-055,ATL,@,CAR,L 28-34,11,36,3.27,0,1,1,5,5.00,1,1,6
16,1999,12,1999-12-05,24-062,ATL,,NOR,W 35-12,19,85,4.47,0,2,2,15,7.50,0,0,0
17,1999,13,1999-12-12,24-069,ATL,@,SFO,L 7-26,7,15,2.14,0,1,1,13,13.00,0,0,0
18,1999,14,1999-12-19,24-076,ATL,@,TEN,L 17-30,12,41,3.42,0,2,1,10,10.00,0,0,0
,,,18 Games,,,,,8-10-0,159,502,3.16,1,23,18,183,10.17,1,2,12
