
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,2004,1,2004-09-11,23-346,TEN,@,MIA,W 17-7,0,,,,,,,,,,,,,,
2,2004,2,2004-09-19,23-354,TEN,,IND,L 17-31,1,1,4,4.00,0,0,0,,0,0,0,,0,0,0
3,2004,3,2004-09-26,23-361,TEN,,JAX,L 12-15,0,0,0,,0,0,0,,0,1,12,12.00,0,0,0
4,2004,4,2004-10-03,24-002,TEN,@,SDG,L 17-38,2,1,4,4.00,0,0,0,,0,6,101,16.83,0,0,0
5,2004,5,2004-10-11,24-010,TEN,@,GNB,W 48-27,3,3,38,12.67,1,0,0,,0,3,62,20.67,0,1,6
6,2004,6,2004-10-17,24-016,TEN,,HOU,L 10-20,0,0,0,,0,0,0,,0,4,70,17.50,0,0,0
7,2004,7,2004-10-24,24-023,TEN,@,MIN,L 3-20,2,1,12,12.00,0,0,0,,0,3,56,18.67,0,0,0
8,2004,8,2004-10-31,24-030,TEN,,CIN,W 27-20,4,2,50,25.00,1,0,0,,0,0,0,,0,1,6
9,2004,9,2004-11-14,24-044,TEN,,CHI,L 17-19,1,1,2,2.00,0,0,0,,0,0,0,,0,0,0
10,2004,10,2004-11-21,24-051,TEN,@,JAX,W 18-15,3,3,17,5.67,0,1,4,4.00,0,0,0,,0,0,0
11,2004,11,2004-11-28,24-058,TEN,@,HOU,L 21-31,1,,,,,,,,,,,,,,
12,2004,12,2004-12-05,24-065,TEN,@,IND,L 24-51,1,,,,,,,,,,,,,,
13,2004,13,2004-12-13,24-073,TEN,,KAN,L 38-49,3,2,4,2.00,0,1,13,13.00,0,1,15,15.00,0,0,0
14,2004,14,2004-12-19,24-079,TEN,@,OAK,L 35-40,2,2,21,10.50,0,2,15,7.50,0,0,0,,0,0,0
15,2004,15,2004-12-25,24-085,TEN,,DEN,L 16-37,,,,,,,,,,,,,,,
16,2004,16,2005-01-02,24-093,TEN,,DET,W 24-19,5,3,12,4.00,0,3,8,2.67,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
17,2005,1,2005-09-11,24-345,TEN,@,PIT,L 7-34,1,0,0,,0,0,0,,0,0,0,,0,0,0
18,2005,2,2005-09-18,24-352,TEN,,BAL,W 25-10,5,3,21,7.00,1,0,0,,0,0,0,,0,1,6
19,2005,3,2005-09-25,24-359,TEN,@,STL,L 27-31,1,0,0,,0,0,0,,0,0,0,,0,0,0
20,2005,4,2005-10-02,25-001,TEN,,IND,L 10-31,1,1,4,4.00,0,0,0,,0,0,0,,0,0,0
21,2005,5,2005-10-09,25-008,TEN,@,HOU,W 34-20,,0,0,,0,0,0,,0,0,0,,0,0,0
22,2005,9,2005-11-06,25-036,TEN,@,CLE,L 14-20,1,1,4,4.00,0,0,0,,0,0,0,,0,0,0
23,2005,10,2005-11-20,25-050,TEN,,JAX,L 28-31,1,1,5,5.00,0,0,0,,0,0,0,,0,0,0
24,2005,11,2005-11-27,25-057,TEN,,SFO,W 33-22,0,0,0,,0,0,0,,0,0,0,,0,0,0
25,2005,12,2005-12-04,25-064,TEN,@,IND,L 3-35,1,1,5,5.00,0,0,0,,0,0,0,,0,0,0
26,2005,13,2005-12-11,25-071,TEN,,HOU,W 13-10,1,1,15,15.00,0,0,0,,0,1,9,9.00,0,0,0
27,2005,14,2005-12-18,25-078,TEN,,SEA,L 24-28,0,0,0,,0,0,0,,0,0,0,,0,0,0
28,2005,15,2005-12-24,25-084,TEN,@,MIA,L 10-24,1,1,4,4.00,0,0,0,,0,0,0,,0,0,0
29,2005,16,2006-01-01,25-092,TEN,@,JAX,L 13-40,2,1,11,11.00,0,0,0,,0,0,0,,0,0,0
,,,29 Games,,,,,9-20-0,43,29,233,8.03,3,7,40,5.71,0,19,325,17.11,0,3,18
