
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,2000,1,2000-09-03,23-152,NOR,,DET,L 10-14,0,0,,0,1,1,3,3.00,0,4,105,26.25,0,6,36,6.00,0,0,0
2,2000,2,2000-09-10,23-159,NOR,@,SDG,W 28-27,1,1,1.00,0,4,3,11,3.67,0,6,138,23.00,0,4,93,23.25,0,0,0
3,2000,3,2000-09-17,23-166,NOR,@,SEA,L 10-20,1,-1,-1.00,0,1,1,7,7.00,0,5,125,25.00,0,1,6,6.00,0,0,0
4,2000,4,2000-09-24,23-173,NOR,,PHI,L 7-21,0,0,,0,0,0,0,,0,4,68,17.00,0,3,9,3.00,0,0,0
5,2000,5,2000-10-08,23-187,NOR,@,CHI,W 31-10,3,-3,-1.00,0,0,0,0,,0,3,69,23.00,0,3,25,8.33,0,0,0
6,2000,6,2000-10-15,23-194,NOR,,CAR,W 24-6,0,0,,0,1,1,0,0.00,0,2,40,20.00,0,4,27,6.75,0,0,0
7,2000,7,2000-10-22,23-201,NOR,@,ATL,W 21-19,0,0,,0,0,0,0,,0,4,78,19.50,0,1,13,13.00,0,0,0
8,2000,8,2000-10-29,23-208,NOR,@,ARI,W 21-10,0,0,,0,1,1,21,21.00,0,3,57,19.00,0,2,12,6.00,0,0,0
9,2000,9,2000-11-05,23-215,NOR,,SFO,W 31-15,1,3,3.00,0,2,1,14,14.00,0,1,16,16.00,0,1,6,6.00,0,0,0
10,2000,10,2000-11-12,23-222,NOR,@,CAR,W 20-10,6,33,5.50,0,1,1,4,4.00,0,2,59,29.50,0,1,11,11.00,0,0,0
11,2000,11,2000-11-19,23-229,NOR,,OAK,L 22-31,5,45,9.00,0,7,6,62,10.33,0,4,145,36.25,0,4,40,10.00,0,0,0
12,2000,12,2000-11-26,23-236,NOR,@,STL,W 31-24,12,35,2.92,0,4,2,12,6.00,0,4,104,26.00,0,0,0,,0,0,0
13,2000,13,2000-12-03,23-243,NOR,,DEN,L 23-38,3,5,1.67,0,8,7,29,4.14,0,2,25,12.50,0,0,0,,0,0,0
14,2000,14,2000-12-10,23-250,NOR,@,SFO,W 31-27,2,11,5.50,0,3,2,21,10.50,0,0,0,,0,0,0,,0,0,0
15,2000,15,2000-12-17,23-257,NOR,,ATL,W 23-7,1,4,4.00,0,3,3,24,8.00,0,0,0,,0,0,0,,0,0,0
16,2000,16,2000-12-24,23-264,NOR,,STL,L 21-26,1,3,3.00,0,1,1,5,5.00,0,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
17,2001,1,2001-09-09,24-158,NYJ,,IND,L 24-45,0,0,,0,0,0,0,,0,4,69,17.25,0,2,57,28.50,0,0,0
18,2001,2,2001-09-23,24-172,NYJ,@,NWE,W 10-3,0,0,,0,0,0,0,,0,2,63,31.50,0,2,4,2.00,0,0,0
19,2001,3,2001-10-01,24-180,NYJ,,SFO,L 17-19,0,0,,0,0,0,0,,0,2,31,15.50,0,0,0,,0,0,0
20,2001,8,2001-11-04,24-214,NYJ,@,NOR,W 16-9,0,0,,0,0,0,0,,0,0,0,,0,3,36,12.00,0,0,0
21,2001,9,2001-11-11,24-221,NYJ,,KAN,W 27-7,0,0,,0,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
22,2001,10,2001-11-18,24-228,NYJ,@,MIA,W 24-0,0,0,,0,0,0,0,,0,0,0,,0,3,10,3.33,0,0,0
23,2001,11,2001-12-02,24-242,NYJ,,NWE,L 16-17,0,0,,0,0,0,0,,0,0,0,,0,2,6,3.00,0,0,0
24,2001,14,2001-12-23,24-263,NYJ,@,IND,W 29-28,,,,,0,,,,,,,,,,,,,,
25,2001,16,2002-01-06,24-277,NYJ,@,OAK,W 24-22,0,0,,0,0,0,0,,0,4,84,21.00,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
26,2002,1,2002-09-08,25-157,NYJ,@,BUF,W 37-31,1,-1,-1.00,0,2,1,6,6.00,0,6,278,46.33,2,0,0,,0,2,12
27,2002,2,2002-09-15,25-164,NYJ,,NWE,L 7-44,0,0,,0,0,0,0,,0,7,171,24.43,0,0,0,,0,0,0
28,2002,3,2002-09-22,25-171,NYJ,@,MIA,L 3-30,0,0,,0,0,0,0,,0,4,106,26.50,0,0,0,,0,0,0
29,2002,4,2002-09-29,25-178,NYJ,@,JAX,L 3-28,1,1,1.00,0,1,0,0,,0,2,50,25.00,0,3,51,17.00,0,0,0
