
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1966,11,1966-11-27,25-265,STL,,PIT,W 6-3,4,27,6.75,0,,0,0,,0,1,49,49.00,0
2,1966,12,1966-12-04,25-272,STL,@,DAL,L 17-31,0,0,,0,,0,0,,0,1,21,21.00,0
3,1966,14,1966-12-17,25-285,STL,,CLE,L 10-38,1,4,4.00,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
4,1967,6,1967-10-22,26-229,STL,,PHI,W 48-14,2,13,6.50,0,,0,0,,0,2,62,31.00,0
5,1967,7,1967-10-30,26-237,STL,,GNB,L 23-31,0,0,,0,,0,0,,0,1,3,3.00,0
6,1967,8,1967-11-05,26-243,STL,@,WAS,W 27-21,0,0,,0,,0,0,,0,2,63,31.50,0
7,1967,9,1967-11-12,26-250,STL,,PIT,T 14-14,0,0,,0,,0,0,,0,1,20,20.00,0
8,1967,10,1967-11-19,26-257,STL,@,CHI,L 3-30,0,0,,0,,0,0,,0,2,38,19.00,0
9,1967,11,1967-11-23,26-261,STL,@,DAL,L 21-46,0,0,,0,,0,0,,0,1,31,31.00,0
10,1967,12,1967-12-03,26-271,STL,,NOR,W 31-20,0,0,,0,,0,0,,0,1,24,24.00,0
11,1967,13,1967-12-10,26-278,STL,,CLE,L 16-20,0,0,,0,,0,0,,0,3,61,20.33,0
12,1967,14,1967-12-17,26-285,STL,@,NYG,L 14-37,1,3,3.00,0,,0,0,,0,1,22,22.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
13,1968,1,1968-09-14,27-191,ATL,@,MIN,L 7-47,7,29,4.14,0,,1,11,11.00,0,3,72,24.00,0
14,1968,2,1968-09-22,27-199,ATL,,BAL,L 20-28,2,0,0.00,0,,0,0,,0,2,40,20.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
15,1969,5,1969-10-19,28-226,ATL,@,SFO,W 21-7,9,74,8.22,0,,0,0,,0,0,0,,0
16,1969,6,1969-10-26,28-233,ATL,@,GNB,L 10-28,3,23,7.67,0,,0,0,,0,3,57,19.00,0
17,1969,7,1969-11-02,28-240,ATL,,RAM,L 6-38,11,48,4.36,0,,0,0,,0,1,11,11.00,0
18,1969,8,1969-11-09,28-247,ATL,@,DET,L 21-27,8,20,2.50,0,,0,0,,0,5,116,23.20,0
19,1969,9,1969-11-16,28-254,ATL,,CHI,W 48-31,5,22,4.40,0,,1,9,9.00,0,2,41,20.50,0
20,1969,10,1969-11-23,28-261,ATL,@,WAS,L 20-27,3,23,7.67,0,,1,6,6.00,0,2,56,28.00,0
21,1969,11,1969-11-30,28-268,ATL,@,BAL,L 6-13,4,20,5.00,0,,0,0,,0,1,19,19.00,0
22,1969,12,1969-12-07,28-275,ATL,,NOR,W 45-17,2,3,1.50,0,,0,0,,0,2,32,16.00,0
23,1969,13,1969-12-14,28-282,ATL,@,PHI,W 27-3,4,7,1.75,0,,0,0,,0,2,33,16.50,0
24,1969,14,1969-12-21,28-289,ATL,,MIN,W 10-3,1,6,6.00,0,,0,0,,0,3,42,14.00,0
,,,24 Games,,,,,9-14-1,67,322,4.81,0,,3,26,8.67,0,42,913,21.74,0
