
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1980,1,1980-09-07,22-246,BUF,,MIA,W 17-7,18,60,3.33,1,,9,71,7.89,0,0,0,,0,0,0,,,,1,19,19.00,0,3,16,5.33,0,1,6
2,1980,2,1980-09-14,22-253,BUF,,NYJ,W 20-10,8,50,6.25,1,,0,0,,0,0,0,,0,0,0,,,,1,20,20.00,0,2,5,2.50,0,1,6
3,1980,3,1980-09-21,22-260,BUF,@,NOR,W 35-26,22,89,4.05,2,,6,52,8.67,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,2,12
4,1980,4,1980-09-28,22-267,BUF,,OAK,W 24-7,30,90,3.00,1,,3,36,12.00,1,0,0,,0,0,0,,,,0,0,,0,0,0,,0,2,12
5,1980,5,1980-10-05,22-274,BUF,@,SDG,W 26-24,23,87,3.78,1,,4,16,4.00,0,0,0,,0,0,0,,,,0,0,,0,4,41,10.25,0,1,6
6,1980,6,1980-10-12,22-281,BUF,,BAL,L 12-17,18,76,4.22,0,,4,42,10.50,0,0,0,,0,0,0,,,,0,0,,0,1,0,0.00,0,0,0
7,1980,7,1980-10-19,22-288,BUF,@,MIA,L 14-17,14,38,2.71,1,,6,33,5.50,0,0,0,,0,0,0,,,,0,0,,0,3,8,2.67,0,1,6
8,1980,8,1980-10-26,22-295,BUF,,NWE,W 31-13,30,118,3.93,2,,3,41,13.67,0,0,0,,0,0,0,,,,0,0,,0,2,6,3.00,0,2,12
9,1980,9,1980-11-02,22-302,BUF,,ATL,L 14-30,16,31,1.94,1,,3,27,9.00,0,0,0,,0,0,0,,,,0,0,,0,2,3,1.50,0,1,6
10,1980,10,1980-11-09,22-309,BUF,@,NYJ,W 31-24,17,59,3.47,0,,2,1,0.50,0,0,0,,0,0,0,,,,0,0,,0,3,46,15.33,0,0,0
11,1980,11,1980-11-16,22-316,BUF,@,CIN,W 14-0,6,11,1.83,0,,1,11,11.00,0,0,0,,0,0,0,,,,0,0,,0,4,27,6.75,0,0,0
12,1980,12,1980-11-23,22-323,BUF,,PIT,W 28-13,24,110,4.58,0,,2,17,8.50,0,0,0,,0,0,0,,,,0,0,,0,2,1,0.50,0,0,0
13,1980,13,1980-11-30,22-330,BUF,@,BAL,L 24-28,24,98,4.08,1,,4,39,9.75,0,1,1,100.00,13,0,0,118.7,13.00,13.00,0,0,,0,3,1,0.33,0,1,6
14,1980,14,1980-12-07,22-337,BUF,,RAM,W 10-7,26,83,3.19,0,,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
15,1980,15,1980-12-14,22-344,BUF,@,NWE,L 2-24,12,57,4.75,0,,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
16,1980,16,1980-12-21,22-351,BUF,@,SFO,W 18-13,18,128,7.11,0,,3,19,6.33,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
