
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
1,1969,1,1969-09-21,22-002,WAS,@,NOR,W 26-20,8,28,3.50,0,,1,31,31.00,0,0,0,,0,0,0,,,,0,0
2,1969,2,1969-09-28,22-009,WAS,@,CLE,L 23-27,14,95,6.79,0,,3,0,0.00,0,0,0,,0,0,0,,,,0,0
3,1969,3,1969-10-05,22-016,WAS,@,SFO,T 17-17,12,34,2.83,0,,3,17,5.67,0,0,0,,0,0,0,,,,0,0
4,1969,4,1969-10-12,22-023,WAS,,STL,W 33-17,18,82,4.56,1,,0,0,,0,0,0,,0,0,0,,,,1,6
5,1969,5,1969-10-19,22-030,WAS,,NYG,W 20-14,17,105,6.18,0,,3,21,7.00,0,0,0,,0,0,0,,,,0,0
6,1969,6,1969-10-26,22-037,WAS,@,PIT,W 14-7,12,37,3.08,0,,3,44,14.67,0,0,0,,0,0,0,,,,0,0
7,1969,7,1969-11-02,22-044,WAS,@,BAL,L 17-41,14,14,1.00,0,,4,38,9.50,0,0,0,,0,0,0,,,,0,0
8,1969,8,1969-11-09,22-051,WAS,,PHI,T 28-28,12,76,6.33,1,,4,25,6.25,0,0,0,,0,0,0,,,,1,6
9,1969,9,1969-11-16,22-058,WAS,,DAL,L 28-41,11,38,3.45,0,,4,38,9.50,0,0,0,,0,0,0,,,,0,0
10,1969,10,1969-11-23,22-065,WAS,,ATL,W 27-20,23,102,4.43,1,,3,4,1.33,0,0,0,,0,0,0,,,,1,6
11,1969,11,1969-11-30,22-072,WAS,,RAM,L 13-24,12,46,3.83,0,,3,55,18.33,0,0,0,,0,0,0,,,,0,0
12,1969,12,1969-12-07,22-079,WAS,@,PHI,W 34-29,19,138,7.26,1,,0,0,,0,0,0,,0,0,0,,,,1,6
13,1969,13,1969-12-14,22-086,WAS,,NOR,W 17-14,16,32,2.00,0,,1,2,2.00,0,0,0,,0,0,0,,,,0,0
14,1969,14,1969-12-21,22-093,WAS,@,DAL,L 10-20,14,61,4.36,0,,2,27,13.50,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
15,1970,1,1970-09-20,23-001,WAS,@,SFO,L 17-26,6,74,12.33,1,,2,-3,-1.50,0,0,0,,0,0,0,,,,1,6
16,1970,2,1970-09-27,23-008,WAS,@,STL,L 17-27,17,114,6.71,1,,1,5,5.00,0,0,0,,0,0,0,,,,1,6
17,1970,3,1970-10-04,23-015,WAS,@,PHI,W 33-21,27,110,4.07,1,,3,13,4.33,0,0,0,,0,0,0,,,,1,6
18,1970,4,1970-10-11,23-022,WAS,,DET,W 31-10,22,101,4.59,1,,0,0,,0,0,0,,0,0,0,,,,1,6
19,1970,5,1970-10-19,23-030,WAS,@,OAK,L 20-34,12,34,2.83,0,,9,76,8.44,0,0,0,,0,0,0,,,,0,0
20,1970,6,1970-10-25,23-036,WAS,,CIN,W 20-0,22,110,5.00,0,,3,15,5.00,0,0,0,,0,0,0,,,,0,0
21,1970,7,1970-11-01,23-043,WAS,@,DEN,W 19-3,18,53,2.94,0,,1,12,12.00,0,0,0,,0,0,0,,,,0,0
22,1970,8,1970-11-08,23-050,WAS,,MIN,L 10-19,18,80,4.44,0,,3,38,12.67,0,0,0,,0,0,0,,,,0,0
23,1970,9,1970-11-15,23-057,WAS,@,NYG,L 33-35,15,62,4.13,0,,3,76,25.33,0,0,0,,0,0,0,,,,0,0
24,1970,10,1970-11-22,23-064,WAS,,DAL,L 21-45,22,119,5.41,0,,2,28,14.00,1,0,0,,0,0,0,,,,1,6
25,1970,11,1970-11-29,23-071,WAS,,NYG,L 24-27,17,139,8.18,0,,6,48,8.00,1,0,0,,0,0,0,,,,1,6
26,1970,13,1970-12-13,23-085,WAS,,PHI,W 24-6,21,85,4.05,1,,1,7,7.00,0,0,0,,0,0,0,,,,1,6
27,1970,14,1970-12-20,23-092,WAS,,STL,W 28-27,20,44,2.20,0,,3,26,8.67,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
28,1971,1,1971-09-19,24-000,WAS,@,STL,W 24-17,18,79,4.39,1,,1,10,10.00,0,0,0,,0,0,0,,,,1,6
29,1971,2,1971-09-26,24-007,WAS,@,NYG,W 30-3,16,72,4.50,0,,2,8,4.00,0,0,0,,0,0,0,,,,0,0
30,1971,3,1971-10-03,24-014,WAS,@,DAL,W 20-16,21,81,3.86,0,,0,0,,0,0,0,,0,0,0,,,,0,0
31,1971,4,1971-10-10,24-021,WAS,,HOU,W 22-13,18,51,2.83,0,,1,1,1.00,0,0,0,,0,0,0,,,,0,0
32,1971,5,1971-10-17,24-028,WAS,,STL,W 20-0,25,150,6.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
