
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Int,Yds,TD
1,1988,1,1988-09-04,23-180,KAN,,CLE,L 3-6,,,,,,0,0,,0,0,0,,0,,,,,
2,1988,2,1988-09-11,23-187,KAN,@,SEA,L 10-31,0,0,,0,,0,0,,0,0,0,,0,0,0,1,2,0
3,1988,3,1988-09-18,23-194,KAN,,DEN,W 20-13,,,,,,0,0,,0,0,0,,0,,,,,
4,1988,4,1988-09-25,23-201,KAN,,SDG,L 23-24,0,0,,0,,1,-7,-7.00,0,1,18,18.00,0,0,0,0,0,0
5,1988,5,1988-10-02,23-208,KAN,@,NYJ,T 17-17,0,0,,0,,0,0,,0,1,18,18.00,0,0,0,0,0,0
6,1988,6,1988-10-09,23-215,KAN,@,HOU,L 6-7,,,,,,0,0,,0,0,0,,0,,,,,
7,1988,7,1988-10-16,23-222,KAN,,RAI,L 17-27,,,,,,0,0,,0,0,0,,0,,,,,
8,1988,8,1988-10-23,23-229,KAN,,DET,L 6-7,,,,,,0,0,,0,0,0,,0,,,,,
9,1988,9,1988-10-30,23-236,KAN,@,RAI,L 10-17,0,0,,0,,0,0,,0,1,13,13.00,0,0,0,0,0,0
10,1988,10,1988-11-06,23-243,KAN,@,DEN,L 11-17,0,0,,0,,0,0,,0,1,20,20.00,0,0,0,0,0,0
11,1988,11,1988-11-13,23-250,KAN,,CIN,W 31-28,,,,,,0,0,,0,0,0,,0,,,,,
12,1988,12,1988-11-20,23-257,KAN,,SEA,W 27-24,0,0,,0,,0,0,,0,4,68,17.00,0,0,0,0,0,0
13,1988,13,1988-11-27,23-264,KAN,@,PIT,L 10-16,0,0,,0,,0,0,,0,3,63,21.00,0,0,0,0,0,0
14,1988,14,1988-12-04,23-271,KAN,,NYJ,W 38-34,0,0,,0,,0,0,,0,3,65,21.67,0,0,0,0,0,0
15,1988,15,1988-12-11,23-278,KAN,@,NYG,L 12-28,,,,,,0,0,,0,0,0,,0,,,,,
16,1988,16,1988-12-18,23-285,KAN,@,SDG,L 13-24,0,0,,0,,0,0,,0,1,26,26.00,0,0,0,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Int,Yds,TD
17,1989,1,1989-09-10,24-186,KAN,@,DEN,L 20-34,4,4,1.00,1,,2,2,1.00,0,1,18,18.00,0,1,6,0,0,0
18,1989,2,1989-09-17,24-193,KAN,,RAI,W 24-19,2,20,10.00,0,,0,0,,0,2,37,18.50,0,0,0,0,0,0
,,,18 Games,,,,,5-12-1,6,24,4.00,1,,3,-5,-1.67,0,18,346,19.22,0,1,6,1,2,0
