
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
17,2007,1,2007-09-06,24-126,IND,,NOR,W 41-10,23,118,5.13,1,4,3,25,8.33,0,0,0,,0,0,0,,,,1,6,0.0,0,0
18,2007,2,2007-09-16,24-136,IND,@,TEN,W 22-20,20,81,4.05,1,3,2,6,3.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
19,2007,3,2007-09-23,24-143,IND,@,HOU,W 30-24,22,72,3.27,2,4,3,19,6.33,0,0,0,,0,0,0,,,,2,12,0.0,0,0
20,2007,4,2007-09-30,24-150,IND,,DEN,W 38-20,19,136,7.16,1,4,3,10,3.33,0,0,0,,0,0,0,,,,1,6,0.0,0,0
21,2007,6,2007-10-22,24-172,IND,@,JAX,W 29-7,16,85,5.31,0,4,4,22,5.50,0,0,0,,0,0,0,,,,0,0,0.0,0,0
22,2007,7,2007-10-28,24-178,IND,@,CAR,W 31-7,23,100,4.35,2,3,2,9,4.50,1,0,0,,0,0,0,,,,3,18,0.0,0,0
23,2007,8,2007-11-04,24-185,IND,,NWE,L 20-24,26,112,4.31,0,5,5,114,22.80,1,0,0,,0,0,0,,,,1,6,0.0,0,0
24,2007,9,2007-11-11,24-192,IND,@,SDG,L 21-23,22,56,2.55,0,3,3,16,5.33,0,0,0,,0,0,0,,,,0,0,0.0,0,0
25,2007,10,2007-11-18,24-199,IND,,KAN,W 13-10,21,72,3.43,1,6,4,34,8.50,0,0,0,,0,0,0,,,,1,6,0.0,0,0
26,2007,11,2007-11-22,24-203,IND,@,ATL,W 31-13,10,44,4.40,1,2,2,14,7.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
27,2007,12,2007-12-02,24-213,IND,,JAX,W 28-25,21,67,3.19,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
28,2007,13,2007-12-09,24-220,IND,@,BAL,W 44-20,13,32,2.46,2,3,3,49,16.33,1,0,0,,0,0,0,,,,3,18,0.0,0,0
29,2007,14,2007-12-16,24-227,IND,@,OAK,W 21-14,15,44,2.93,0,5,5,33,6.60,0,0,0,,0,0,0,,,,0,0,0.0,0,0
30,2007,15,2007-12-23,24-234,IND,,HOU,W 38-15,6,26,4.33,1,1,1,5,5.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
31,2007,16,2007-12-30,24-241,IND,,TEN,L 10-16,4,27,6.75,0,1,1,8,8.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
32,2008,1,2008-09-07,25-127,IND,,CHI,L 13-29,12,44,3.67,0,1,1,3,3.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
33,2008,2,2008-09-14,25-134,IND,@,MIN,W 18-15,15,20,1.33,1,4,2,13,6.50,0,0,0,,0,0,0,,,,1,6,0.0,0,0
34,2008,3,2008-09-21,25-141,IND,,JAX,L 21-23,16,78,4.88,2,2,1,10,10.00,0,0,0,,0,0,0,,,,2,12,0.0,0,0
35,2008,4,2008-10-05,25-155,IND,@,HOU,W 31-27,17,71,4.18,1,1,1,3,3.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
36,2008,5,2008-10-12,25-162,IND,,BAL,W 31-3,2,3,1.50,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
37,2008,8,2008-11-02,25-183,IND,,NWE,W 18-15,17,32,1.88,0,3,2,10,5.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
38,2008,9,2008-11-09,25-190,IND,@,PIT,W 24-20,12,34,2.83,0,4,2,13,6.50,0,0,0,,0,0,0,,,,0,0,0.0,0,0
39,2008,10,2008-11-16,25-197,IND,,HOU,W 33-27,22,105,4.77,1,7,4,48,12.00,1,0,0,,0,0,0,,,,2,12,0.0,0,0
40,2008,11,2008-11-23,25-204,IND,@,SDG,W 23-20,16,70,4.38,0,10,7,31,4.43,0,0,0,,0,0,0,,,,0,0,0.0,0,0
41,2008,12,2008-11-30,25-211,IND,@,CLE,W 10-6,15,57,3.80,0,2,1,6,6.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
42,2008,13,2008-12-07,25-218,IND,,CIN,W 35-3,10,26,2.60,0,3,2,14,7.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
43,2008,16,2008-12-28,25-239,IND,,TEN,W 23-0,1,4,4.00,0,2,2,55,27.50,1,0,0,,0,0,0,,,,1,6,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
44,2009,1,2009-09-13,26-133,IND,,JAX,W 14-12,17,42,2.47,1,6,5,35,7.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
45,2009,2,2009-09-21,26-141,IND,@,MIA,W 27-23,6,32,5.33,0,1,1,7,7.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
46,2009,3,2009-09-27,26-147,IND,@,ARI,W 31-10,13,63,4.85,0,4,3,8,2.67,1,0,0,,0,0,0,,,,1,6,0.0,0,0
47,2009,4,2009-10-04,26-154,IND,,SEA,W 34-17,12,46,3.83,1,7,7,50,7.14,0,0,0,,0,0,0,,,,1,6,0.0,0,0
48,2009,5,2009-10-11,26-161,IND,@,TEN,W 31-9,14,27,1.93,1,10,10,53,5.30,0,0,0,,0,0,0,,,,1,6,0.0,0,0
49,2009,6,2009-10-25,26-175,IND,@,STL,W 42-6,20,64,3.20,1,1,1,3,3.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
50,2009,7,2009-11-01,26-182,IND,,SFO,W 18-14,20,62,3.10,0,2,2,4,2.00,0,1,1,100.00,22,1,0,158.3,22.00,42.00,0,0,0.0,0,0
51,2009,8,2009-11-08,26-189,IND,,HOU,W 20-17,14,63,4.50,1,10,5,49,9.80,1,0,0,,0,0,0,,,,2,12,0.0,0,0
52,2009,9,2009-11-15,26-196,IND,,NWE,W 35-34,10,41,4.10,1,3,2,27,13.50,1,0,0,,0,0,0,,,,2,12,0.0,0,0
53,2009,10,2009-11-22,26-203,IND,@,BAL,W 17-15,19,74,3.89,1,1,1,7,7.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
54,2009,11,2009-11-29,26-210,IND,@,HOU,W 35-27,15,69,4.60,0,4,3,13,4.33,0,0,0,,0,0,0,,,,0,0,0.0,0,0
55,2009,12,2009-12-06,26-217,IND,,TEN,W 27-17,21,79,3.76,2,3,3,17,5.67,0,0,0,,0,0,0,,,,2,12,0.0,0,0
56,2009,13,2009-12-13,26-224,IND,,DEN,W 28-16,16,67,4.19,0,8,5,49,9.80,0,0,0,,0,0,0,,,,0,0,0.0,0,0
57,2009,14,2009-12-17,26-228,IND,@,JAX,W 35-31,16,59,3.69,0,3,3,14,4.67,0,0,0,,0,0,0,,,,0,0,0.0,1,0
58,2009,15,2009-12-27,26-238,IND,,NYJ,L 15-29,6,40,6.67,1,0,0,0,,0,0,0,,0,0,0,,,,1,6,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
59,2010,1,2010-09-12,27-132,IND,@,HOU,L 24-34,10,44,4.40,0,6,6,29,4.83,0,0,0,,0,0,0,,,,0,0,0.0,0,0
60,2010,2,2010-09-19,27-139,IND,,NYG,W 38-14,20,92,4.60,0,3,2,21,10.50,0,0,0,,0,0,0,,,,0,0,0.0,0,0
61,2010,3,2010-09-26,27-146,IND,@,DEN,W 27-13,13,29,2.23,0,4,2,10,5.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
62,2010,4,2010-10-03,27-153,IND,@,JAX,L 28-31,16,63,3.94,2,3,3,19,6.33,0,0,0,,0,0,0,,,,2,12,0.0,0,0
63,2010,5,2010-10-10,27-160,IND,,KAN,W 19-9,17,50,2.94,0,6,5,39,7.80,0,0,0,,0,0,0,,,,0,0,0.0,0,0
64,2010,6,2010-10-17,27-167,IND,@,WAS,W 27-24,17,128,7.53,1,2,0,0,,0,0,0,,0,0,0,,,,1,6,0.0,0,0
65,2010,15,2010-12-26,27-237,IND,@,OAK,W 31-26,12,45,3.75,1,1,1,6,6.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
66,2010,16,2011-01-02,27-244,IND,,TEN,W 23-20,11,44,4.00,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
67,2011,1,2011-09-11,28-131,IND,@,HOU,L 7-34,8,39,4.88,0,4,2,13,6.50,0,0,0,,0,0,0,,,,0,0,0.0,1,0
68,2011,2,2011-09-18,28-138,IND,,CLE,L 19-27,14,64,4.57,0,4,4,37,9.25,0,0,0,,0,0,0,,,,0,0,0.0,0,0
69,2011,3,2011-09-25,28-145,IND,,PIT,L 20-23,17,86,5.06,1,2,1,2,2.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
70,2011,4,2011-10-03,28-153,IND,@,TAM,L 17-24,11,41,3.73,0,2,1,7,7.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
71,2011,5,2011-10-09,28-159,IND,,KAN,L 24-28,6,19,3.17,0,1,1,6,6.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
72,2011,7,2011-10-23,28-173,IND,@,NOR,L 7-62,2,8,4.00,0,2,2,11,5.50,0,0,0,,0,0,0,,,,0,0,0.0,0,0
73,2011,11,2011-11-27,28-208,IND,,CAR,L 19-27,7,23,3.29,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
74,2011,12,2011-12-04,28-215,IND,@,NWE,L 24-31,13,39,3.00,0,1,1,2,2.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
75,2011,13,2011-12-11,28-222,IND,@,BAL,L 10-24,2,16,8.00,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
76,2011,14,2011-12-18,28-229,IND,,TEN,W 27-13,11,20,1.82,0,2,2,7,3.50,0,0,0,,0,0,0,,,,0,0,0.0,0,0
77,2011,15,2011-12-22,28-233,IND,,HOU,W 19-16,19,59,3.11,0,1,1,8,8.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
78,2011,16,2012-01-01,28-243,IND,@,JAX,L 13-19,8,19,2.38,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,1,0
,,,78 Games,,,,,56-22-0,1095,4453,4.07,39,248,191,1448,7.58,9,1,1,100.00,22,1,0,158.3,22.00,42.00,48,288,0.0,3,0
