
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
1,1977,1,1977-09-18,23-164,DAL,@,MIN,W 16-10,4,11,2.75,0,,0,0,,0,0,0,,0,0,0,,,,0,0
2,1977,2,1977-09-25,23-171,DAL,,NYG,W 41-21,7,62,8.86,2,,3,36,12.00,0,0,0,,0,0,0,,,,2,12
3,1977,3,1977-10-02,23-178,DAL,,TAM,W 23-7,10,72,7.20,0,,1,16,16.00,0,0,0,,0,0,0,,,,0,0
4,1977,4,1977-10-09,23-185,DAL,@,STL,W 30-24,14,141,10.07,2,,1,4,4.00,0,0,0,,0,0,0,,,,2,12
5,1977,5,1977-10-16,23-192,DAL,,WAS,W 34-16,19,51,2.68,0,,0,0,,0,1,1,100.00,34,0,0,118.7,34.00,34.00,0,0
6,1977,6,1977-10-23,23-199,DAL,@,PHI,W 16-10,13,48,3.69,1,,1,4,4.00,0,0,0,,0,0,0,,,,1,6
7,1977,7,1977-10-30,23-206,DAL,,DET,W 37-0,13,48,3.69,0,,5,48,9.60,0,0,0,,0,0,0,,,,0,0
8,1977,8,1977-11-06,23-213,DAL,@,NYG,W 24-10,16,39,2.44,1,,2,12,6.00,0,0,0,,0,0,0,,,,1,6
9,1977,9,1977-11-14,23-221,DAL,,STL,L 17-24,16,50,3.13,1,,3,33,11.00,0,0,0,,0,0,0,,,,1,6
10,1977,10,1977-11-20,23-227,DAL,@,PIT,L 13-28,17,73,4.29,1,,4,37,9.25,0,0,0,,0,0,0,,,,1,6
11,1977,11,1977-11-27,23-234,DAL,@,WAS,W 14-7,19,64,3.37,1,,0,0,,0,0,0,,0,0,0,,,,1,6
12,1977,12,1977-12-04,23-241,DAL,,PHI,W 24-14,23,206,8.96,2,,3,24,8.00,0,0,0,,0,0,0,,,,2,12
13,1977,13,1977-12-12,23-249,DAL,@,SFO,W 42-35,20,92,4.60,1,,3,39,13.00,1,0,0,,0,0,0,,,,2,12
14,1977,14,1977-12-18,23-255,DAL,,DEN,W 14-6,17,50,2.94,0,,3,20,6.67,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
15,1978,1,1978-09-04,24-150,DAL,,BAL,W 38-0,15,147,9.80,0,,3,107,35.67,1,0,0,,0,0,0,,,,1,6
16,1978,2,1978-09-10,24-156,DAL,@,NYG,W 34-24,24,111,4.63,1,,2,6,3.00,0,0,0,,0,0,0,,,,1,6
17,1978,3,1978-09-17,24-163,DAL,@,RAM,L 14-27,19,38,2.00,0,,6,32,5.33,0,0,0,,0,0,0,,,,0,0
18,1978,4,1978-09-24,24-170,DAL,,STL,W 21-12,21,154,7.33,1,,1,6,6.00,0,0,0,,0,0,0,,,,1,6
19,1978,5,1978-10-02,24-178,DAL,@,WAS,L 5-9,21,61,2.90,0,,0,0,,0,0,0,,0,0,0,,,,0,0
20,1978,6,1978-10-08,24-184,DAL,,NYG,W 24-3,17,73,4.29,0,,3,42,14.00,0,0,0,,0,0,0,,,,0,0
21,1978,7,1978-10-15,24-191,DAL,@,STL,W 24-21,12,24,2.00,0,,4,21,5.25,0,0,0,,0,0,0,,,,0,0
22,1978,8,1978-10-22,24-198,DAL,,PHI,W 14-7,7,24,3.43,0,,1,3,3.00,0,0,0,,0,0,0,,,,0,0
23,1978,9,1978-10-26,24-202,DAL,,MIN,L 10-21,11,38,3.45,0,,1,12,12.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0
24,1978,10,1978-11-05,24-212,DAL,@,MIA,L 16-23,10,49,4.90,0,,3,34,11.33,0,0,0,,0,0,0,,,,0,0
25,1978,11,1978-11-12,24-219,DAL,@,GNB,W 42-14,23,149,6.48,2,,1,16,16.00,0,0,0,,0,0,0,,,,2,12
26,1978,12,1978-11-19,24-226,DAL,,NOR,W 27-7,25,152,6.08,1,,1,4,4.00,0,0,0,,0,0,0,,,,1,6
27,1978,13,1978-11-23,24-230,DAL,,WAS,W 37-10,21,72,3.43,0,,0,0,,0,0,0,,0,0,0,,,,0,0
28,1978,14,1978-12-03,24-240,DAL,,NWE,W 17-10,15,49,3.27,0,,3,31,10.33,0,0,0,,0,0,0,,,,0,0
29,1978,15,1978-12-10,24-247,DAL,@,PHI,W 31-13,20,63,3.15,1,,3,37,12.33,1,0,0,,0,0,0,,,,2,12
30,1978,16,1978-12-17,24-254,DAL,@,NYJ,W 30-7,29,121,4.17,1,,5,27,5.40,0,0,0,,0,0,0,,,,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
31,1979,2,1979-09-09,25-155,DAL,@,SFO,W 21-13,19,54,2.84,0,,2,6,3.00,0,0,0,,0,0,0,,,,0,0
32,1979,3,1979-09-16,25-162,DAL,,CHI,W 24-20,20,108,5.40,0,,1,3,3.00,0,0,0,,0,0,0,,,,0,0
