
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1969,1,1969-09-14,22-280,HOU,@,OAK,L 17-21,0,0,,0,,0,0,,0,0,0,,0,1,1,1.00,0,0,0
2,1969,5,1969-10-12,22-308,HOU,@,KAN,L 0-24,0,0,,0,,0,0,,0,0,0,,0,1,22,22.00,0,0,0
3,1969,7,1969-10-26,22-322,HOU,,DEN,W 24-21,0,0,,0,,0,0,,0,0,0,,0,1,6,6.00,0,0,0
4,1969,9,1969-11-09,22-336,HOU,,CIN,T 31-31,3,20,6.67,0,,0,0,,0,0,0,,0,0,0,,0,0,0
5,1969,10,1969-11-16,22-343,HOU,@,DEN,T 20-20,0,0,,0,,0,0,,0,0,0,,0,1,12,12.00,0,0,0
6,1969,11,1969-11-23,22-350,HOU,@,MIA,W 32-7,2,31,15.50,0,,0,0,,0,0,0,,0,0,0,,0,0,0
7,1969,12,1969-11-27,22-354,HOU,,SDG,L 17-21,0,0,,0,,0,0,,0,0,0,,0,1,27,27.00,0,0,0
8,1969,13,1969-12-06,22-363,HOU,,NYJ,L 26-34,0,0,,0,,0,0,,0,0,0,,0,1,13,13.00,0,0,0
9,1969,14,1969-12-14,23-006,HOU,,BOS,W 27-23,0,0,,0,,0,0,,0,0,0,,0,1,12,12.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
10,1970,1,1970-09-20,23-286,HOU,@,PIT,W 19-7,5,26,5.20,0,,0,0,,0,0,0,,0,1,4,4.00,0,0,0
11,1970,2,1970-09-27,23-293,HOU,,MIA,L 10-20,1,11,11.00,0,,2,13,6.50,0,0,0,,0,1,0,0.00,0,0,0
12,1970,3,1970-10-04,23-300,HOU,@,CIN,W 20-13,2,5,2.50,0,,3,33,11.00,0,0,0,,0,3,7,2.33,0,0,0
13,1970,4,1970-10-11,23-307,HOU,,BAL,L 20-24,0,0,,0,,1,67,67.00,0,0,0,,0,0,0,,0,0,0
14,1970,5,1970-10-18,23-314,HOU,,PIT,L 3-7,5,25,5.00,0,,2,4,2.00,0,0,0,,0,1,0,0.00,0,0,0
15,1970,6,1970-10-25,23-321,HOU,@,SDG,T 31-31,12,56,4.67,1,,3,33,11.00,0,0,0,,0,0,0,,0,1,6
16,1970,7,1970-11-01,23-328,HOU,@,STL,L 0-44,11,20,1.82,0,,3,7,2.33,0,0,0,,0,0,0,,0,0,0
17,1970,8,1970-11-08,23-335,HOU,@,KAN,L 9-24,10,57,5.70,0,,3,15,5.00,0,0,0,,0,1,11,11.00,0,0,0
18,1970,9,1970-11-15,23-342,HOU,,SFO,L 20-30,10,35,3.50,0,,6,74,12.33,0,0,0,,0,1,2,2.00,0,0,0
19,1970,10,1970-11-22,23-349,HOU,@,CLE,L 14-28,9,28,3.11,0,,1,13,13.00,0,0,0,,0,0,0,,0,0,0
20,1970,11,1970-11-29,23-356,HOU,,DEN,W 31-21,13,28,2.15,1,,1,17,17.00,1,0,0,,0,0,0,,0,2,12
21,1970,12,1970-12-07,23-364,HOU,,CLE,L 10-21,8,29,3.63,0,,1,25,25.00,0,0,0,,0,1,3,3.00,0,0,0
22,1970,13,1970-12-13,24-005,HOU,,CIN,L 20-30,10,28,2.80,0,,7,65,9.29,0,0,0,,0,1,3,3.00,0,0,0
23,1970,14,1970-12-20,24-012,HOU,@,DAL,L 10-52,7,20,2.86,0,,1,15,15.00,0,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
24,1971,4,1971-10-10,24-306,HOU,@,WAS,L 13-22,4,5,1.25,0,,1,6,6.00,0,0,0,,0,0,0,,0,0,0
25,1971,5,1971-10-17,24-313,HOU,,DET,L 7-31,1,0,0.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
26,1971,6,1971-10-24,24-320,HOU,@,PIT,L 16-23,3,-1,-0.33,0,,2,9,4.50,0,1,26,26.00,0,0,0,,0,0,0
27,1971,7,1971-10-31,24-327,HOU,,CIN,W 10-6,2,4,2.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
28,1971,8,1971-11-07,24-334,HOU,@,NWE,L 20-28,3,15,5.00,0,,1,2,2.00,0,0,0,,0,0,0,,0,0,0
29,1971,12,1971-12-05,24-362,HOU,,PIT,W 29-3,4,10,2.50,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,,,29 Games,,,,,8-18-3,125,452,3.62,2,,38,398,10.47,1,1,26,26.00,0,17,123,7.24,0,3,18
