
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1968,1,1968-09-06,23-262,CIN,@,SDG,L 13-29,16,33,2.06,1,,0,0,,0,0,0,,0,0,0,,0,1,6
2,1968,2,1968-09-15,23-271,CIN,,DEN,W 24-10,10,27,2.70,0,,3,16,5.33,0,0,0,,0,0,0,,0,0,0
3,1968,3,1968-09-22,23-278,CIN,,BUF,W 34-23,9,25,2.78,0,,1,-8,-8.00,0,0,0,,0,0,0,,0,0,0
4,1968,4,1968-09-29,23-285,CIN,,SDG,L 10-31,12,26,2.17,0,,2,-7,-3.50,0,1,22,22.00,0,0,0,,0,0,0
5,1968,5,1968-10-06,23-292,CIN,@,DEN,L 7-10,22,86,3.91,0,,1,11,11.00,0,0,0,,0,0,0,,0,0,0
6,1968,6,1968-10-13,23-299,CIN,@,KAN,L 3-13,14,39,2.79,0,,0,0,,0,0,0,,0,0,0,,0,0,0
7,1968,7,1968-10-20,23-306,CIN,,MIA,L 22-24,10,39,3.90,1,,0,0,,0,0,0,,0,0,0,,0,1,6
8,1968,8,1968-10-27,23-313,CIN,@,OAK,L 10-31,17,159,9.35,1,,0,0,,0,2,36,18.00,0,0,0,,0,1,6
9,1968,9,1968-11-03,23-320,CIN,,HOU,L 17-27,21,156,7.43,1,,4,78,19.50,1,0,0,,0,1,1,1.00,0,2,12
10,1968,10,1968-11-10,23-327,CIN,,KAN,L 9-16,24,115,4.79,0,,4,15,3.75,0,0,0,,0,0,0,,0,0,0
11,1968,11,1968-11-17,23-334,CIN,@,MIA,W 38-21,22,134,6.09,3,,1,3,3.00,0,0,0,,0,0,0,,0,3,18
12,1968,12,1968-11-24,23-341,CIN,,OAK,L 0-34,15,73,4.87,0,,1,-10,-10.00,0,0,0,,0,0,0,,0,0,0
13,1968,13,1968-12-01,23-348,CIN,@,BOS,L 14-33,20,78,3.90,0,,7,30,4.29,0,0,0,,0,0,0,,0,0,0
14,1968,14,1968-12-08,23-355,CIN,@,NYJ,L 14-27,26,33,1.27,1,,0,0,,0,0,0,,0,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
15,1969,1,1969-09-14,24-269,CIN,,MIA,W 27-21,15,26,1.73,1,,1,-1,-1.00,0,0,0,,0,0,0,,0,1,6
16,1969,2,1969-09-21,24-276,CIN,,SDG,W 34-20,12,55,4.58,0,,2,10,5.00,0,0,0,,0,0,0,,0,0,0
17,1969,3,1969-09-28,24-283,CIN,,KAN,W 24-19,11,32,2.91,0,,4,19,4.75,0,0,0,,0,0,0,,0,0,0
18,1969,4,1969-10-04,24-289,CIN,@,SDG,L 14-21,9,31,3.44,0,,0,0,,0,0,0,,0,0,0,,0,0,0
19,1969,5,1969-10-12,24-297,CIN,,NYJ,L 7-21,6,27,4.50,0,,1,2,2.00,0,0,0,,0,0,0,,0,0,0
20,1969,6,1969-10-19,24-304,CIN,,DEN,L 23-30,8,23,2.88,0,,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0
21,1969,7,1969-10-26,24-311,CIN,@,KAN,L 22-42,5,2,0.40,0,,3,21,7.00,0,0,0,,0,0,0,,0,0,0
22,1969,8,1969-11-02,24-318,CIN,,OAK,W 31-17,13,13,1.00,1,,2,43,21.50,0,0,0,,0,0,0,,0,1,6
23,1969,9,1969-11-09,24-325,CIN,@,HOU,T 31-31,10,32,3.20,0,,2,6,3.00,0,0,0,,0,0,0,,0,0,0
24,1969,10,1969-11-16,24-332,CIN,,BOS,L 14-25,12,59,4.92,0,,0,0,,0,0,0,,0,0,0,,0,0,0
25,1969,11,1969-11-23,24-339,CIN,@,NYJ,L 7-40,6,10,1.67,0,,2,-9,-4.50,0,0,0,,0,0,0,,0,0,0
26,1969,12,1969-11-30,24-346,CIN,@,BUF,L 13-16,24,117,4.88,0,,1,25,25.00,0,0,0,,0,0,0,,0,0,0
27,1969,13,1969-12-07,24-353,CIN,@,OAK,L 17-37,18,47,2.61,2,,0,0,,0,5,168,33.60,0,0,0,,0,2,12
28,1969,14,1969-12-14,24-360,CIN,@,DEN,L 16-27,11,15,1.36,0,,1,-7,-7.00,0,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
29,1970,1,1970-09-20,25-275,CIN,,OAK,W 31-21,5,15,3.00,1,,0,0,,0,1,22,22.00,0,0,0,,0,1,6
