
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1971,1,1971-09-19,22-037,ATL,,SFO,W 20-17,0,0,,0,,0,0,,0,2,55,27.50,0,0,0
2,1971,2,1971-09-26,22-044,ATL,@,RAM,T 20-20,2,7,3.50,1,,0,0,,0,3,84,28.00,0,1,6
3,1971,3,1971-10-03,22-051,ATL,@,DET,L 38-41,1,3,3.00,0,,0,0,,0,4,82,20.50,0,0,0
4,1971,4,1971-10-10,22-058,ATL,,STL,L 9-26,0,0,,0,,0,0,,0,1,26,26.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
5,1972,1,1972-09-17,23-035,ATL,@,CHI,W 37-21,9,25,2.78,0,,0,0,,0,0,0,,0,0,0
6,1972,2,1972-09-24,23-042,ATL,@,NWE,L 20-21,5,5,1.00,0,,0,0,,0,0,0,,0,0,0
7,1972,4,1972-10-08,23-056,ATL,,DET,L 23-26,4,19,4.75,0,,0,0,,0,0,0,,0,0,0
8,1972,5,1972-10-15,23-063,ATL,@,NOR,W 21-14,19,72,3.79,0,,2,18,9.00,0,0,0,,0,0,0
9,1972,8,1972-11-05,23-084,ATL,@,RAM,L 7-20,1,8,8.00,0,,0,0,,0,0,0,,0,0,0
10,1972,10,1972-11-20,23-099,ATL,@,WAS,L 13-24,1,1,1.00,0,,1,4,4.00,0,0,0,,0,0,0
11,1972,12,1972-12-03,23-112,ATL,,HOU,W 20-10,1,2,2.00,0,,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
12,1973,1,1973-09-16,24-034,ATL,@,NOR,W 62-7,9,19,2.11,1,,0,0,,0,0,0,,0,1,6
13,1973,5,1973-10-14,24-062,ATL,,CHI,W 46-6,9,36,4.00,1,,0,0,,0,1,0,0.00,0,1,6
14,1973,7,1973-10-28,24-076,NOR,,WAS,W 19-3,6,19,3.17,0,,2,31,15.50,0,0,0,,0,0,0
15,1973,8,1973-11-04,24-083,NOR,,BUF,W 13-0,6,21,3.50,0,,2,33,16.50,0,0,0,,0,0,0
16,1973,9,1973-11-11,24-090,NOR,@,RAM,L 7-29,4,1,0.25,0,,3,11,3.67,0,1,20,20.00,0,0,0
17,1973,10,1973-11-18,24-097,NOR,@,SDG,L 14-17,4,36,9.00,0,,1,16,16.00,0,3,67,22.33,0,0,0
18,1973,11,1973-11-25,24-104,NOR,,RAM,L 13-24,13,90,6.92,0,,1,1,1.00,0,0,0,,0,0,0
19,1973,12,1973-12-02,24-111,NOR,@,GNB,L 10-30,13,30,2.31,0,,1,16,16.00,0,3,57,19.00,0,0,0
20,1973,13,1973-12-09,24-118,NOR,,SFO,W 16-10,13,30,2.31,0,,0,0,,0,0,0,,0,0,0
21,1973,14,1973-12-16,24-125,NOR,@,ATL,L 10-14,13,47,3.62,0,,1,0,0.00,0,0,0,,0,0,0
,,,21 Games,,,,,9-11-1,133,471,3.54,3,,14,130,9.29,0,18,391,21.72,0,3,18
