
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1980,1,1980-09-07,23-358,PIT,,HOU,W 31-17,2,10,5.00,0,,0,0,,0,0,0,,0,0,0
2,1980,3,1980-09-21,24-006,PIT,@,CIN,L 28-30,2,11,5.50,0,,0,0,,0,0,0,,0,0,0
3,1980,4,1980-09-28,24-013,PIT,,CHI,W 38-3,3,12,4.00,0,,0,0,,0,0,0,,0,0,0
4,1980,6,1980-10-12,24-027,PIT,,CIN,L 16-17,1,1,1.00,1,,0,0,,0,0,0,,0,1,6
5,1980,7,1980-10-20,24-035,PIT,,OAK,L 34-45,9,51,5.67,0,,0,0,,0,0,0,,0,0,0
6,1980,8,1980-10-26,24-041,PIT,@,CLE,L 26-27,9,20,2.22,0,,0,0,,0,0,0,,0,0,0
7,1980,10,1980-11-09,24-055,PIT,@,TAM,W 24-21,4,18,4.50,0,,0,0,,0,3,59,19.67,0,0,0
8,1980,13,1980-11-30,24-076,PIT,,MIA,W 23-10,2,5,2.50,0,,0,0,,0,2,45,22.50,0,0,0
9,1980,14,1980-12-04,24-080,PIT,@,HOU,L 0-6,0,0,,0,,0,0,,0,1,17,17.00,0,0,0
10,1980,15,1980-12-14,24-090,PIT,,KAN,W 21-16,1,4,4.00,0,,0,0,,0,3,39,13.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
11,1981,1,1981-09-06,24-356,PIT,,KAN,L 33-37,0,0,,0,,0,0,,0,0,0,,0,,
12,1981,2,1981-09-10,24-360,PIT,@,MIA,L 10-30,0,0,,0,,0,0,,0,0,0,,0,,
13,1981,3,1981-09-20,25-005,PIT,,NYJ,W 38-10,13,100,7.69,1,,0,0,,0,0,0,,0,1,6
14,1981,4,1981-09-27,25-012,PIT,,NWE,W 27-21,10,64,6.40,0,,0,0,,0,0,0,,0,0,0
15,1981,5,1981-10-04,25-019,PIT,@,NOR,W 20-6,3,8,2.67,0,,1,4,4.00,0,0,0,,0,0,0
16,1981,6,1981-10-11,25-026,PIT,,CLE,W 13-7,2,28,14.00,0,,0,0,,0,0,0,,0,0,0
17,1981,7,1981-10-18,25-033,PIT,@,CIN,L 7-34,2,14,7.00,0,,0,0,,0,0,0,,0,0,0
18,1981,8,1981-10-26,25-041,PIT,,HOU,W 26-13,0,0,,0,,0,0,,0,0,0,,0,,
19,1981,9,1981-11-01,25-047,PIT,,SFO,L 14-17,1,5,5.00,0,,0,0,,0,0,0,,0,0,0
20,1981,10,1981-11-08,25-054,PIT,@,SEA,L 21-24,6,25,4.17,0,,2,11,5.50,0,0,0,,0,0,0
21,1981,11,1981-11-15,25-061,PIT,@,ATL,W 34-20,3,10,3.33,0,,0,0,,0,0,0,,0,0,0
22,1981,12,1981-11-22,25-068,PIT,@,CLE,W 32-10,1,0,0.00,0,,0,0,,0,0,0,,0,0,0
23,1981,13,1981-11-29,25-075,PIT,,RAM,W 24-0,4,10,2.50,0,,1,19,19.00,0,0,0,,0,0,0
24,1981,14,1981-12-07,25-083,PIT,@,OAK,L 27-30,1,2,2.00,0,,0,0,,0,0,0,,0,0,0
25,1981,15,1981-12-13,25-089,PIT,,CIN,L 10-17,0,0,,0,,0,0,,0,1,8,8.00,0,0,0
26,1981,16,1981-12-20,25-096,PIT,@,HOU,L 20-21,1,4,4.00,0,,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
27,1982,1,1982-09-13,25-363,PIT,@,DAL,W 36-28,3,11,3.67,0,,0,0,,0,0,0,,0,0,0
28,1982,2,1982-09-19,26-004,PIT,,CIN,W 26-20,3,6,2.00,0,,0,0,,0,0,0,,0,0,0
29,1982,3,1982-11-21,26-067,PIT,@,HOU,W 24-10,2,5,2.50,0,,1,11,11.00,0,0,0,,0,0,0
30,1982,6,1982-12-12,26-088,PIT,@,BUF,L 0-13,1,3,3.00,0,,0,0,,0,0,0,,0,0,0
31,1982,7,1982-12-19,26-095,PIT,@,CLE,L 9-10,2,2,1.00,0,,0,0,,0,0,0,,0,0,0
32,1982,8,1982-12-26,26-102,PIT,,NWE,W 37-14,6,23,3.83,0,,0,0,,0,0,0,,0,0,0
33,1982,9,1983-01-02,26-109,PIT,,CLE,W 37-21,7,22,3.14,0,,0,0,,0,0,0,,0,0,0
,,,33 Games,,,,,18-15-0,104,474,4.56,2,,5,45,9.00,0,10,168,16.80,0,2,12
