
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,2012,1,2012-09-09,24-191,PIT,@,DEN,L 19-31,2,5,2.50,0,1,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0
2,2012,2,2012-09-16,24-198,PIT,,NYJ,W 27-10,2,3,1.50,0,2,1,5,5.00,0,2,45,22.50,0,1,13,13.00,0,0,0
3,2012,3,2012-09-23,24-205,PIT,@,OAK,L 31-34,2,7,3.50,0,2,2,23,11.50,0,2,44,22.00,0,0,0,,0,0,0
4,2012,4,2012-10-07,24-219,PIT,,PHI,W 16-14,1,0,0.00,0,1,1,6,6.00,0,2,57,28.50,0,0,0,,0,0,0
5,2012,5,2012-10-11,24-223,PIT,@,TEN,L 23-26,0,0,,0,1,1,12,12.00,0,3,97,32.33,0,1,7,7.00,0,0,0
6,2012,6,2012-10-21,24-233,PIT,@,CIN,W 24-17,4,17,4.25,1,1,1,8,8.00,0,4,122,30.50,0,0,0,,0,1,6
7,2012,7,2012-10-28,24-240,PIT,,WAS,W 27-12,4,26,6.50,0,2,1,-5,-5.00,0,2,43,21.50,0,0,0,,0,0,0
8,2012,8,2012-11-04,24-247,PIT,@,NYG,W 24-20,1,4,4.00,0,3,2,-3,-1.50,0,5,173,34.60,0,0,0,,0,0,0
9,2012,9,2012-11-12,24-255,PIT,,KAN,W 16-13,0,0,,0,0,0,0,,0,1,23,23.00,0,1,-4,-4.00,0,0,0
10,2012,10,2012-11-18,24-261,PIT,,BAL,L 10-13,0,0,,0,1,0,0,,0,2,36,18.00,0,0,0,,0,0,0
11,2012,11,2012-11-25,24-268,PIT,@,CLE,L 14-20,5,17,3.40,1,4,4,15,3.75,0,4,75,18.75,0,0,0,,0,1,6
12,2012,12,2012-12-02,24-275,PIT,@,BAL,W 23-20,0,0,,0,0,0,0,,0,2,61,30.50,0,0,0,,0,0,0
13,2012,13,2012-12-09,24-282,PIT,,SDG,L 24-34,1,6,6.00,0,0,0,0,,0,5,113,22.60,0,0,0,,0,0,0
14,2012,14,2012-12-16,24-289,PIT,@,DAL,L 24-27,3,15,5.00,0,2,0,0,,0,1,33,33.00,0,0,0,,0,0,0
15,2012,15,2012-12-23,24-296,PIT,,CIN,L 10-13,0,0,,0,2,0,0,,0,2,67,33.50,0,0,0,,0,0,0
16,2012,16,2012-12-30,24-303,PIT,,CLE,W 24-10,1,2,2.00,0,0,0,0,,0,2,46,23.00,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
17,2013,12,2013-12-01,25-274,IND,,TEN,W 22-14,0,0,,0,0,0,0,,0,2,45,22.50,0,3,29,9.67,0,0,0
18,2013,13,2013-12-08,25-281,IND,@,CIN,L 28-42,0,0,,0,1,0,0,,0,4,86,21.50,0,1,0,0.00,0,0,0
,,,18 Games,,,,,9-9-0,26,102,3.92,2,23,14,60,4.29,0,45,1166,25.91,0,7,45,6.43,0,2,12
