
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1960,1,1960-09-11,27-124,OAK,,HOU,L 22-37,11,16,1.45,0,,5,105,21.00,1,1,2,50.00,38,0,0,95.8,19.00,19.00,0,0,,0,1,0,0.00,0,1,6
2,1960,2,1960-09-16,27-129,OAK,,DTX,L 16-34,10,37,3.70,0,,4,22,5.50,0,1,2,50.00,24,0,1,54.2,12.00,-10.50,5,125,25.00,0,1,1,1.00,0,0,0
3,1960,3,1960-09-25,27-138,OAK,@,HOU,W 14-13,9,27,3.00,0,,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
4,1960,4,1960-10-02,27-145,OAK,@,DEN,L 14-31,2,11,5.50,0,,2,19,9.50,0,0,0,,0,0,0,,,,2,53,26.50,0,3,28,9.33,0,0,0
5,1960,5,1960-10-09,27-152,OAK,@,DTX,W 20-19,10,45,4.50,0,,3,7,2.33,0,0,0,,0,0,0,,,,2,47,23.50,0,2,15,7.50,0,0,0
6,1960,6,1960-10-16,27-159,OAK,,BOS,W 27-14,2,89,44.50,1,,0,0,,0,0,0,,0,0,0,,,,1,21,21.00,0,0,0,,0,1,6
7,1960,7,1960-10-23,27-166,OAK,@,BUF,L 9-38,8,30,3.75,0,,3,2,0.67,0,0,0,,0,0,0,,,,4,153,38.25,0,1,0,0.00,0,0,0
8,1960,8,1960-10-28,27-171,OAK,@,NYT,W 28-27,8,28,3.50,0,,1,9,9.00,0,0,0,,0,0,0,,,,3,92,30.67,0,0,0,,0,0,0
9,1960,9,1960-11-04,27-178,OAK,@,BOS,L 28-34,8,23,2.88,0,,1,12,12.00,0,0,0,,0,0,0,,,,2,92,46.00,0,0,0,,0,0,0
10,1960,10,1960-11-13,27-187,OAK,,BUF,W 20-7,7,13,1.86,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,21,21.00,0,0,0
11,1960,11,1960-11-27,27-201,OAK,@,LAC,L 28-52,2,0,0.00,0,,1,3,3.00,0,0,0,,0,0,0,,,,4,80,20.00,0,2,41,20.50,0,0,0
12,1960,12,1960-12-04,27-208,OAK,,LAC,L 17-41,5,30,6.00,0,,1,7,7.00,0,1,1,100.00,9,0,0,104.2,9.00,9.00,5,94,18.80,0,0,0,,0,0,0
13,1960,13,1960-12-11,27-215,OAK,,NYT,L 28-31,3,12,4.00,0,,0,0,,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,1,78,78.00,0,1,0,0.00,0,0,0
14,1960,14,1960-12-17,27-221,OAK,,DEN,W 48-10,9,36,4.00,0,,0,0,,0,0,0,,0,0,0,,,,1,17,17.00,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
15,1961,1,1961-09-09,28-122,OAK,@,HOU,L 0-55,1,1,1.00,0,,0,0,,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,2,78,39.00,0,0,0,,0,0,0
16,1961,2,1961-09-17,28-130,OAK,@,SDG,L 0-44,5,2,0.40,0,,2,11,5.50,0,0,0,,0,0,0,,,,7,176,25.14,0,0,0,,0,0,0
,,,16 Games,,,,,6-10-0,100,400,4.00,1,,24,198,8.25,1,3,7,42.86,71,0,3,40.5,10.14,-9.14,39,1106,28.36,0,12,106,8.83,0,2,12
