
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1982,1,1982-09-12,23-245,CLE,@,SEA,W 21-7,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,1,15,15.00,0,1,3,3.00,0,0,0
2,1982,2,1982-09-19,23-252,CLE,,PHI,L 21-24,,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,,,2,49,24.50,0,2,4,2.00,0,0,0
3,1982,3,1982-11-21,23-315,CLE,,NWE,W 10-7,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
4,1982,4,1982-11-25,23-319,CLE,@,DAL,L 14-31,,1,46,46.00,0,0,0,,0,0,0,,0,0,0,,,,3,75,25.00,0,2,13,6.50,0,0,0
5,1982,5,1982-12-05,23-329,CLE,,SDG,L 13-30,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,3,51,17.00,0,2,11,5.50,0,0,0
6,1982,6,1982-12-12,23-336,CLE,@,CIN,L 10-23,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,1,35,35.00,0,3,-1,-0.33,0,0,0
7,1982,7,1982-12-19,23-343,CLE,,PIT,W 10-9,,4,57,14.25,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,29,7.25,0,0,0
8,1982,8,1982-12-26,23-350,CLE,@,HOU,W 20-14,,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,,,2,52,26.00,0,3,17,5.67,0,0,0
9,1982,9,1983-01-02,23-357,CLE,@,PIT,L 21-37,,1,23,23.00,0,0,0,,0,0,0,,0,0,0,,,,1,18,18.00,0,2,25,12.50,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
10,1983,1,1983-09-04,24-237,CLE,,MIN,L 21-27,,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,,,4,92,23.00,0,0,0,,0,0,0
11,1983,2,1983-09-11,24-244,CLE,@,DET,W 31-26,,5,35,7.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,26,13.00,0,0,0
12,1983,3,1983-09-15,24-248,CLE,,CIN,W 17-7,,2,15,7.50,0,1,2,2.00,0,1,1,100.00,25,0,0,118.7,25.00,25.00,0,0,,0,1,0,0.00,0,0,0
13,1983,4,1983-09-25,24-258,CLE,@,SDG,W 30-24,,2,11,5.50,0,3,19,6.33,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,5,117,23.40,0,0,0,,0,0,0
14,1983,5,1983-10-02,24-265,CLE,,SEA,L 9-24,,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
15,1983,6,1983-10-09,24-272,CLE,,NYJ,W 10-7,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,
16,1983,7,1983-10-16,24-279,CLE,@,PIT,L 17-44,,1,21,21.00,0,3,22,7.33,0,0,0,,0,0,0,,,,2,45,22.50,0,0,0,,0,0,0
17,1983,8,1983-10-23,24-286,CLE,@,CIN,L 21-28,,4,57,14.25,0,1,8,8.00,0,0,0,,0,0,0,,,,1,4,4.00,0,0,0,,0,0,0
18,1983,9,1983-10-30,24-293,CLE,,HOU,W 25-19,,1,13,13.00,0,2,8,4.00,0,0,0,,0,0,0,,,,1,21,21.00,0,0,0,,0,0,0
