
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1961,1,1961-09-09,22-238,BOS,,NYT,L 20-21,10,31,3.10,0,,3,19,6.33,0,1,34,34.00,0,0,0,,0,0,0
2,1961,2,1961-09-16,22-245,BOS,,DEN,W 45-17,6,3,0.50,0,,1,18,18.00,0,2,57,28.50,0,0,0,,0,0,0
3,1961,3,1961-09-23,22-252,BOS,@,BUF,W 23-21,7,49,7.00,0,,1,5,5.00,0,2,35,17.50,0,0,0,,0,0,0
4,1961,4,1961-10-01,22-260,BOS,@,NYT,L 30-37,3,7,2.33,0,,0,0,,0,2,65,32.50,0,0,0,,0,0,0
5,1961,6,1961-10-22,22-281,NYT,@,DEN,L 10-27,4,20,5.00,0,,0,0,,0,1,13,13.00,0,0,0,,0,0,0
6,1961,7,1961-10-29,22-288,NYT,@,OAK,W 14-6,8,99,12.38,0,,1,28,28.00,0,0,0,,0,0,0,,0,0,0
7,1961,8,1961-11-05,22-295,NYT,@,SDG,L 13-48,2,10,5.00,0,,0,0,,0,1,12,12.00,0,0,0,,0,0,0
8,1961,9,1961-11-11,22-301,NYT,,OAK,W 23-12,6,7,1.17,0,,0,0,,0,1,25,25.00,0,1,45,45.00,0,0,0
9,1961,10,1961-11-19,22-309,NYT,@,HOU,L 13-49,0,0,,0,,2,47,23.50,0,0,0,,0,0,0,,0,0,0
10,1961,11,1961-11-23,22-313,NYT,,BUF,W 21-14,1,1,1.00,0,,0,0,,0,1,17,17.00,0,1,6,6.00,0,0,0
11,1961,12,1961-12-03,22-323,NYT,,DTX,W 28-7,3,-18,-6.00,0,,3,1,0.33,0,0,0,,0,0,0,,0,0,0
12,1961,13,1961-12-10,22-330,NYT,,HOU,L 21-48,6,49,8.17,1,,0,0,,0,2,48,24.00,0,0,0,,0,1,6
13,1961,14,1961-12-17,22-337,NYT,@,DTX,L 24-35,15,65,4.33,2,,2,28,14.00,0,0,0,,0,0,0,,0,2,12
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
14,1962,1,1962-09-09,23-238,NYT,@,OAK,W 28-17,4,14,3.50,0,,0,0,,0,1,21,21.00,0,1,0,0.00,0,0,0
15,1962,2,1962-09-16,23-245,NYT,@,SDG,L 14-40,0,0,,0,,0,0,,0,2,110,55.00,0,0,0,,0,0,0
16,1962,3,1962-09-22,23-251,NYT,@,BUF,W 17-6,5,2,0.40,0,,1,1,1.00,0,0,0,,0,0,0,,0,0,0
,,,16 Games,,,,,8-8-0,80,339,4.24,3,,14,147,10.50,0,16,437,27.31,0,3,51,17.00,0,3,18
