
39,2003,7,2003-10-26,24-058,BAL,,DEN,W 26-6,32,134,4.19,1,4,3,28,9.33,0,,1,6,0.0,0,0
40,2003,8,2003-11-02,24-065,BAL,,JAX,W 24-17,21,68,3.24,0,3,2,15,7.50,0,,0,0,0.0,0,0
41,2003,9,2003-11-09,24-072,BAL,@,STL,L 22-33,27,111,4.11,1,2,2,22,11.00,0,,1,6,0.0,0,0
42,2003,10,2003-11-16,24-079,BAL,@,MIA,L 6-9,25,91,3.64,0,1,0,0,,0,,0,0,0.0,0,0
43,2003,11,2003-11-23,24-086,BAL,,SEA,W 44-41,26,117,4.50,0,8,6,43,7.17,0,,0,0,0.0,0,0
44,2003,12,2003-11-30,24-093,BAL,,SFO,W 44-6,19,78,4.11,1,0,0,0,,0,,1,6,0.0,0,0
45,2003,13,2003-12-07,24-100,BAL,,CIN,W 31-13,30,180,6.00,3,0,0,0,,0,,3,18,0.0,0,0
46,2003,14,2003-12-14,24-107,BAL,@,OAK,L 12-20,24,125,5.21,0,0,0,0,,0,,0,0,0.0,0,0
47,2003,15,2003-12-21,24-114,BAL,@,CLE,W 35-0,22,205,9.32,2,4,3,21,7.00,0,,2,12,0.0,0,0
48,2003,16,2003-12-28,24-121,BAL,,PIT,W 13-10,27,114,4.22,1,1,1,13,13.00,0,,1,6,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
49,2004,1,2004-09-12,25-014,BAL,@,CLE,L 3-20,20,57,2.85,0,0,0,0,,0,,0,0,0.0,0,0
50,2004,2,2004-09-19,25-021,BAL,,PIT,W 30-13,24,62,2.58,2,0,0,0,,0,,2,12,0.0,0,0
51,2004,3,2004-09-26,25-028,BAL,@,CIN,W 23-9,18,186,10.33,1,1,1,46,46.00,0,,1,6,0.0,0,0
52,2004,4,2004-10-04,25-036,BAL,,KAN,L 24-27,15,73,4.87,1,0,0,0,,0,,1,6,0.0,0,0
53,2004,5,2004-10-10,25-042,BAL,@,WAS,W 17-10,28,116,4.14,0,0,0,0,,0,,0,0,0.0,0,0
54,2004,8,2004-11-07,25-070,BAL,,CLE,W 27-13,22,81,3.68,1,2,1,14,14.00,0,,1,6,0.0,0,0
55,2004,9,2004-11-14,25-077,BAL,@,NYJ,W 20-17,30,71,2.37,0,3,3,20,6.67,0,,0,0,0.0,0,0
56,2004,10,2004-11-21,25-084,BAL,,DAL,W 30-10,2,5,2.50,0,1,1,3,3.00,0,,0,0,0.0,0,0
57,2004,13,2004-12-12,25-105,BAL,,NYG,W 37-14,8,32,4.00,0,0,0,0,,0,,0,0,0.0,0,0
58,2004,14,2004-12-19,25-112,BAL,@,IND,L 10-20,20,130,6.50,0,2,2,17,8.50,0,,0,0,0.0,0,0
59,2004,15,2004-12-26,25-119,BAL,@,PIT,L 7-20,14,26,1.86,1,2,2,16,8.00,0,,1,6,0.0,0,0
60,2004,16,2005-01-02,25-126,BAL,,MIA,W 30-23,34,167,4.91,1,1,0,0,,0,,1,6,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
61,2005,1,2005-09-11,26-013,BAL,,IND,L 7-24,16,48,3.00,0,1,1,4,4.00,0,,0,0,0.0,0,0
62,2005,2,2005-09-18,26-020,BAL,@,TEN,L 10-25,10,9,0.90,0,5,4,32,8.00,0,,0,0,0.0,0,0
63,2005,3,2005-10-02,26-034,BAL,,NYJ,W 13-3,29,81,2.79,1,0,0,0,,0,,1,6,0.0,0,0
64,2005,4,2005-10-09,26-041,BAL,@,DET,L 17-35,19,95,5.00,0,4,2,17,8.50,1,,1,6,0.0,0,0
65,2005,5,2005-10-16,26-048,BAL,,CLE,W 16-3,24,59,2.46,0,3,2,11,5.50,0,,0,0,0.0,0,0
66,2005,6,2005-10-23,26-055,BAL,@,CHI,L 6-10,15,34,2.27,0,4,2,6,3.00,0,,0,0,0.0,0,0
67,2005,7,2005-10-31,26-063,BAL,@,PIT,L 19-20,17,61,3.59,0,1,1,0,0.00,0,,0,0,0.0,0,0
68,2005,8,2005-11-06,26-069,BAL,,CIN,L 9-21,15,49,3.27,0,0,0,0,,0,,0,0,0.0,0,0
69,2005,9,2005-11-13,26-076,BAL,@,JAX,L 3-30,14,44,3.14,0,7,5,13,2.60,0,,0,0,0.0,0,0
70,2005,10,2005-11-20,26-083,BAL,,PIT,W 16-13,13,28,2.15,0,0,0,0,,0,,0,0,0.0,0,0
71,2005,11,2005-11-27,26-090,BAL,@,CIN,L 29-42,23,113,4.91,1,6,5,36,7.20,0,,1,6,0.0,0,0
72,2005,12,2005-12-04,26-097,BAL,,HOU,W 16-15,8,17,2.13,0,4,3,23,7.67,0,,0,0,0.0,0,0
73,2005,14,2005-12-19,26-112,BAL,,GNB,W 48-3,22,105,4.77,1,2,2,9,4.50,0,,1,6,0.0,0,0
74,2005,15,2005-12-25,26-118,BAL,,MIN,W 30-23,24,74,3.08,0,3,2,11,5.50,0,,0,0,0.0,0,0
75,2005,16,2006-01-01,26-125,BAL,@,CLE,L 16-20,20,89,4.45,0,4,3,29,9.67,0,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
76,2006,1,2006-09-10,27-012,BAL,@,TAM,W 27-0,18,78,4.33,1,0,0,0,,0,,1,6,0.0,0,0
77,2006,2,2006-09-17,27-019,BAL,,OAK,W 28-6,19,70,3.68,0,0,0,0,,0,,0,0,0.0,0,0
78,2006,3,2006-09-24,27-026,BAL,@,CLE,W 15-14,21,86,4.10,0,2,0,0,,0,,0,0,0.0,0,0
79,2006,4,2006-10-01,27-033,BAL,,SDG,W 16-13,15,34,2.27,0,0,0,0,,0,,0,0,0.0,0,0
80,2006,5,2006-10-09,27-041,BAL,@,DEN,L 3-13,15,43,2.87,0,3,1,1,1.00,0,,0,0,0.0,0,0
81,2006,6,2006-10-15,27-047,BAL,,CAR,L 21-23,9,41,4.56,0,3,3,9,3.00,0,,0,0,0.0,0,0
82,2006,7,2006-10-29,27-061,BAL,@,NOR,W 35-22,31,109,3.52,0,0,0,0,,0,,0,0,0.0,0,0
83,2006,8,2006-11-05,27-068,BAL,,CIN,W 26-20,24,72,3.00,1,4,3,15,5.00,0,,1,6,0.0,0,0
84,2006,9,2006-11-12,27-075,BAL,@,TEN,W 27-26,16,45,2.81,0,1,1,5,5.00,0,,0,0,0.0,0,0
85,2006,10,2006-11-19,27-082,BAL,,ATL,W 24-10,22,91,4.14,3,3,3,17,5.67,0,,3,18,0.0,0,0
86,2006,11,2006-11-26,27-089,BAL,,PIT,W 27-0,17,66,3.88,1,1,1,4,4.00,0,,1,6,0.0,0,0
87,2006,12,2006-11-30,27-093,BAL,@,CIN,L 7-13,17,61,3.59,0,2,2,26,13.00,0,,0,0,0.0,0,0
88,2006,13,2006-12-10,27-103,BAL,@,KAN,W 20-10,24,81,3.38,1,1,0,0,,0,,1,6,0.0,0,0
89,2006,14,2006-12-17,27-110,BAL,,CLE,W 27-17,22,109,4.95,1,2,1,5,5.00,0,,1,6,0.0,0,0
90,2006,15,2006-12-24,27-117,BAL,@,PIT,W 31-7,24,77,3.21,1,2,2,21,10.50,0,,1,6,0.0,0,0
91,2006,16,2006-12-31,27-124,BAL,,BUF,W 19-7,20,69,3.45,0,2,1,12,12.00,0,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
92,2007,1,2007-09-09,28-011,CLE,,PIT,L 7-34,11,35,3.18,0,2,2,11,5.50,0,,0,0,0.0,0,0
93,2007,2,2007-09-16,28-018,CLE,,CIN,W 51-45,27,216,8.00,1,1,0,0,,0,,1,6,0.0,0,0
94,2007,3,2007-09-23,28-025,CLE,@,OAK,L 24-26,15,56,3.73,0,3,2,22,11.00,0,,0,0,0.0,0,0
95,2007,4,2007-09-30,28-032,CLE,,BAL,W 27-13,23,64,2.78,1,0,0,0,,0,,1,6,0.0,0,0
96,2007,5,2007-10-07,28-039,CLE,@,NWE,L 17-34,1,11,11.00,0,0,0,0,,0,,0,0,0.0,0,0
97,2007,7,2007-10-28,28-060,CLE,@,STL,W 27-20,17,61,3.59,0,1,0,0,,0,,0,0,0.0,0,0
98,2007,8,2007-11-04,28-067,CLE,,SEA,W 33-30,20,37,1.85,4,6,4,67,16.75,0,,4,24,0.0,0,0
99,2007,9,2007-11-11,28-074,CLE,@,PIT,L 28-31,16,35,2.19,0,4,3,8,2.67,0,,0,0,0.0,0,0
100,2007,10,2007-11-18,28-081,CLE,@,BAL,W 33-30,22,92,4.18,1,6,4,30,7.50,0,,1,6,0.0,0,0
101,2007,11,2007-11-25,28-088,CLE,,HOU,W 27-17,29,134,4.62,1,2,2,13,6.50,0,,1,6,0.0,0,0
102,2007,12,2007-12-02,28-095,CLE,@,ARI,L 21-27,16,62,3.88,0,3,3,24,8.00,1,,1,6,0.0,0,0
103,2007,13,2007-12-09,28-102,CLE,@,NYJ,W 24-18,21,118,5.62,1,4,3,19,6.33,1,,2,12,0.0,0,0
104,2007,14,2007-12-16,28-109,CLE,,BUF,W 8-0,33,163,4.94,0,1,1,11,11.00,0,,0,0,0.0,0,0
105,2007,15,2007-12-23,28-116,CLE,@,CIN,L 14-19,21,92,4.38,0,5,5,42,8.40,0,,0,0,0.0,0,0
106,2007,16,2007-12-30,28-123,CLE,,SFO,W 20-7,26,128,4.92,0,1,1,1,1.00,0,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
107,2008,1,2008-09-07,29-009,CLE,,DAL,L 10-28,13,62,4.77,0,1,1,14,14.00,0,,0,0,0.0,0,0
108,2008,2,2008-09-14,29-016,CLE,,PIT,L 6-10,19,38,2.00,0,3,3,28,9.33,0,,0,0,0.0,0,0
109,2008,3,2008-09-21,29-023,CLE,@,BAL,L 10-28,12,56,4.67,0,4,3,21,7.00,0,,0,0,0.0,0,0
110,2008,4,2008-09-28,29-030,CLE,@,CIN,W 20-12,25,79,3.16,1,2,2,15,7.50,0,,1,6,0.0,0,0
111,2008,5,2008-10-13,29-045,CLE,,NYG,W 35-14,21,88,4.19,1,1,1,4,4.00,0,,1,6,0.0,0,0
112,2008,6,2008-10-19,29-051,CLE,@,WAS,L 11-14,19,80,4.21,0,3,1,18,18.00,0,,0,0,0.0,0,0
113,2008,7,2008-10-26,29-058,CLE,@,JAX,W 23-17,20,81,4.05,1,2,1,7,7.00,0,,1,6,0.0,0,0
114,2008,8,2008-11-02,29-065,CLE,,BAL,L 27-37,19,49,2.58,0,1,1,13,13.00,0,,0,0,0.0,0,0
115,2008,9,2008-11-06,29-069,CLE,,DEN,L 30-34,19,60,3.16,1,2,2,24,12.00,0,,1,6,0.0,0,0
116,2008,10,2008-11-17,29-080,CLE,@,BUF,W 29-27,18,65,3.61,0,1,0,0,,0,,0,0,0.0,0,0
117,2008,11,2008-11-23,29-086,CLE,,HOU,L 6-16,10,58,5.80,0,2,2,10,5.00,0,,0,0,0.0,2,0
118,2008,12,2008-11-30,29-093,CLE,,IND,L 6-10,24,77,3.21,0,3,1,7,7.00,0,,0,0,0.0,0,0
119,2008,13,2008-12-07,29-100,CLE,@,TEN,L 9-28,7,7,1.00,0,3,2,3,1.50,0,,0,0,0.0,0,0
120,2008,14,2008-12-15,29-108,CLE,@,PHI,L 10-30,14,32,2.29,0,3,3,14,4.67,0,,0,0,0.0,0,0
121,2008,15,2008-12-21,29-114,CLE,,CIN,L 0-14,16,76,4.75,0,0,0,0,,0,,0,0,0.0,0,0
122,2008,16,2008-12-28,29-121,CLE,@,PIT,L 0-31,23,94,4.09,0,1,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
123,2009,1,2009-09-13,30-015,CLE,,MIN,L 20-34,11,57,5.18,0,3,3,47,15.67,0,,0,0,0.0,0,0
124,2009,2,2009-09-20,30-022,CLE,@,DEN,L 6-27,14,38,2.71,0,1,1,8,8.00,0,,0,0,0.0,0,0
125,2009,5,2009-10-11,30-043,CLE,@,BUF,W 6-3,31,117,3.77,0,0,0,0,,0,,0,0,0.0,0,0
126,2009,6,2009-10-18,30-050,CLE,@,PIT,L 14-27,11,21,1.91,0,5,2,15,7.50,0,,0,0,0.0,0,0
127,2009,7,2009-10-25,30-057,CLE,,GNB,L 3-31,15,47,3.13,0,0,0,0,,0,,0,0,0.0,0,0
128,2009,8,2009-11-01,30-064,CLE,@,CHI,L 6-30,16,69,4.31,0,0,0,0,,0,,0,0,0.0,0,0
129,2009,9,2009-11-16,30-079,CLE,,BAL,L 0-16,10,36,3.60,0,1,1,5,5.00,0,,0,0,0.0,0,0
130,2009,10,2009-11-22,30-085,CLE,@,DET,L 37-38,24,75,3.13,0,1,1,13,13.00,0,1,0,2,0.0,0,0
131,2009,11,2009-11-29,30-092,CLE,@,CIN,L 7-16,11,40,3.64,0,0,0,0,,0,,0,0,0.0,0,0
,,,131 Games,,,,,70-61-0,2542,10607,4.17,58,298,221,1879,8.50,4,1,62,374,0.0,2,0
