
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1998,1,1998-09-06,22-238,MIA,@,IND,W 24-15,5,28,5.60,0,2,1,5,5.00,0,3,84,28.00,0,0,0
2,1998,2,1998-09-13,22-245,MIA,,BUF,W 13-7,9,41,4.56,0,1,0,0,,0,1,41,41.00,0,0,0
3,1998,3,1998-09-20,22-252,MIA,,PIT,W 21-0,4,4,1.00,0,0,0,0,,0,1,28,28.00,0,0,0
4,1998,4,1998-10-04,22-266,MIA,@,NYJ,L 9-20,4,20,5.00,0,1,1,3,3.00,0,3,47,15.67,0,0,0
5,1998,5,1998-10-12,22-274,MIA,@,JAX,L 21-28,3,4,1.33,0,1,1,-2,-2.00,0,4,96,24.00,0,0,0
6,1998,6,1998-10-18,22-280,MIA,,STL,W 14-0,11,85,7.73,0,1,1,19,19.00,1,0,0,,0,1,6
7,1998,7,1998-10-25,22-287,MIA,,NWE,W 12-9,6,17,2.83,0,1,1,7,7.00,0,4,100,25.00,0,0,0
8,1998,8,1998-11-01,22-294,MIA,@,BUF,L 24-30,9,17,1.89,1,0,0,0,,0,6,180,30.00,0,1,6
9,1998,9,1998-11-08,22-301,MIA,,IND,W 27-14,21,99,4.71,1,2,2,19,9.50,0,2,55,27.50,0,1,6
10,1998,10,1998-11-15,22-308,MIA,@,CAR,W 13-9,12,53,4.42,0,1,0,0,,0,3,42,14.00,0,0,0
11,1998,11,1998-11-23,22-316,MIA,@,NWE,L 23-26,8,18,2.25,0,1,1,8,8.00,0,6,158,26.33,0,0,0
12,1998,12,1998-11-29,22-322,MIA,,NOR,W 30-10,14,39,2.79,0,2,0,0,,0,3,76,25.33,0,0,0
13,1998,13,1998-12-06,22-329,MIA,@,OAK,W 27-17,6,-2,-0.33,0,1,1,4,4.00,0,2,45,22.50,0,0,0
14,1998,14,1998-12-13,22-336,MIA,,NYJ,L 16-21,6,25,4.17,0,1,1,4,4.00,0,2,48,24.00,0,0,0
15,1998,15,1998-12-21,22-344,MIA,,DEN,W 31-21,11,32,2.91,0,0,0,0,,0,3,85,28.33,0,0,0
16,1998,16,1998-12-27,22-350,MIA,@,ATL,L 16-38,14,23,1.64,0,0,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
17,1999,1,1999-09-13,23-245,MIA,@,DEN,W 38-21,0,0,,0,2,0,0,,0,2,55,27.50,0,0,0
18,1999,5,1999-10-10,23-272,DEN,@,OAK,W 16-13,,,,,,,,,,,,,,,
19,1999,6,1999-10-17,23-279,DEN,,GNB,W 31-10,2,6,3.00,0,2,1,11,11.00,0,2,30,15.00,0,0,0
20,1999,7,1999-10-24,23-286,DEN,@,NWE,L 23-24,2,13,6.50,0,4,3,13,4.33,0,5,107,21.40,0,0,0
21,1999,9,1999-11-07,23-300,DEN,@,SDG,W 33-17,,,,,1,,,,,,,,,,
22,1999,10,1999-11-14,23-307,DEN,@,SEA,L 17-20,1,2,2.00,0,0,0,0,,0,0,0,,0,0,0
23,1999,15,1999-12-25,23-348,DEN,@,DET,W 17-7,,,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
24,2003,1,2003-09-07,27-239,MIN,@,GNB,W 30-25,0,0,,0,2,1,11,11.00,1,2,47,23.50,0,1,6
25,2003,2,2003-09-14,27-246,MIN,,CHI,W 24-13,0,0,,0,1,1,13,13.00,0,3,78,26.00,0,0,0
26,2003,3,2003-09-21,27-253,MIN,@,DET,W 23-13,0,0,,0,1,0,0,,0,1,48,48.00,0,0,0
27,2003,4,2003-09-28,27-260,MIN,,SFO,W 35-7,1,0,0.00,0,0,0,0,,0,2,35,17.50,0,0,0
28,2003,5,2003-10-05,27-267,MIN,@,ATL,W 39-26,0,0,,0,0,0,0,,0,4,52,13.00,0,0,0
29,2003,6,2003-10-19,27-281,MIN,,DEN,W 28-20,0,0,,0,0,0,0,,0,4,86,21.50,0,0,0
,,,29 Games,,,,,21-8-0,149,524,3.52,2,28,16,115,7.19,2,68,1623,23.87,0,4,24
