
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1987,1,1987-09-13,23-232,WAS,,PHI,W 34-24,0,0,,0,,0,0,,0,,
2,1987,2,1987-09-20,23-239,WAS,@,ATL,L 20-21,0,0,,0,,0,0,,0,,
3,1987,7,1987-11-01,23-281,WAS,@,BUF,W 27-7,7,54,7.71,0,,0,0,,0,0,0
4,1987,9,1987-11-15,23-295,WAS,,DET,W 20-13,8,22,2.75,0,,0,0,,0,0,0
5,1987,13,1987-12-13,23-323,WAS,,DAL,W 24-20,0,0,,0,,0,0,,0,,
6,1987,14,1987-12-20,23-330,WAS,@,MIA,L 21-23,11,46,4.18,0,,1,-2,-2.00,0,0,0
7,1987,15,1987-12-26,23-336,WAS,@,MIN,W 27-24,3,4,1.33,0,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
8,1988,1,1988-09-05,24-225,WAS,@,NYG,L 20-27,20,100,5.00,0,,4,31,7.75,0,0,0
9,1988,2,1988-09-11,24-231,WAS,,PIT,W 30-29,15,58,3.87,0,,1,2,2.00,0,0,0
10,1988,3,1988-09-18,24-238,WAS,,PHI,W 17-10,31,107,3.45,1,,0,0,,0,1,6
11,1988,4,1988-09-25,24-245,WAS,@,PHO,L 21-30,18,54,3.00,0,,0,0,,0,0,0
12,1988,5,1988-10-02,24-252,WAS,,NYG,L 23-24,11,12,1.09,1,,0,0,,0,1,6
13,1988,6,1988-10-09,24-259,WAS,@,DAL,W 35-17,8,26,3.25,0,,0,0,,0,0,0
14,1988,7,1988-10-16,24-266,WAS,,PHO,W 33-17,3,7,2.33,0,,0,0,,0,0,0
15,1988,8,1988-10-23,24-273,WAS,@,GNB,W 20-17,6,22,3.67,0,,1,10,10.00,0,0,0
16,1988,9,1988-10-30,24-280,WAS,@,HOU,L 17-41,2,1,0.50,1,,0,0,,0,1,6
17,1988,10,1988-11-06,24-287,WAS,,NOR,W 27-24,25,71,2.84,0,,1,5,5.00,0,0,0
18,1988,11,1988-11-13,24-294,WAS,,CHI,L 14-34,4,6,1.50,0,,1,5,5.00,0,0,0
19,1988,12,1988-11-21,24-302,WAS,@,SFO,L 21-37,12,6,0.50,0,,0,0,,0,0,0
20,1988,13,1988-11-27,24-308,WAS,,CLE,L 13-17,0,0,,0,,0,0,,0,,
21,1988,15,1988-12-11,24-322,WAS,,DAL,L 17-24,0,0,,0,,0,0,,0,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
22,1990,1,1990-09-09,26-228,DAL,,SDG,W 17-14,6,6,1.00,0,,0,0,,0,0,0
,,,22 Games,,,,,12-10-0,190,602,3.17,3,,9,51,5.67,0,3,18
