
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Pnt,Yds,Y/P,Blck
1,1974,1,1974-09-15,24-205,PHI,@,STL,L 3-7,0,0,,0,7,277,39.57,0
2,1974,2,1974-09-23,24-213,PHI,,DAL,W 13-10,0,0,,0,8,286,35.75,0
3,1974,3,1974-09-29,24-219,PHI,,BAL,W 30-10,0,0,,0,4,164,41.00,0
4,1974,4,1974-10-06,24-226,PHI,@,SDG,W 13-7,0,0,,0,9,329,36.56,0
5,1974,5,1974-10-13,24-233,PHI,,NYG,W 35-7,0,0,,0,3,112,37.33,0
6,1974,6,1974-10-20,24-240,PHI,@,DAL,L 24-31,0,0,,0,5,151,30.20,0
7,1974,7,1974-10-27,24-247,PHI,@,NOR,L 10-14,0,0,,0,5,208,41.60,0
8,1974,8,1974-11-03,24-254,PHI,@,PIT,L 0-27,0,0,,0,7,351,50.14,0
9,1974,9,1974-11-10,24-261,PHI,,WAS,L 20-27,0,0,,0,9,297,33.00,1
10,1974,10,1974-11-17,24-268,PHI,,STL,L 3-13,0,0,,0,7,213,30.43,0
11,1974,11,1974-11-24,24-275,PHI,@,WAS,L 7-26,0,0,,0,4,144,36.00,0
12,1974,12,1974-12-01,24-282,PHI,,GNB,W 36-14,0,0,,0,9,308,34.22,0
13,1974,13,1974-12-08,24-289,PHI,@,NYG,W 20-7,1,2,2.00,0,3,42,14.00,1
14,1974,14,1974-12-15,24-296,PHI,,DET,W 28-17,0,0,,0,2,77,38.50,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Pnt,Yds,Y/P,Blck
15,1975,1,1975-09-21,25-211,PHI,,NYG,L 14-23,0,0,,0,9,284,31.56,0
16,1975,2,1975-09-28,25-218,PHI,@,CHI,L 13-15,0,0,,0,6,205,34.17,0
,,,16 Games,,,,,7-9-0,1,2,2.00,0,97,3448,35.55,2
