
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2011,1,2011-09-11,24-081,IND,@,HOU,L 7-34,7,25,3.57,0,0,0,0,,0,0,0,0.0,0,0
2,2011,2,2011-09-18,24-088,IND,,CLE,L 19-27,11,46,4.18,0,0,0,0,,0,0,0,0.0,0,0
3,2011,3,2011-09-25,24-095,IND,,PIT,L 20-23,4,11,2.75,0,1,0,0,,0,0,0,0.0,0,0
4,2011,4,2011-10-03,24-103,IND,@,TAM,L 17-24,7,21,3.00,0,0,0,0,,0,0,0,0.0,0,0
5,2011,5,2011-10-09,24-109,IND,,KAN,L 24-28,12,22,1.83,1,3,2,12,6.00,0,1,6,0.0,0,0
6,2011,6,2011-10-16,24-116,IND,@,CIN,L 17-27,14,45,3.21,0,1,0,0,,0,0,0,0.0,0,0
7,2011,7,2011-10-23,24-123,IND,@,NOR,L 7-62,10,89,8.90,1,0,0,0,,0,1,6,0.0,0,0
8,2011,8,2011-10-30,24-130,IND,@,TEN,L 10-27,9,46,5.11,0,2,2,1,0.50,0,0,0,0.0,0,0
9,2011,9,2011-11-06,24-137,IND,,ATL,L 7-31,4,8,2.00,0,0,0,0,,0,0,0,0.0,0,1
10,2011,10,2011-11-13,24-144,IND,,JAX,L 3-17,6,14,2.33,0,0,0,0,,0,0,0,0.0,0,0
11,2011,11,2011-11-27,24-158,IND,,CAR,L 19-27,,,,,,,,,,,,,,
12,2011,12,2011-12-04,24-165,IND,@,NWE,L 24-31,3,20,6.67,0,0,0,0,,0,0,0,0.0,0,0
13,2011,13,2011-12-11,24-172,IND,@,BAL,L 10-24,5,6,1.20,0,0,0,0,,0,0,0,0.0,0,0
14,2011,14,2011-12-18,24-179,IND,,TEN,W 27-13,3,19,6.33,0,0,0,0,,0,0,0,0.0,0,0
15,2011,15,2011-12-22,24-183,IND,,HOU,W 19-16,1,-1,-1.00,0,0,0,0,,0,0,0,0.0,0,0
16,2011,16,2012-01-01,24-193,IND,@,JAX,L 13-19,5,6,1.20,0,1,1,5,5.00,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
17,2012,4,2012-10-07,25-107,IND,,GNB,W 30-27,,,,,,,,,,,,,,
18,2012,5,2012-10-14,25-114,IND,@,NYJ,L 9-35,4,13,3.25,0,0,0,0,,0,0,0,0.0,0,0
19,2012,6,2012-10-21,25-121,IND,,CLE,W 17-13,11,41,3.73,0,1,0,0,,0,0,0,0.0,0,0
20,2012,7,2012-10-28,25-128,IND,@,TEN,W 19-13,2,8,4.00,1,0,0,0,,0,1,6,0.0,0,0
21,2012,8,2012-11-04,25-135,IND,,MIA,W 23-20,8,31,3.88,0,0,0,0,,0,0,0,0.0,0,0
22,2012,9,2012-11-08,25-139,IND,@,JAX,W 27-10,2,7,3.50,0,0,0,0,,0,0,0,0.0,0,0
23,2012,10,2012-11-18,25-149,IND,@,NWE,L 24-59,2,21,10.50,1,0,0,0,,0,1,6,0.0,0,0
24,2012,11,2012-11-25,25-156,IND,,BUF,W 20-13,0,0,,0,,0,0,,0,0,0,0.0,0,0
25,2012,12,2012-12-02,25-163,IND,@,DET,W 35-33,,,,,,,,,,,,,,
26,2012,13,2012-12-09,25-170,IND,,TEN,W 27-23,3,1,0.33,1,1,1,13,13.00,0,1,6,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
27,2013,14,2013-12-15,26-176,JAX,,BUF,L 20-27,,,,,,,,,,,,,,
,,,27 Games,,,,,10-17-0,133,499,3.75,5,10,6,31,5.17,0,5,30,0.0,0,1
