
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1990,1,1990-09-09,23-154,PHO,@,WAS,L 0-31,5,2,0.40,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
2,1990,2,1990-09-16,23-161,PHO,@,PHI,W 23-21,3,6,2.00,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
3,1990,3,1990-09-23,23-168,PHO,@,NOR,L 7-28,1,0,0.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
4,1990,4,1990-09-30,23-175,PHO,,WAS,L 10-38,2,6,3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
5,1990,5,1990-10-14,23-189,PHO,,DAL,W 20-3,13,41,3.15,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
6,1990,6,1990-10-21,23-196,PHO,@,NYG,L 19-20,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,
7,1990,7,1990-10-28,23-203,PHO,,CHI,L 21-31,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,
8,1990,9,1990-11-11,23-217,PHO,@,BUF,L 14-45,6,21,3.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
9,1990,10,1990-11-18,23-224,PHO,,GNB,L 21-24,3,6,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
10,1990,11,1990-11-25,23-231,PHO,,NWE,W 34-14,28,136,4.86,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
11,1990,12,1990-12-02,23-238,PHO,,IND,W 20-17,18,74,4.11,0,,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
12,1990,13,1990-12-09,23-245,PHO,@,ATL,W 24-13,26,96,3.69,1,,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
13,1990,14,1990-12-16,23-252,PHO,@,DAL,L 10-41,1,2,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
14,1991,1,1991-09-01,24-146,PHO,@,RAM,W 24-14,29,60,2.07,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
15,1991,2,1991-09-08,24-153,PHO,@,PHI,W 26-10,8,16,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
16,1991,3,1991-09-15,24-160,PHO,@,WAS,L 0-34,5,17,3.40,0,,2,11,5.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
17,1991,4,1991-09-22,24-167,PHO,,DAL,L 9-17,4,6,1.50,0,,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
18,1991,5,1991-09-29,24-174,PHO,,NWE,W 24-10,26,98,3.77,0,,2,13,6.50,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
19,1991,6,1991-10-06,24-181,PHO,@,NYG,L 9-20,5,20,4.00,0,,1,14,14.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
20,1991,7,1991-10-13,24-188,PHO,@,MIN,L 7-34,4,7,1.75,1,,1,13,13.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
21,1991,8,1991-10-20,24-195,PHO,,ATL,W 16-10,8,46,5.75,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
22,1991,9,1991-10-27,24-202,PHO,,MIN,L 0-28,6,26,4.33,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
23,1991,10,1991-11-03,24-209,PHO,@,DAL,L 7-27,1,0,0.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
24,1991,11,1991-11-10,24-216,PHO,,NYG,L 14-21,3,3,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
25,1991,12,1991-11-17,24-223,PHO,@,SFO,L 10-14,3,6,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
26,1991,13,1991-11-24,24-230,PHO,,PHI,L 14-34,10,35,3.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
27,1991,14,1991-12-08,24-244,PHO,,WAS,L 14-20,1,1,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
28,1991,15,1991-12-15,24-251,PHO,@,DEN,L 19-24,6,7,1.17,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
29,1991,16,1991-12-22,24-258,PHO,,NOR,L 3-27,7,28,4.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
30,1992,1,1992-09-06,25-151,PHO,@,TAM,L 7-23,8,8,1.00,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
31,1992,7,1992-10-18,25-193,RAM,,NYG,W 38-17,0,0,,0,,0,0,,0,,,,,,,,,,0,0,,0,,
32,1992,10,1992-11-15,25-221,RAM,@,DAL,W 27-23,1,2,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
33,1992,12,1992-11-29,25-235,RAM,,MIN,L 17-31,8,51,6.38,0,1,1,-1,-1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
34,1992,13,1992-12-06,25-242,RAM,@,TAM,W 31-27,0,0,,0,1,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
35,1992,14,1992-12-13,25-249,RAM,,NOR,L 14-37,2,4,2.00,0,4,3,5,1.67,0,0,0,,0,0,0,,,,0,0,,0,0,0
36,1992,15,1992-12-20,25-256,RAM,@,GNB,L 13-28,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,4,34,8.50,0,0,0
37,1992,16,1992-12-27,25-263,RAM,,ATL,W 38-27,0,0,,0,,0,0,,0,,,,,,,,,,0,0,,0,,
,,,37 Games,,,,,13-24-0,251,831,3.31,6,6,14,74,5.29,0,0,1,0.00,0,0,0,39.6,0.00,0.00,4,34,8.50,0,6,36
