
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1969,4,1969-10-12,22-306,CHI,,MIN,L 0-31,1,3,3.00,0,,0,0,,0,0,0,,0
2,1969,5,1969-10-19,22-313,CHI,@,DET,L 7-13,9,27,3.00,0,,1,2,2.00,0,0,0,,0
3,1969,8,1969-11-09,22-334,CHI,,PIT,W 38-7,1,4,4.00,0,,0,0,,0,0,0,,0
4,1969,9,1969-11-16,22-341,CHI,@,ATL,L 31-48,3,12,4.00,0,,0,0,,0,0,0,,0
5,1969,11,1969-11-30,22-355,CHI,,CLE,L 24-28,1,6,6.00,0,,0,0,,0,0,0,,0
6,1969,12,1969-12-06,22-361,CHI,@,SFO,L 21-42,0,0,,0,,1,6,6.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
7,1970,4,1970-10-11,23-305,CHI,,MIN,L 0-24,3,14,4.67,0,,2,12,6.00,0,1,21,21.00,0
8,1970,5,1970-10-18,23-312,CHI,,SDG,L 7-20,5,17,3.40,0,,2,3,1.50,0,0,0,,0
9,1970,6,1970-10-25,23-319,CHI,,DET,L 10-16,2,5,2.50,0,,0,0,,0,0,0,,0
10,1970,7,1970-11-01,23-326,CHI,@,ATL,W 23-14,5,12,2.40,0,,0,0,,0,0,0,,0
11,1970,8,1970-11-08,23-333,CHI,,SFO,L 16-37,11,42,3.82,0,,0,0,,0,0,0,,0
12,1970,9,1970-11-15,23-340,CHI,@,GNB,L 19-20,19,70,3.68,0,,1,17,17.00,0,0,0,,0
13,1970,10,1970-11-22,23-347,CHI,,BUF,W 31-13,1,3,3.00,0,,0,0,,0,0,0,,0
14,1970,11,1970-11-29,23-354,CHI,@,BAL,L 20-21,1,1,1.00,0,,3,4,1.33,0,0,0,,0
15,1970,12,1970-12-05,23-360,CHI,@,MIN,L 13-16,0,0,,0,,0,0,,0,2,27,13.50,0
16,1970,13,1970-12-13,24-003,CHI,,GNB,W 35-17,6,0,0.00,0,,2,8,4.00,0,1,21,21.00,0
17,1970,14,1970-12-20,24-010,CHI,@,NOR,W 24-3,9,65,7.22,0,,4,31,7.75,0,0,0,,0
,,,17 Games,,,,,5-12-0,77,281,3.65,0,,16,83,5.19,0,4,69,17.25,0
