
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1977,1,1977-09-18,22-172,KAN,@,NWE,L 17-21,19,88,4.63,1,,1,10,10.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
2,1977,2,1977-09-25,22-179,KAN,,SDG,L 7-23,13,26,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
3,1977,3,1977-10-03,22-187,KAN,,OAK,L 28-37,12,119,9.92,0,,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
4,1977,4,1977-10-09,22-193,KAN,@,DEN,L 7-23,3,4,1.33,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
5,1977,5,1977-10-16,22-200,KAN,,BAL,L 6-17,16,69,4.31,0,,2,15,7.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
6,1977,6,1977-10-23,22-207,KAN,@,SDG,W 21-16,22,68,3.09,1,,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
7,1977,7,1977-10-30,22-214,KAN,@,CLE,L 7-44,7,18,2.57,0,,1,12,12.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
8,1977,8,1977-11-06,22-221,KAN,,GNB,W 20-10,8,23,2.88,0,,0,0,,0,0,0,,0,0,0,,,,1,39,39.00,0,0,0
9,1977,9,1977-11-13,22-228,KAN,@,CHI,L 27-28,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,18,18.00,0,0,0
10,1977,10,1977-11-20,22-235,KAN,,DEN,L 7-14,3,9,3.00,0,,0,0,,0,0,0,,0,0,0,,,,1,19,19.00,0,0,0
11,1977,11,1977-11-27,22-242,KAN,@,HOU,L 20-34,8,20,2.50,0,,4,39,9.75,0,0,0,,0,0,0,,,,2,21,10.50,0,0,0
12,1977,12,1977-12-04,22-249,KAN,,CIN,L 7-27,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,20,20.00,0,0,0
13,1977,13,1977-12-11,22-256,KAN,,SEA,L 31-34,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,4,97,24.25,0,0,0
14,1977,14,1977-12-18,22-263,KAN,@,OAK,L 20-21,15,61,4.07,0,,2,33,16.50,0,0,0,,0,0,0,,,,1,25,25.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
15,1978,1,1978-09-03,23-157,KAN,@,CIN,W 24-23,13,32,2.46,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
16,1978,2,1978-09-10,23-164,KAN,,HOU,L 17-20,16,141,8.81,1,,4,31,7.75,0,0,0,,0,0,0,,,,0,0,,0,1,6
17,1978,3,1978-09-17,23-171,KAN,@,NYG,L 10-26,14,114,8.14,0,,3,34,11.33,0,0,0,,0,0,0,,,,0,0,,0,0,0
18,1978,4,1978-09-24,23-178,KAN,,DEN,L 17-23,17,79,4.65,1,,4,53,13.25,0,0,0,,0,0,0,,,,0,0,,0,1,6
19,1978,5,1978-10-01,23-185,KAN,@,BUF,L 13-28,9,29,3.22,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
20,1978,6,1978-10-08,23-192,KAN,,TAM,L 13-30,12,42,3.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
21,1978,7,1978-10-15,23-199,KAN,@,OAK,L 6-28,12,49,4.08,0,,7,91,13.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
22,1978,8,1978-10-22,23-206,KAN,,CLE,W 17-3,14,97,6.93,0,,1,2,2.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
23,1978,9,1978-10-29,23-213,KAN,@,PIT,L 24-27,6,19,3.17,1,,6,64,10.67,0,0,0,,0,0,0,,,,0,0,,0,1,6
24,1978,10,1978-11-05,23-220,KAN,,OAK,L 10-20,10,29,2.90,0,,4,38,9.50,1,0,0,,0,0,0,,,,0,0,,0,1,6
25,1978,11,1978-11-12,23-227,KAN,@,SDG,L 23-29,13,42,3.23,0,,9,91,10.11,0,0,0,,0,0,0,,,,0,0,,0,0,0
26,1978,12,1978-11-19,23-234,KAN,,SEA,L 10-13,15,50,3.33,0,,3,9,3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
27,1978,13,1978-11-26,23-241,KAN,,SDG,W 23-0,15,68,4.53,0,,2,26,13.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
28,1978,14,1978-12-03,23-248,KAN,,BUF,W 14-10,16,97,6.06,0,,2,22,11.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
29,1978,15,1978-12-10,23-255,KAN,@,DEN,L 3-24,13,44,3.38,0,,3,22,7.33,0,0,0,,0,0,0,,,,0,0,,0,0,0
30,1978,16,1978-12-17,23-262,KAN,@,SEA,L 19-23,11,121,11.00,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
31,1979,1,1979-09-02,24-156,KAN,,BAL,W 14-0,11,45,4.09,0,,2,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
32,1979,2,1979-09-09,24-163,KAN,,CLE,L 24-27,12,37,3.08,1,,3,17,5.67,0,0,0,,0,0,0,,,,0,0,,0,1,6
33,1979,3,1979-09-16,24-170,KAN,@,HOU,L 6-20,11,50,4.55,0,,3,37,12.33,0,0,0,,0,0,0,,,,0,0,,0,0,0
34,1979,4,1979-09-23,24-177,KAN,,OAK,W 35-7,10,49,4.90,0,,2,19,9.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
35,1979,5,1979-09-30,24-184,KAN,@,SEA,W 24-6,5,8,1.60,0,,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
36,1979,6,1979-10-07,24-191,KAN,@,CIN,W 10-7,6,33,5.50,0,,3,76,25.33,0,0,0,,0,0,0,,,,0,0,,0,0,0
37,1979,7,1979-10-14,24-198,KAN,,DEN,L 10-24,11,16,1.45,0,,6,36,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
38,1979,8,1979-10-21,24-205,KAN,,NYG,L 17-21,20,106,5.30,0,,8,103,12.88,0,0,0,,0,0,0,,,,0,0,,0,0,0
39,1979,9,1979-10-28,24-212,KAN,@,DEN,L 3-20,10,41,4.10,0,,3,24,8.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
40,1979,10,1979-11-04,24-219,KAN,,SDG,L 14-20,11,47,4.27,0,,2,22,11.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
41,1979,11,1979-11-11,24-226,KAN,,PIT,L 3-30,6,14,2.33,0,,1,13,13.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
42,1980,1,1980-09-07,25-161,KAN,,OAK,L 14-27,10,12,1.20,0,,3,28,9.33,0,0,0,,0,0,0,,,,0,0,,0,0,0
