
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
1,1988,1,1988-09-04,24-195,SEA,@,DEN,W 21-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
2,1988,2,1988-09-11,24-202,SEA,,KAN,W 31-10,0,0,,0,,0,0,,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0
3,1988,3,1988-09-18,24-209,SEA,@,SDG,L 6-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
4,1988,4,1988-09-25,24-216,SEA,,SFO,L 7-38,0,0,,0,,2,23,11.50,0,0,0,,0,0,0,,,,0,0
5,1988,5,1988-10-02,24-223,SEA,@,ATL,W 31-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
6,1988,6,1988-10-09,24-230,SEA,@,CLE,W 16-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
7,1988,7,1988-10-16,24-237,SEA,,NOR,L 19-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
8,1988,8,1988-10-23,24-244,SEA,@,RAM,L 10-31,1,2,2.00,0,,1,8,8.00,0,0,0,,0,0,0,,,,0,0
9,1988,9,1988-10-30,24-251,SEA,,SDG,W 17-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
10,1988,10,1988-11-06,24-258,SEA,,BUF,L 3-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
11,1988,11,1988-11-13,24-265,SEA,,HOU,W 27-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
12,1988,12,1988-11-20,24-272,SEA,@,KAN,L 24-27,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
13,1988,13,1988-11-28,24-280,SEA,,RAI,W 35-27,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
14,1988,14,1988-12-04,24-286,SEA,@,NWE,L 7-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
15,1988,15,1988-12-11,24-293,SEA,,DEN,W 42-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
16,1988,16,1988-12-18,24-300,SEA,@,RAI,W 43-37,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
17,1989,8,1989-10-29,25-249,KAN,@,PIT,L 17-23,0,0,,0,,,,,,,,,,,,,,,,
18,1989,9,1989-11-05,25-256,KAN,,SEA,W 20-10,0,0,,0,,,,,,,,,,,,,,,,
19,1989,10,1989-11-12,25-263,KAN,,DEN,L 13-16,0,0,,0,,,,,,,,,,,,,,,,
20,1989,11,1989-11-19,25-270,KAN,@,CLE,T 10-10,0,0,,0,,,,,,,,,,,,,,,,
21,1989,12,1989-11-26,25-277,KAN,,HOU,W 34-0,1,3,3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
22,1989,13,1989-12-03,25-284,KAN,,MIA,W 26-21,0,0,,0,,,,,,,,,,,,,,,,
23,1989,14,1989-12-10,25-291,KAN,@,GNB,W 21-3,0,0,,0,,,,,,,,,,,,,,,,
24,1989,15,1989-12-17,25-298,KAN,,SDG,L 13-20,0,0,,0,,,,,,,,,,,,,,,,
25,1989,16,1989-12-24,25-305,KAN,@,MIA,W 27-24,0,0,,0,,,,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
26,1990,1,1990-09-09,26-199,DAL,,SDG,W 17-14,13,59,4.54,0,,4,50,12.50,0,0,0,,0,0,0,,,,0,0
27,1990,2,1990-09-16,26-206,DAL,,NYG,L 7-28,3,5,1.67,0,,3,16,5.33,0,0,0,,0,0,0,,,,0,0
28,1990,3,1990-09-23,26-213,DAL,@,WAS,L 15-19,0,0,,0,,0,0,,0,,,,,,,,,,,
29,1990,4,1990-09-30,26-220,DAL,@,NYG,L 17-31,0,0,,0,,0,0,,0,,,,,,,,,,,
30,1990,5,1990-10-07,26-227,DAL,,TAM,W 14-10,1,4,4.00,0,,2,48,24.00,0,0,0,,0,0,0,,,,0,0
31,1990,6,1990-10-14,26-234,DAL,@,PHO,L 3-20,2,7,3.50,0,,1,-1,-1.00,0,0,0,,0,0,0,,,,0,0
32,1990,7,1990-10-21,26-241,DAL,@,TAM,W 17-13,3,6,2.00,0,,1,14,14.00,0,0,0,,0,0,0,,,,0,0
33,1990,8,1990-10-28,26-248,DAL,,PHI,L 20-21,6,54,9.00,0,,5,36,7.20,0,0,0,,0,0,0,,,,0,0
34,1990,9,1990-11-04,26-255,DAL,@,NYJ,L 9-24,4,15,3.75,0,,3,21,7.00,0,0,0,,0,0,0,,,,0,0
35,1990,10,1990-11-11,26-262,DAL,,SFO,L 6-24,3,3,1.00,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0
