
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1976,1,1976-09-12,23-193,NYJ,@,CLE,L 17-38,0,0,,0,,4,18,4.50,0,0,0,,0,0,0,,,,1,28,28.00,0,0,0,,0,0,0
2,1976,2,1976-09-19,23-200,NYJ,@,DEN,L 3-46,4,7,1.75,0,,0,0,,0,0,0,,0,0,0,,,,3,82,27.33,0,1,0,0.00,0,0,0
3,1976,3,1976-09-26,23-207,NYJ,@,MIA,L 0-16,1,8,8.00,0,,1,0,0.00,0,0,0,,0,0,0,,,,3,80,26.67,0,2,26,13.00,0,0,0
4,1976,4,1976-10-03,23-214,NYJ,@,SFO,L 6-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,2,46,23.00,0,1,25,25.00,0,0,0
5,1976,5,1976-10-10,23-221,NYJ,,BUF,W 17-14,4,44,11.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,11,11.00,0,0,0
6,1976,6,1976-10-18,23-229,NYJ,@,NWE,L 7-41,5,9,1.80,0,,4,52,13.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
7,1976,7,1976-10-24,23-235,NYJ,,BAL,L 0-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,3,65,21.67,0,2,11,5.50,0,0,0
8,1976,8,1976-10-31,23-242,NYJ,@,BUF,W 19-14,4,1,0.25,0,,2,44,22.00,0,0,0,,0,0,0,,,,0,0,,0,3,36,12.00,0,0,0
9,1976,10,1976-11-14,23-256,NYJ,,TAM,W 34-0,1,-5,-5.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,5,5.00,0,0,0
10,1976,11,1976-11-21,23-263,NYJ,,NWE,L 24-38,3,26,8.67,0,,3,24,8.00,0,0,0,,0,0,0,,,,1,0,0.00,0,1,3,3.00,0,0,0
11,1976,12,1976-11-28,23-270,NYJ,@,BAL,L 16-33,5,11,2.20,0,,0,0,,0,0,0,,0,0,0,,,,1,19,19.00,0,0,0,,0,0,0
12,1976,13,1976-12-05,23-277,NYJ,,WAS,L 16-37,5,28,5.60,1,,1,7,7.00,0,0,0,,0,0,0,,,,3,61,20.33,0,0,0,,0,1,6
13,1976,14,1976-12-12,23-284,NYJ,,CIN,L 3-42,7,21,3.00,0,,0,0,,0,0,0,,0,0,0,,,,6,146,24.33,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
14,1978,10,1978-11-05,25-247,PHI,,GNB,W 10-3,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,2,47,23.50,0,0,0,,0,0,0
15,1978,11,1978-11-12,25-254,PHI,,NYJ,W 17-9,3,6,2.00,0,,0,0,,0,0,0,,0,0,0,,,,2,52,26.00,0,0,0,,0,0,0
