
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1976,1,1976-09-12,21-316,PHI,@,DAL,L 7-27,7,37,5.29,0,,1,7,7.00,0,0,0
2,1976,2,1976-09-19,21-323,PHI,,NYG,W 20-7,19,93,4.89,0,,3,10,3.33,0,0,0
3,1976,3,1976-09-27,21-331,PHI,,WAS,L 17-20,22,100,4.55,0,,0,0,,0,0,0
4,1976,4,1976-10-03,21-337,PHI,@,ATL,W 14-13,9,45,5.00,0,,1,10,10.00,0,0,0
5,1976,11,1976-11-21,22-020,PHI,,OAK,L 7-26,14,55,3.93,0,,1,18,18.00,0,0,0
6,1976,12,1976-11-28,22-027,PHI,@,WAS,L 0-24,17,59,3.47,0,,5,27,5.40,0,0,0
7,1976,13,1976-12-05,22-034,PHI,,DAL,L 7-26,16,68,4.25,0,,3,10,3.33,0,0,0
8,1976,14,1976-12-12,22-041,PHI,,SEA,W 27-10,19,104,5.47,0,,1,7,7.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
9,1977,1,1977-09-18,22-321,PHI,,TAM,W 13-3,11,49,4.45,0,,2,2,1.00,0,0,0
10,1977,2,1977-09-25,22-328,PHI,@,RAM,L 0-20,8,5,0.63,0,,4,3,0.75,0,0,0
11,1977,3,1977-10-02,22-335,PHI,@,DET,L 13-17,20,67,3.35,0,,0,0,,0,0,0
12,1977,4,1977-10-09,22-342,PHI,@,NYG,W 28-10,12,33,2.75,0,,1,9,9.00,0,0,0
13,1977,5,1977-10-16,22-349,PHI,,STL,L 17-21,15,89,5.93,0,,4,16,4.00,0,0,0
14,1977,6,1977-10-23,22-356,PHI,,DAL,L 10-16,16,48,3.00,0,,1,5,5.00,0,0,0
15,1977,7,1977-10-30,22-363,PHI,@,WAS,L 17-23,2,8,4.00,0,,0,0,,0,0,0
16,1977,9,1977-11-13,23-012,PHI,,WAS,L 14-17,21,93,4.43,0,,1,5,5.00,0,0,0
17,1977,11,1977-11-27,23-026,PHI,@,NWE,L 6-14,13,34,2.62,0,,2,14,7.00,0,0,0
18,1977,12,1977-12-04,23-033,PHI,@,DAL,L 14-24,6,25,4.17,0,,3,59,19.67,1,1,6
19,1977,13,1977-12-11,23-040,PHI,,NYG,W 17-14,14,43,3.07,0,,1,5,5.00,0,0,0
20,1977,14,1977-12-18,23-047,PHI,,NYJ,W 27-0,17,52,3.06,0,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
21,1978,1,1978-09-03,23-306,PHI,,RAM,L 14-16,8,37,4.63,0,,2,12,6.00,0,0,0
22,1978,2,1978-09-10,23-313,PHI,@,WAS,L 30-35,8,35,4.38,0,,3,5,1.67,0,0,0
23,1978,3,1978-09-17,23-320,PHI,@,NOR,W 24-17,10,45,4.50,0,,1,2,2.00,0,0,0
24,1978,4,1978-09-24,23-327,PHI,,MIA,W 17-3,16,72,4.50,1,,3,17,5.67,1,2,12
25,1978,5,1978-10-01,23-334,PHI,@,BAL,W 17-14,10,59,5.90,0,,2,13,6.50,0,0,0
26,1978,6,1978-10-08,23-341,PHI,@,NWE,L 14-24,6,21,3.50,0,,7,47,6.71,0,0,0
27,1978,7,1978-10-15,23-348,PHI,,WAS,W 17-10,11,39,3.55,0,,2,-2,-1.00,0,0,0
28,1978,8,1978-10-22,23-355,PHI,@,DAL,L 7-14,6,33,5.50,0,,0,0,,0,0,0
29,1978,11,1978-11-12,24-011,PHI,,NYJ,W 17-9,9,26,2.89,0,,4,22,5.50,0,0,0
30,1978,12,1978-11-19,24-018,PHI,@,NYG,W 19-17,14,28,2.00,1,,4,22,5.50,0,1,6
31,1978,13,1978-11-26,24-025,PHI,@,STL,W 14-10,7,34,4.86,1,,1,16,16.00,0,1,6
32,1978,14,1978-12-03,24-032,PHI,@,MIN,L 27-28,10,46,4.60,0,,2,10,5.00,0,0,0
33,1978,15,1978-12-10,24-039,PHI,,DAL,L 13-31,8,32,4.00,1,,0,0,,0,1,6
34,1978,16,1978-12-17,24-046,PHI,,NYG,W 20-3,22,100,4.55,0,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
35,1979,1,1979-09-02,24-305,SFO,@,MIN,L 22-28,6,23,3.83,0,,7,39,5.57,0,0,0
36,1979,2,1979-09-09,24-312,SFO,,DAL,L 13-21,3,8,2.67,0,,2,26,13.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
37,1980,1,1980-09-07,25-311,NYG,@,STL,W 41-35,8,20,2.50,0,,1,10,10.00,0,0,0
38,1980,2,1980-09-14,25-318,NYG,,WAS,L 21-23,4,-1,-0.25,1,,1,7,7.00,0,1,6
39,1980,3,1980-09-22,25-326,NYG,@,PHI,L 3-35,9,26,2.89,0,,2,20,10.00,0,0,0
40,1980,4,1980-09-28,25-332,NYG,,RAM,L 7-28,1,1,1.00,0,,1,9,9.00,0,0,0
41,1980,9,1980-11-02,26-001,PHI,@,SEA,W 27-20,3,21,7.00,0,,0,0,,0,0,0
42,1980,10,1980-11-09,26-008,PHI,@,NOR,W 34-21,3,7,2.33,1,,0,0,,0,1,6
43,1980,11,1980-11-16,26-015,PHI,@,WAS,W 24-0,6,16,2.67,0,,0,0,,0,0,0
,,,43 Games,,,,,19-24-0,466,1835,3.94,6,,79,482,6.10,2,8,48
