
30,1984,1,1984-09-02,25-133,NYJ,@,IND,W 23-14,29,112,3.86,0,,1,5,5.00,0,0,0,,0,0,0,,,,0,0
31,1984,2,1984-09-06,25-137,NYJ,,PIT,L 17-23,12,30,2.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0
32,1984,3,1984-09-16,25-147,NYJ,,CIN,W 43-23,26,150,5.77,2,,2,32,16.00,0,0,0,,0,0,0,,,,2,12
33,1984,4,1984-09-23,25-154,NYJ,@,BUF,W 28-26,24,112,4.67,0,,2,17,8.50,0,0,0,,0,0,0,,,,0,0
34,1984,5,1984-09-30,25-161,NYJ,,NWE,L 21-28,13,36,2.77,0,,2,12,6.00,0,0,0,,0,0,0,,,,0,0
35,1984,6,1984-10-07,25-168,NYJ,@,KAN,W 17-16,19,107,5.63,0,,2,20,10.00,0,0,0,,0,0,0,,,,0,0
36,1984,7,1984-10-14,25-175,NYJ,@,CLE,W 24-20,11,54,4.91,2,,2,10,5.00,0,0,0,,0,0,0,,,,2,12
37,1984,9,1984-10-28,25-189,NYJ,@,NWE,L 20-30,17,110,6.47,0,,1,28,28.00,0,0,0,,0,0,0,,,,0,0
38,1984,10,1984-11-04,25-196,NYJ,,MIA,L 17-31,20,132,6.60,1,,4,29,7.25,0,0,0,,0,0,0,,,,1,6
39,1984,12,1984-11-18,25-210,NYJ,@,HOU,L 20-31,20,69,3.45,0,,3,43,14.33,0,0,0,,0,0,0,,,,0,0
40,1984,13,1984-11-26,25-218,NYJ,@,MIA,L 17-28,24,116,4.83,0,,3,64,21.33,1,0,0,,0,0,0,,,,1,6
41,1984,14,1984-12-02,25-224,NYJ,,NYG,L 10-20,14,42,3.00,0,,3,34,11.33,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
42,1985,1,1985-09-08,26-139,NYJ,@,RAI,L 0-31,17,44,2.59,0,,0,0,,0,0,0,,0,0,0,,,,0,0
43,1985,2,1985-09-15,26-146,NYJ,,BUF,W 42-3,18,192,10.67,2,,3,35,11.67,0,0,0,,0,0,0,,,,2,12
44,1985,3,1985-09-22,26-153,NYJ,@,GNB,W 24-3,25,64,2.56,0,,2,37,18.50,0,0,0,,0,0,0,,,,0,0
45,1985,4,1985-09-29,26-160,NYJ,,IND,W 25-20,25,115,4.60,0,,4,53,13.25,0,0,0,,0,0,0,,,,0,0
46,1985,5,1985-10-06,26-167,NYJ,@,CIN,W 29-20,21,57,2.71,0,,2,19,9.50,0,0,0,,0,0,0,,,,0,0
47,1985,6,1985-10-14,26-175,NYJ,,MIA,W 23-7,28,173,6.18,0,,3,46,15.33,0,0,0,,0,0,0,,,,0,0
48,1985,8,1985-10-27,26-188,NYJ,,SEA,W 17-14,22,151,6.86,0,,2,28,14.00,1,0,0,,0,0,0,,,,1,6
49,1985,9,1985-11-03,26-195,NYJ,@,IND,W 35-17,26,149,5.73,1,,4,18,4.50,0,0,0,,0,0,0,,,,1,6
50,1985,10,1985-11-10,26-202,NYJ,@,MIA,L 17-21,26,107,4.12,0,,4,56,14.00,1,0,0,,0,0,0,,,,1,6
51,1985,11,1985-11-17,26-209,NYJ,,TAM,W 62-28,8,41,5.13,0,,1,4,4.00,0,0,0,,0,0,0,,,,0,0
52,1985,12,1985-11-24,26-216,NYJ,,NWE,W 16-13,5,9,1.80,0,,0,0,,0,0,0,,0,0,0,,,,0,0
53,1985,14,1985-12-08,26-230,NYJ,@,BUF,W 27-7,27,92,3.41,0,,4,36,9.00,0,0,0,,0,0,0,,,,0,0
54,1985,15,1985-12-14,26-236,NYJ,,CHI,L 6-19,20,63,3.15,0,,3,42,14.00,0,0,0,,0,0,0,,,,0,0
55,1985,16,1985-12-22,26-244,NYJ,,CLE,W 37-10,26,74,2.85,0,,6,53,8.83,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
56,1986,1,1986-09-07,27-138,NYJ,@,BUF,W 28-24,21,72,3.43,0,,2,35,17.50,0,0,0,,0,0,0,,,,0,0
57,1986,2,1986-09-11,27-142,NYJ,,NWE,L 6-20,8,23,2.88,0,,1,12,12.00,0,0,0,,0,0,0,,,,0,0
58,1986,7,1986-10-20,27-181,NYJ,,DEN,W 22-10,15,44,2.93,0,,2,26,13.00,0,0,0,,0,0,0,,,,0,0
59,1986,8,1986-10-26,27-187,NYJ,,NOR,W 28-23,17,28,1.65,1,,3,26,8.67,0,0,0,,0,0,0,,,,1,6
60,1986,9,1986-11-02,27-194,NYJ,@,SEA,W 38-7,25,84,3.36,1,,4,30,7.50,0,0,0,,0,0,0,,,,1,6
61,1986,10,1986-11-09,27-201,NYJ,@,ATL,W 28-14,22,61,2.77,1,,4,23,5.75,0,0,0,,0,0,0,,,,1,6
62,1986,11,1986-11-16,27-208,NYJ,,IND,W 31-16,18,104,5.78,0,,4,23,5.75,0,0,0,,0,0,0,,,,0,0
63,1986,12,1986-11-24,27-216,NYJ,@,MIA,L 3-45,16,88,5.50,0,,5,59,11.80,0,0,0,,0,0,0,,,,0,0
64,1986,13,1986-11-30,27-222,NYJ,,RAM,L 3-17,20,74,3.70,0,,7,53,7.57,0,0,0,,0,0,0,,,,0,0
65,1986,14,1986-12-07,27-229,NYJ,@,SFO,L 10-24,12,35,2.92,0,,6,44,7.33,1,0,0,,0,0,0,,,,1,6
66,1986,15,1986-12-13,27-235,NYJ,,PIT,L 24-45,23,137,5.96,0,,6,51,8.50,0,0,0,,0,0,0,,,,0,0
67,1986,16,1986-12-21,27-243,NYJ,@,CIN,L 21-52,17,106,6.24,2,,5,28,5.60,0,0,0,,0,0,0,,,,2,12
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
68,1987,1,1987-09-13,28-144,NYJ,@,BUF,W 31-28,21,68,3.24,0,,2,13,6.50,0,0,0,,0,0,0,,,,0,0
69,1987,2,1987-09-21,28-152,NYJ,,NWE,W 43-24,8,30,3.75,0,,4,56,14.00,0,0,0,,0,0,0,,,,0,0
70,1987,6,1987-10-25,28-186,NYJ,@,WAS,L 16-17,12,16,1.33,0,,2,8,4.00,0,0,0,,0,0,0,,,,0,0
71,1987,7,1987-11-01,28-193,NYJ,,IND,L 14-19,7,37,5.29,0,,2,18,9.00,0,0,0,,0,0,0,,,,0,0
72,1987,8,1987-11-09,28-201,NYJ,,SEA,W 30-14,7,42,6.00,0,,3,34,11.33,0,0,0,,0,0,0,,,,0,0
73,1987,9,1987-11-15,28-207,NYJ,@,KAN,W 16-9,26,184,7.08,0,,1,8,8.00,0,0,0,,0,0,0,,,,0,0
74,1987,10,1987-11-22,28-214,NYJ,,BUF,L 14-17,20,103,5.15,0,,2,26,13.00,0,0,0,,0,0,0,,,,0,0
75,1987,11,1987-11-29,28-221,NYJ,,CIN,W 27-20,19,49,2.58,0,,7,79,11.29,1,0,0,,0,0,0,,,,1,6
76,1987,12,1987-12-07,28-229,NYJ,@,MIA,L 28-37,1,1,1.00,0,,1,20,20.00,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
77,1988,1,1988-09-04,29-135,NYJ,@,NWE,L 3-28,17,48,2.82,0,,5,29,5.80,0,0,0,,0,0,0,,,,0,0
78,1988,2,1988-09-11,29-142,NYJ,@,CLE,W 23-3,12,28,2.33,0,,3,32,10.67,0,0,0,,0,0,0,,,,0,0
79,1988,3,1988-09-18,29-149,NYJ,,HOU,W 45-3,10,26,2.60,1,,1,4,4.00,0,0,0,,0,0,0,,,,1,6
80,1988,4,1988-09-25,29-156,NYJ,@,DET,W 17-10,14,43,3.07,0,,4,45,11.25,1,0,0,,0,0,0,,,,1,6
81,1988,5,1988-10-02,29-163,NYJ,,KAN,T 17-17,22,154,7.00,0,,3,23,7.67,0,0,0,,0,0,0,,,,0,0
82,1988,6,1988-10-09,29-170,NYJ,@,CIN,L 19-36,13,50,3.85,0,,2,18,9.00,0,0,0,,0,0,0,,,,0,0
83,1988,7,1988-10-17,29-178,NYJ,,BUF,L 14-37,7,23,3.29,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0
84,1988,8,1988-10-23,29-184,NYJ,@,MIA,W 44-30,17,87,5.12,0,,4,25,6.25,0,0,0,,0,0,0,,,,0,0
85,1988,9,1988-10-30,29-191,NYJ,,PIT,W 24-20,16,47,2.94,1,,2,16,8.00,0,0,0,,0,0,0,,,,1,6
86,1988,10,1988-11-06,29-198,NYJ,@,IND,L 14-38,8,40,5.00,0,,1,18,18.00,0,0,0,,0,0,0,,,,0,0
87,1988,11,1988-11-13,29-205,NYJ,,NWE,L 13-14,9,44,4.89,1,,2,32,16.00,0,0,0,,0,0,0,,,,1,6
88,1988,12,1988-11-20,29-212,NYJ,@,BUF,L 6-9,12,61,5.08,0,,2,18,9.00,0,0,0,,0,0,0,,,,0,0
89,1988,13,1988-11-27,29-219,NYJ,,MIA,W 38-34,14,72,5.14,1,,2,11,5.50,0,0,0,,0,0,0,,,,1,6
90,1988,14,1988-12-04,29-226,NYJ,@,KAN,L 34-38,13,76,5.85,0,,0,0,,0,0,0,,0,0,0,,,,0,0
91,1988,15,1988-12-10,29-232,NYJ,,IND,W 34-16,23,100,4.35,1,,1,4,4.00,0,0,0,,0,0,0,,,,1,6
92,1988,16,1988-12-18,29-240,NYJ,,NYG,W 27-21,12,45,3.75,1,,1,4,4.00,0,0,0,,0,0,0,,,,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
93,1989,1,1989-09-10,30-141,NYJ,,NWE,L 24-27,9,17,1.89,0,,6,65,10.83,0,0,0,,0,0,0,,,,0,0
94,1989,2,1989-09-17,30-148,NYJ,@,CLE,L 24-38,16,50,3.13,1,,6,40,6.67,0,0,0,,0,0,0,,,,1,6
95,1989,3,1989-09-24,30-155,NYJ,@,MIA,W 40-33,12,64,5.33,0,,3,31,10.33,0,0,0,,0,0,0,,,,0,0
96,1989,4,1989-10-01,30-162,NYJ,,IND,L 10-17,5,22,4.40,0,,1,6,6.00,0,0,0,,0,0,0,,,,0,0
97,1989,5,1989-10-09,30-170,NYJ,,RAI,L 7-14,11,49,4.45,0,,3,32,10.67,0,0,0,,0,0,0,,,,0,0
98,1989,6,1989-10-15,30-176,NYJ,@,NOR,L 14-29,7,22,3.14,0,,5,56,11.20,0,0,0,,0,0,0,,,,0,0
99,1989,7,1989-10-22,30-183,NYJ,@,BUF,L 3-34,5,22,4.40,0,,2,18,9.00,0,0,0,,0,0,0,,,,0,0
100,1989,8,1989-10-29,30-190,NYJ,,SFO,L 10-23,4,38,9.50,0,,2,8,4.00,0,0,0,,0,0,0,,,,0,0
101,1989,9,1989-11-05,30-197,NYJ,@,NWE,W 27-26,3,27,9.00,1,,1,16,16.00,0,0,0,,0,0,0,,,,1,6
102,1989,10,1989-11-12,30-204,NYJ,,MIA,L 23-31,8,41,5.13,0,,1,25,25.00,1,0,0,,0,0,0,,,,1,6
103,1989,11,1989-11-19,30-211,NYJ,@,IND,L 10-27,0,0,,0,,1,13,13.00,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
104,1990,1,1990-09-09,31-140,NYJ,@,CIN,L 20-25,7,24,3.43,0,,3,21,7.00,0,0,0,,0,0,0,,,,0,0
105,1990,2,1990-09-16,31-147,NYJ,,CLE,W 24-21,13,62,4.77,1,,3,80,26.67,0,0,0,,0,0,0,,,,1,6
106,1990,3,1990-09-24,31-155,NYJ,,BUF,L 7-30,3,21,7.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
107,1990,4,1990-09-30,31-161,NYJ,@,NWE,W 37-13,3,5,1.67,1,,0,0,,0,0,0,,0,0,0,,,,1,6
108,1990,5,1990-10-07,31-168,NYJ,@,MIA,L 16-20,6,24,4.00,0,,2,33,16.50,0,0,0,,0,0,0,,,,0,0
109,1990,6,1990-10-14,31-175,NYJ,,SDG,L 3-39,0,0,,0,,0,0,,0,,,,,,,,,,,
110,1990,7,1990-10-21,31-182,NYJ,@,BUF,L 27-30,12,48,4.00,1,,1,10,10.00,0,0,0,,0,0,0,,,,1,6
111,1990,8,1990-10-28,31-189,NYJ,@,HOU,W 17-12,1,1,1.00,0,,1,11,11.00,0,0,0,,0,0,0,,,,0,0
112,1990,9,1990-11-04,31-196,NYJ,,DAL,W 24-9,6,34,5.67,1,,1,5,5.00,0,0,0,,0,0,0,,,,1,6
113,1990,10,1990-11-11,31-203,NYJ,,MIA,L 3-17,6,37,6.17,0,,0,0,,0,0,0,,0,0,0,,,,0,0
114,1990,11,1990-11-18,31-210,NYJ,@,IND,L 14-17,5,23,4.60,0,,0,0,,0,0,0,,0,0,0,,,,0,0
115,1990,12,1990-11-25,31-217,NYJ,,PIT,L 7-24,7,28,4.00,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0
116,1990,13,1990-12-02,31-224,NYJ,@,SDG,L 17-38,13,69,5.31,0,,1,12,12.00,0,0,0,,0,0,0,,,,0,0
117,1990,14,1990-12-16,31-238,NYJ,,IND,L 21-29,1,3,3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
118,1990,15,1990-12-23,31-245,NYJ,,NWE,W 42-7,7,36,5.14,2,,2,42,21.00,0,0,0,,0,0,0,,,,2,12
119,1990,16,1990-12-30,31-252,NYJ,@,TAM,W 16-14,9,43,4.78,0,,1,7,7.00,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
120,1991,1,1991-09-01,32-132,NYJ,,TAM,W 16-13,2,3,1.50,1,,0,0,,0,0,0,,0,0,0,,,,1,6
121,1991,2,1991-09-08,32-139,NYJ,@,SEA,L 13-20,10,47,4.70,0,,1,12,12.00,0,0,0,,0,0,0,,,,0,0
122,1991,3,1991-09-15,32-146,NYJ,,BUF,L 20-23,8,42,5.25,1,,0,0,,0,0,0,,0,0,0,,,,1,6
123,1991,4,1991-09-23,32-154,NYJ,@,CHI,L 13-19,1,4,4.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
124,1991,5,1991-09-29,32-160,NYJ,,MIA,W 41-23,5,69,13.80,0,,0,0,,0,0,0,,0,0,0,,,,0,0
125,1991,6,1991-10-06,32-167,NYJ,@,CLE,W 17-14,1,1,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
126,1991,7,1991-10-13,32-174,NYJ,,HOU,L 20-23,0,0,,0,,0,0,,0,,,,,,,,,,,
127,1991,11,1991-11-17,32-209,NYJ,@,NWE,W 28-21,2,33,16.50,0,,1,4,4.00,0,0,0,,0,0,0,,,,0,0
128,1991,12,1991-11-24,32-216,NYJ,,SDG,W 24-3,0,0,,0,,0,0,,0,,,,,,,,,,,
129,1991,13,1991-12-01,32-223,NYJ,@,BUF,L 13-24,1,4,4.00,0,,2,9,4.50,0,0,0,,0,0,0,,,,0,0
130,1991,14,1991-12-08,32-230,NYJ,@,DET,L 20-34,5,13,2.60,0,,3,31,10.33,0,0,0,,0,0,0,,,,0,0
131,1991,15,1991-12-15,32-237,NYJ,,NWE,L 3-6,5,29,5.80,0,,0,0,,0,0,0,,0,0,0,,,,0,0
132,1991,16,1991-12-22,32-244,NYJ,@,MIA,W 23-20,11,55,5.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
133,1992,1,1992-09-06,33-137,NYJ,@,ATL,L 17-20,3,23,7.67,0,,0,0,,0,0,0,,0,0,0,,,,0,0
134,1992,2,1992-09-13,33-144,NYJ,@,PIT,L 10-27,4,28,7.00,0,2,2,21,10.50,0,0,0,,0,0,0,,,,0,0
135,1992,3,1992-09-20,33-151,NYJ,,SFO,L 14-31,2,0,0.00,0,3,2,17,8.50,0,0,0,,0,0,0,,,,0,0
136,1992,4,1992-09-27,33-158,NYJ,@,RAM,L 10-18,4,19,4.75,0,,0,0,,0,0,0,,0,0,0,,,,0,0
137,1992,5,1992-10-04,33-165,NYJ,,NWE,W 30-21,6,23,3.83,0,3,1,12,12.00,0,0,0,,0,0,0,,,,0,0
138,1992,6,1992-10-11,33-172,NYJ,@,IND,L 3-6,4,7,1.75,0,2,1,2,2.00,0,0,0,,0,0,0,,,,0,0
139,1992,7,1992-10-26,33-187,NYJ,,BUF,L 20-24,0,0,,0,,0,0,,0,,,,,,,,,,,
140,1992,8,1992-11-01,33-193,NYJ,,MIA,W 26-14,11,37,3.36,0,4,4,28,7.00,0,0,0,,0,0,0,,,,0,0
141,1992,9,1992-11-08,33-200,NYJ,@,DEN,L 16-27,0,0,,0,3,1,10,10.00,0,0,0,,0,0,0,,,,0,0
142,1992,10,1992-11-15,33-207,NYJ,,CIN,W 17-14,9,33,3.67,0,3,1,8,8.00,0,0,0,,0,0,0,,,,0,0
143,1992,11,1992-11-22,33-214,NYJ,@,NWE,L 3-24,0,0,,0,3,2,13,6.50,0,0,0,,0,0,0,,,,0,0
144,1992,15,1992-12-20,33-242,NYJ,@,MIA,L 17-19,0,0,,0,2,2,43,21.50,0,0,0,,0,0,0,,,,0,0
,,,144 Games,,,,,69-73-2,1798,8074,4.49,38,25,295,2961,10.04,12,1,1,100.00,5,1,0,127.1,5.00,25.00,50,300
