
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1977,3,1977-10-02,23-091,MIA,,HOU,W 27-7,10,45,4.50,1,,0,0,,0,1,6
2,1977,4,1977-10-09,23-098,MIA,@,BAL,L 28-45,7,13,1.86,1,,1,-1,-1.00,0,1,6
3,1977,10,1977-11-20,23-140,MIA,@,CIN,L 17-23,20,108,5.40,0,,2,2,1.00,0,0,0
4,1977,11,1977-11-24,23-144,MIA,@,STL,W 55-14,18,76,4.22,1,,0,0,,0,1,6
5,1977,12,1977-12-05,23-155,MIA,,BAL,W 17-6,17,140,8.24,1,,2,15,7.50,0,1,6
6,1977,13,1977-12-11,23-161,MIA,@,NWE,L 10-14,10,12,1.20,0,,2,13,6.50,0,0,0
7,1977,14,1977-12-17,23-167,MIA,,BUF,W 31-14,9,23,2.56,0,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
8,1978,1,1978-09-03,24-062,MIA,@,NYJ,L 20-33,6,14,2.33,0,,1,9,9.00,0,0,0
9,1978,2,1978-09-10,24-069,MIA,@,BAL,W 42-0,11,79,7.18,0,,1,57,57.00,0,0,0
10,1978,3,1978-09-17,24-076,MIA,,BUF,W 31-24,8,31,3.88,1,,0,0,,0,1,6
11,1978,5,1978-10-01,24-090,MIA,,STL,W 24-10,1,-1,-1.00,0,,0,0,,0,0,0
12,1978,6,1978-10-09,24-098,MIA,,CIN,W 21-0,12,48,4.00,0,,1,4,4.00,0,0,0
13,1978,7,1978-10-15,24-104,MIA,@,SDG,W 28-21,3,24,8.00,0,,0,0,,0,0,0
14,1978,8,1978-10-22,24-111,MIA,@,NWE,L 24-33,7,28,4.00,0,,4,38,9.50,0,0,0
15,1978,9,1978-10-29,24-118,MIA,,BAL,W 26-8,6,23,3.83,0,,1,3,3.00,0,0,0
16,1978,10,1978-11-05,24-125,MIA,,DAL,W 23-16,7,17,2.43,0,,1,11,11.00,0,0,0
17,1978,11,1978-11-12,24-132,MIA,@,BUF,W 25-24,3,17,5.67,0,,0,0,,0,0,0
18,1978,12,1978-11-20,24-140,MIA,@,HOU,L 30-35,12,51,4.25,1,,5,25,5.00,0,1,6
19,1978,13,1978-11-26,24-146,MIA,,NYJ,L 13-24,12,51,4.25,0,,3,23,7.67,0,0,0
20,1978,14,1978-12-03,24-153,MIA,@,WAS,W 16-0,14,57,4.07,0,,3,18,6.00,0,0,0
21,1978,15,1978-12-10,24-160,MIA,,OAK,W 23-6,9,30,3.33,0,,3,22,7.33,0,0,0
22,1978,16,1978-12-18,24-168,MIA,,NWE,W 23-3,12,43,3.58,0,,2,1,0.50,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
23,1979,2,1979-09-10,25-069,PHI,,ATL,L 10-14,4,0,0.00,0,,0,0,,0,0,0
24,1979,3,1979-09-16,25-075,PHI,@,NOR,W 26-14,11,31,2.82,0,,1,15,15.00,0,0,0
25,1979,4,1979-09-23,25-082,PHI,@,NYG,W 17-13,6,41,6.83,0,,1,1,1.00,0,0,0
26,1979,5,1979-09-30,25-089,PHI,,PIT,W 17-14,12,30,2.50,1,,3,-2,-0.67,0,1,6
27,1979,6,1979-10-07,25-096,PHI,,WAS,W 28-17,12,61,5.08,0,,1,-1,-1.00,0,0,0
28,1979,7,1979-10-14,25-103,PHI,@,STL,W 24-20,6,14,2.33,0,,3,18,6.00,0,0,0
29,1979,8,1979-10-21,25-110,PHI,@,WAS,L 7-17,2,6,3.00,0,,1,4,4.00,0,0,0
30,1979,9,1979-10-28,25-117,PHI,@,CIN,L 13-37,7,34,4.86,0,,3,17,5.67,0,0,0
31,1979,10,1979-11-04,25-124,PHI,,CLE,L 19-24,7,23,3.29,0,,2,1,0.50,0,0,0
32,1979,11,1979-11-12,25-132,PHI,@,DAL,W 31-21,5,26,5.20,0,,2,8,4.00,0,0,0
33,1979,12,1979-11-18,25-138,PHI,,STL,W 16-13,6,19,3.17,0,,0,0,,0,0,0
34,1979,13,1979-11-25,25-145,PHI,@,GNB,W 21-10,9,137,15.22,0,,1,3,3.00,0,0,0
35,1979,14,1979-12-02,25-152,PHI,,DET,W 44-7,7,41,5.86,0,,3,32,10.67,0,0,0
36,1979,15,1979-12-08,25-158,PHI,,DAL,L 17-24,5,15,3.00,0,,1,11,11.00,0,0,0
37,1979,16,1979-12-16,25-166,PHI,@,HOU,W 26-20,8,26,3.25,1,,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
38,1980,2,1980-09-14,26-073,PHI,@,MIN,W 42-7,9,22,2.44,2,,4,35,8.75,0,2,12
39,1980,3,1980-09-22,26-081,PHI,,NYG,W 35-3,4,29,7.25,1,,0,0,,0,1,6
40,1980,4,1980-09-28,26-087,PHI,@,STL,L 14-24,7,25,3.57,0,,1,1,1.00,0,0,0
41,1980,5,1980-10-05,26-094,PHI,,WAS,W 24-14,7,29,4.14,0,,1,51,51.00,1,1,6
42,1980,6,1980-10-12,26-101,PHI,@,NYG,W 31-16,5,15,3.00,0,,1,13,13.00,0,0,0
43,1980,7,1980-10-19,26-108,PHI,,DAL,W 17-10,8,14,1.75,0,,1,3,3.00,0,0,0
44,1980,8,1980-10-26,26-115,PHI,,CHI,W 17-14,11,47,4.27,0,,0,0,,0,0,0
45,1980,9,1980-11-02,26-122,PHI,@,SEA,W 27-20,12,39,3.25,0,,3,23,7.67,0,0,0
46,1980,10,1980-11-09,26-129,PHI,@,NOR,W 34-21,8,24,3.00,0,,0,0,,0,0,0
47,1980,11,1980-11-16,26-136,PHI,@,WAS,W 24-0,5,13,2.60,0,,0,0,,0,0,0
48,1980,12,1980-11-23,26-143,PHI,,OAK,W 10-7,7,24,3.43,0,,2,70,35.00,0,0,0
49,1980,13,1980-11-30,26-150,PHI,@,SDG,L 21-22,5,14,2.80,0,,1,2,2.00,0,0,0
50,1980,14,1980-12-07,26-157,PHI,,ATL,L 17-20,8,16,2.00,0,,1,9,9.00,0,0,0
51,1980,15,1980-12-14,26-164,PHI,,STL,W 17-3,2,6,3.00,0,,0,0,,0,0,0
52,1980,16,1980-12-21,26-171,PHI,@,DAL,L 27-35,6,24,4.00,0,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
53,1982,1,1982-09-12,28-071,PHI,,WAS,L 34-37,1,1,1.00,0,,0,0,,0,0,0
54,1982,2,1982-09-19,28-078,PHI,@,CLE,W 24-21,1,2,2.00,1,,0,0,,0,1,6
55,1982,4,1982-11-28,28-148,PHI,@,WAS,L 9-13,1,3,3.00,0,,0,0,,0,0,0
56,1982,5,1982-12-05,28-155,PHI,,STL,L 20-23,0,0,,0,,0,0,,0,,
57,1982,7,1982-12-19,28-169,PHI,,HOU,W 35-14,3,21,7.00,0,,0,0,,0,0,0
58,1982,8,1982-12-26,28-176,PHI,@,DAL,W 24-20,4,-1,-0.25,1,,2,17,8.50,0,1,6
59,1982,9,1983-01-02,28-183,PHI,,NYG,L 24-26,7,13,1.86,0,,1,0,0.00,0,0,0
,,,59 Games,,,,,39-20-0,442,1813,4.10,13,,72,571,7.93,1,14,84
