
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1991,5,1991-09-29,23-041,RAI,,SFO,W 12-6,7,31,4.43,0,,3,23,7.67,0,0,0,,0,0,0
2,1991,6,1991-10-06,23-048,RAI,,SDG,L 13-21,8,26,3.25,0,,0,0,,0,0,0,,0,0,0
3,1991,7,1991-10-13,23-055,RAI,@,SEA,W 23-20,16,75,4.69,0,,2,15,7.50,0,0,0,,0,0,0
4,1991,8,1991-10-20,23-062,RAI,,RAM,W 20-17,15,54,3.60,1,,1,24,24.00,0,0,0,,0,1,6
5,1991,9,1991-10-28,23-070,RAI,@,KAN,L 21-24,2,1,0.50,1,,0,0,,0,0,0,,0,1,6
6,1991,13,1991-12-01,23-104,RAI,@,SDG,W 9-7,10,58,5.80,0,,0,0,,0,0,0,,0,0,0
7,1991,14,1991-12-08,23-111,RAI,,BUF,L 27-30,15,36,2.40,1,,0,0,,0,0,0,,0,1,6
8,1991,15,1991-12-16,23-119,RAI,@,NOR,L 0-27,5,26,5.20,0,,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
9,1992,1,1992-09-06,24-018,RAI,@,DEN,L 13-17,9,42,4.67,1,,0,0,,0,0,0,,0,1,6
10,1992,2,1992-09-13,24-025,RAI,@,CIN,L 21-24,2,5,2.50,0,,0,0,,0,0,0,,0,0,0
11,1992,3,1992-09-20,24-032,RAI,,CLE,L 16-28,2,5,2.50,0,3,3,24,8.00,0,0,0,,0,0,0
12,1992,4,1992-09-28,24-040,RAI,@,KAN,L 7-27,3,17,5.67,0,,0,0,,0,0,0,,0,0,0
13,1992,5,1992-10-04,24-046,RAI,,NYG,W 13-10,2,2,1.00,0,,0,0,,0,0,0,,0,0,0
14,1992,7,1992-10-18,24-060,RAI,@,SEA,W 19-0,10,97,9.70,1,,0,0,,0,0,0,,0,1,6
15,1992,8,1992-10-25,24-067,RAI,,DAL,L 13-28,2,4,2.00,0,,0,0,,0,0,0,,0,0,0
16,1992,9,1992-11-08,24-081,RAI,@,PHI,L 10-31,3,21,7.00,0,,0,0,,0,0,0,,0,0,0
17,1992,10,1992-11-15,24-088,RAI,,SEA,W 20-3,13,35,2.69,0,,0,0,,0,0,0,,0,0,0
18,1992,11,1992-11-22,24-095,RAI,,DEN,W 24-0,7,38,5.43,0,1,0,0,,0,0,0,,0,0,0
19,1992,12,1992-11-29,24-102,RAI,@,SDG,L 3-27,2,6,3.00,0,,0,0,,0,0,0,,0,0,0
20,1992,13,1992-12-06,24-109,RAI,,KAN,W 28-7,5,19,3.80,0,,0,0,,0,0,0,,0,0,0
21,1992,15,1992-12-20,24-123,RAI,,SDG,L 14-36,0,0,,0,1,1,16,16.00,0,1,16,16.00,0,0,0
22,1992,16,1992-12-26,24-129,RAI,@,WAS,W 21-20,21,75,3.57,1,1,0,0,,0,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
23,1993,5,1993-10-10,25-052,RAI,,NYJ,W 24-20,12,46,3.83,1,1,0,0,,0,0,0,,0,1,6
24,1993,6,1993-10-18,25-060,RAI,@,DEN,W 23-20,8,16,2.00,0,,0,0,,0,0,0,,0,0,0
25,1993,8,1993-11-07,25-080,RAI,@,CHI,W 16-14,1,1,1.00,0,,0,0,,0,0,0,,0,0,0
26,1993,11,1993-11-28,25-101,RAI,@,CIN,L 10-16,4,10,2.50,0,1,1,15,15.00,0,0,0,,0,0,0
27,1993,12,1993-12-05,25-108,RAI,@,BUF,W 25-24,16,44,2.75,0,3,3,38,12.67,0,0,0,,0,0,0
28,1993,13,1993-12-12,25-115,RAI,,SEA,W 27-23,12,35,2.92,0,4,3,27,9.00,0,0,0,,0,0,0
29,1993,14,1993-12-19,25-122,RAI,,TAM,W 27-20,7,14,2.00,0,1,1,13,13.00,0,0,0,,0,0,0
30,1993,15,1993-12-26,25-129,RAI,@,GNB,L 0-28,7,14,2.00,0,3,1,2,2.00,0,0,0,,0,0,0
31,1993,16,1994-01-02,25-136,RAI,,DEN,W 33-30,0,0,,0,2,2,16,8.00,0,0,0,,0,0,0
,,,31 Games,,,,,17-14-0,226,853,3.77,7,21,21,213,10.14,0,1,16,16.00,0,7,42
