
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1994,1,1994-09-04,21-190,IND,,HOU,W 45-21,23,143,6.22,3,1,1,31,31.00,0,0,0,,0,0,0,,,,0,0,,0,3,18
2,1994,2,1994-09-11,21-197,IND,@,TAM,L 10-24,18,104,5.78,0,7,7,82,11.71,0,0,0,,0,0,0,,,,0,0,,0,0,0
3,1994,3,1994-09-18,21-204,IND,@,PIT,L 21-31,15,61,4.07,0,1,1,11,11.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
4,1994,4,1994-09-25,21-211,IND,,CLE,L 14-21,22,61,2.77,1,6,4,27,6.75,0,0,0,,0,0,0,,,,0,0,,0,1,6
5,1994,5,1994-10-02,21-218,IND,,SEA,W 17-15,26,90,3.46,2,8,4,23,5.75,0,0,0,,0,0,0,,,,0,0,,0,2,12
6,1994,6,1994-10-09,21-225,IND,@,NYJ,L 6-16,20,93,4.65,0,5,4,26,6.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
7,1994,7,1994-10-16,21-232,IND,@,BUF,W 27-17,26,64,2.46,0,2,2,22,11.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
8,1994,8,1994-10-23,21-239,IND,,WAS,L 27-41,22,86,3.91,0,12,8,127,15.88,1,0,0,,0,0,0,,,,0,0,,0,1,6
9,1994,9,1994-10-30,21-246,IND,,NYJ,W 28-25,24,110,4.58,2,3,2,21,10.50,0,0,0,,0,0,0,,,,0,0,,0,2,12
10,1994,10,1994-11-06,21-253,IND,@,MIA,L 21-22,14,69,4.93,1,7,5,43,8.60,0,0,0,,0,0,0,,,,0,0,,0,1,6
11,1994,11,1994-11-20,21-267,IND,@,CIN,W 17-13,16,28,1.75,1,1,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
12,1994,12,1994-11-27,21-274,IND,,NWE,L 10-12,11,48,4.36,0,8,5,42,8.40,0,0,0,,0,0,0,,,,0,0,,0,0,0
13,1994,13,1994-12-04,21-281,IND,@,SEA,W 31-19,27,129,4.78,1,1,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
14,1994,14,1994-12-11,21-288,IND,@,NWE,L 13-28,17,50,2.94,0,4,2,16,8.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
15,1994,15,1994-12-18,21-295,IND,,MIA,W 10-6,16,64,4.00,0,4,2,15,7.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
16,1994,16,1994-12-24,21-301,IND,,BUF,W 10-9,17,82,4.82,0,4,3,20,6.67,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
17,1995,1,1995-09-03,22-189,IND,,CIN,L 21-24,19,49,2.58,0,3,3,41,13.67,0,0,0,,0,0,0,,,,0,0,,0,0,0
18,1995,2,1995-09-10,22-196,IND,@,NYJ,W 27-24,21,81,3.86,0,11,8,58,7.25,1,0,0,,0,0,0,,,,0,0,,0,1,6
19,1995,3,1995-09-17,22-203,IND,@,BUF,L 14-20,15,47,3.13,1,4,2,23,11.50,1,0,0,,0,0,0,,,,0,0,,0,2,12
20,1995,4,1995-10-01,22-217,IND,,STL,W 21-18,19,177,9.32,3,7,5,45,9.00,0,0,0,,0,0,0,,,,0,0,,0,3,18
21,1995,5,1995-10-08,22-224,IND,@,MIA,W 27-24,16,42,2.63,0,2,2,17,8.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
22,1995,6,1995-10-15,22-231,IND,,SFO,W 18-17,20,61,3.05,0,3,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
23,1995,7,1995-10-22,22-238,IND,@,OAK,L 17-30,14,41,2.93,2,7,5,58,11.60,0,0,0,,0,0,0,,,,0,0,,0,2,12
24,1995,8,1995-10-29,22-245,IND,,NYJ,W 17-10,15,30,2.00,0,2,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
25,1995,9,1995-11-05,22-252,IND,,BUF,L 10-16,25,87,3.48,1,7,5,36,7.20,0,0,0,,0,0,0,,,,0,0,,0,1,6
26,1995,10,1995-11-12,22-259,IND,@,NOR,L 14-17,17,98,5.76,1,4,3,21,7.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
27,1995,11,1995-11-19,22-266,IND,@,NWE,W 24-10,24,96,4.00,1,9,8,71,8.88,0,0,0,,0,0,0,,,,0,0,,0,1,6
28,1995,12,1995-11-26,22-273,IND,,MIA,W 36-28,22,95,4.32,0,5,5,38,7.60,1,0,0,,0,0,0,,,,0,0,,0,1,6
29,1995,13,1995-12-03,22-280,IND,@,CAR,L 10-13,20,53,2.65,0,4,2,12,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
30,1995,14,1995-12-10,22-287,IND,@,JAX,W 41-31,22,54,2.45,1,1,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
31,1995,15,1995-12-17,22-294,IND,,SDG,L 24-27,15,48,3.20,1,3,3,31,10.33,0,0,0,,0,0,0,,,,0,0,,0,1,6
32,1995,16,1995-12-23,22-300,IND,,NWE,W 10-7,5,19,3.80,0,2,2,13,6.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
33,1996,1,1996-09-01,23-188,IND,,ARI,W 20-13,12,46,3.83,0,8,4,62,15.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
34,1996,2,1996-09-08,23-195,IND,@,NYJ,W 21-7,10,25,2.50,1,2,2,11,5.50,0,0,0,,0,0,0,,,,0,0,,0,1,6
35,1996,5,1996-10-06,23-223,IND,@,BUF,L 13-16,20,55,2.75,1,8,4,8,2.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
36,1996,6,1996-10-13,23-230,IND,,BAL,W 26-21,19,44,2.32,1,1,1,21,21.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
37,1996,8,1996-10-27,23-244,IND,@,WAS,L 16-31,13,53,4.08,1,7,4,39,9.75,0,0,0,,0,0,0,,,,0,0,,0,1,6
38,1996,9,1996-11-03,23-251,IND,,SDG,L 19-26,14,37,2.64,0,7,4,37,9.25,0,0,0,,0,0,0,,,,0,0,,0,0,0
39,1996,10,1996-11-10,23-258,IND,@,MIA,L 13-37,10,13,1.30,0,3,3,10,3.33,0,0,0,,0,0,0,,,,0,0,,0,0,0
40,1996,11,1996-11-17,23-265,IND,,NYJ,W 34-29,18,46,2.56,0,6,3,22,7.33,0,0,0,,0,0,0,,,,0,0,,0,0,0
41,1996,12,1996-11-24,23-272,IND,@,NWE,L 13-27,10,25,2.50,0,3,3,18,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
42,1996,13,1996-12-01,23-279,IND,,BUF,W 13-10,23,46,2.00,1,13,10,78,7.80,0,0,0,,0,0,0,,,,0,0,,0,1,6
43,1996,14,1996-12-05,23-283,IND,,PHI,W 37-10,16,101,6.31,2,9,7,40,5.71,0,0,0,,0,0,0,,,,0,0,,0,2,12
44,1996,15,1996-12-15,23-293,IND,@,KAN,W 24-19,20,71,3.55,0,5,4,18,4.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
45,1996,16,1996-12-22,23-300,IND,@,CIN,L 24-31,13,25,1.92,0,8,7,64,9.14,0,0,0,,0,0,0,,,,0,0,,0,0,0
