
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1981,1,1981-09-06,24-197,DET,,SFO,W 24-17,1,12,12.00,0,,0,0,,0,0,0
2,1981,5,1981-10-04,24-225,DET,@,TAM,L 10-28,0,0,,0,,0,0,,0,,
3,1981,6,1981-10-11,24-232,DET,@,DEN,L 21-27,0,0,,0,,0,0,,0,,
4,1981,7,1981-10-19,24-240,DET,,CHI,W 48-17,1,8,8.00,0,,0,0,,0,0,0
5,1981,8,1981-10-25,24-246,DET,,GNB,W 31-27,6,44,7.33,0,,1,17,17.00,0,0,0
6,1981,9,1981-11-01,24-253,DET,@,RAM,L 13-20,1,7,7.00,0,,0,0,,0,0,0
7,1981,10,1981-11-08,24-260,DET,@,WAS,L 31-33,1,2,2.00,0,,0,0,,0,0,0
8,1981,11,1981-11-15,24-267,DET,,DAL,W 27-24,0,0,,0,,0,0,,0,,
9,1981,12,1981-11-22,24-274,DET,@,CHI,W 23-7,4,16,4.00,0,,0,0,,0,0,0
10,1981,13,1981-11-26,24-278,DET,,KAN,W 27-10,8,40,5.00,0,,0,0,,0,0,0
11,1981,14,1981-12-06,24-288,DET,@,GNB,L 17-31,5,34,6.80,1,,0,0,,0,1,6
12,1981,15,1981-12-12,24-294,DET,,MIN,W 45-7,4,19,4.75,0,,2,18,9.00,0,0,0
13,1981,16,1981-12-20,24-302,DET,,TAM,L 17-20,4,29,7.25,0,,1,5,5.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
14,1983,6,1983-10-09,26-230,DET,,GNB,W 38-14,2,1,0.50,0,,0,0,,0,0,0
15,1983,7,1983-10-16,26-237,DET,,CHI,W 31-17,1,3,3.00,0,,0,0,,0,0,0
16,1983,8,1983-10-23,26-244,DET,@,WAS,L 17-38,0,0,,0,,0,0,,0,,
17,1983,9,1983-10-30,26-251,DET,@,CHI,W 38-17,2,4,2.00,1,,0,0,,0,1,6
18,1983,10,1983-11-07,26-259,DET,,NYG,W 15-9,0,0,,0,,1,7,7.00,0,0,0
19,1983,11,1983-11-13,26-265,DET,@,HOU,L 17-27,1,3,3.00,0,,0,0,,0,0,0
20,1983,12,1983-11-20,26-272,DET,@,GNB,W 23-20,11,43,3.91,0,,0,0,,0,0,0
21,1983,13,1983-11-24,26-276,DET,,PIT,W 45-3,10,31,3.10,0,,1,-2,-2.00,0,0,0
22,1983,14,1983-12-05,26-287,DET,,MIN,W 13-2,9,38,4.22,0,,1,3,3.00,0,0,0
23,1983,15,1983-12-11,26-293,DET,@,CIN,L 9-17,4,15,3.75,0,,1,8,8.00,0,0,0
,,,23 Games,,,,,14-9-0,75,349,4.65,2,,8,56,7.00,0,2,12
