
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1986,1,1986-09-07,23-153,BUF,,NYJ,L 24-28,4,8,2.00,0,,1,3,3.00,0,0,0
2,1986,2,1986-09-14,23-160,BUF,@,CIN,L 33-36,7,15,2.14,0,,2,14,7.00,0,0,0
3,1986,3,1986-09-21,23-167,BUF,,STL,W 17-10,1,2,2.00,1,,2,10,5.00,0,1,6
4,1986,4,1986-09-28,23-174,BUF,,KAN,L 17-20,4,5,1.25,0,,3,23,7.67,0,0,0
5,1986,5,1986-10-05,23-181,BUF,@,NYJ,L 13-14,9,38,4.22,0,,6,67,11.17,0,0,0
6,1986,6,1986-10-12,23-188,BUF,@,MIA,L 14-27,2,6,3.00,0,,1,6,6.00,0,0,0
7,1986,7,1986-10-19,23-195,BUF,,IND,W 24-13,3,9,3.00,0,,1,8,8.00,0,0,0
8,1986,8,1986-10-26,23-202,BUF,,NWE,L 3-23,2,7,3.50,0,,4,30,7.50,0,0,0
9,1986,9,1986-11-02,23-209,BUF,@,TAM,L 28-34,0,0,,0,,0,0,,0,,
10,1986,10,1986-11-09,23-216,BUF,,PIT,W 16-12,1,14,14.00,0,,3,23,7.67,0,0,0
11,1986,11,1986-11-16,23-223,BUF,,MIA,L 24-34,0,0,,0,,0,0,,0,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
12,1987,3,1987-10-04,24-180,HOU,@,DEN,W 40-10,5,19,3.80,0,,2,14,7.00,0,0,0
13,1987,4,1987-10-11,24-187,HOU,@,CLE,W 15-10,2,3,1.50,0,,0,0,,0,0,0
14,1987,5,1987-10-18,24-194,HOU,,NWE,L 7-21,0,0,,0,,1,7,7.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
15,1988,1,1988-09-04,25-150,PHO,@,CIN,L 14-21,,,,,,0,0,,0,,
16,1988,2,1988-09-12,25-158,PHO,,DAL,L 14-17,,,,,,0,0,,0,,
17,1988,3,1988-09-18,25-164,PHO,@,TAM,W 30-24,,,,,,0,0,,0,,
18,1988,4,1988-09-25,25-171,PHO,,WAS,W 30-21,,,,,,0,0,,0,,
19,1988,8,1988-10-23,25-199,PHO,,CLE,L 21-29,,,,,,0,0,,0,,
20,1988,9,1988-10-30,25-206,PHO,@,DAL,W 16-10,,,,,,0,0,,0,,
21,1988,10,1988-11-06,25-213,PHO,,SFO,W 24-23,,,,,,0,0,,0,,
22,1988,12,1988-11-20,25-227,PHO,@,HOU,L 20-38,0,0,,0,,1,15,15.00,0,0,0
,,,22 Games,,,,,9-13-0,40,126,3.15,1,,27,220,8.15,0,1,6
