
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1966,1,1966-09-10,22-001,GNB,,BAL,W 24-3,1,3,3.00,0,,0,0,,0,0,0
2,1966,3,1966-09-25,22-016,GNB,,RAM,W 24-13,1,4,4.00,0,,0,0,,0,0,0
3,1966,6,1966-10-16,22-037,GNB,@,CHI,W 17-0,1,3,3.00,0,,0,0,,0,0,0
4,1966,7,1966-10-23,22-044,GNB,,ATL,W 56-3,7,52,7.43,0,,0,0,,0,0,0
5,1966,8,1966-10-30,22-051,GNB,@,DET,W 31-7,2,-6,-3.00,0,,1,5,5.00,0,0,0
6,1966,11,1966-11-27,22-079,GNB,@,MIN,W 28-16,7,61,8.71,1,,3,8,2.67,0,1,6
7,1966,12,1966-12-04,22-086,GNB,,SFO,W 20-7,1,1,1.00,0,,0,0,,0,0,0
8,1966,14,1966-12-18,22-100,GNB,@,RAM,W 27-23,9,9,1.00,0,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
9,1967,1,1967-09-17,23-008,GNB,,DET,T 17-17,10,36,3.60,0,,3,69,23.00,0,0,0
10,1967,2,1967-09-24,23-015,GNB,,CHI,W 13-10,32,111,3.47,1,,3,26,8.67,0,1,6
11,1967,3,1967-10-01,23-022,GNB,,ATL,W 23-0,6,14,2.33,0,,1,8,8.00,0,0,0
12,1967,4,1967-10-08,23-029,GNB,@,DET,W 27-17,19,59,3.11,0,,1,12,12.00,0,0,0
13,1967,5,1967-10-15,23-036,GNB,,MIN,L 7-10,14,22,1.57,0,,3,18,6.00,0,0,0
14,1967,6,1967-10-22,23-043,GNB,@,NYG,W 48-21,21,123,5.86,1,,1,38,38.00,1,2,12
15,1967,7,1967-10-30,23-051,GNB,@,STL,W 31-23,10,71,7.10,0,,0,0,,0,0,0
16,1967,8,1967-11-05,23-057,GNB,@,BAL,L 10-13,4,12,3.00,0,,0,0,,0,0,0
17,1967,11,1967-11-26,23-078,GNB,@,CHI,W 17-13,4,18,4.50,0,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
18,1968,1,1968-09-15,24-006,GNB,,PHI,W 30-13,12,37,3.08,1,,0,0,,0,1,6
19,1968,2,1968-09-22,24-013,GNB,,MIN,L 13-26,6,30,5.00,0,,0,0,,0,0,0
20,1968,3,1968-09-29,24-020,GNB,,DET,L 17-23,11,43,3.91,0,,0,0,,0,0,0
21,1968,4,1968-10-06,24-027,GNB,@,ATL,W 38-7,10,26,2.60,0,,3,64,21.33,0,0,0
22,1968,5,1968-10-13,24-034,GNB,,RAM,L 14-16,12,18,1.50,0,,0,0,,0,0,0
23,1968,6,1968-10-20,24-041,GNB,@,DET,T 14-14,6,16,2.67,0,,1,2,2.00,0,0,0
24,1968,7,1968-10-28,24-049,GNB,@,DAL,W 28-17,1,4,4.00,0,,0,0,,0,0,0
25,1968,8,1968-11-03,24-055,GNB,,CHI,L 10-13,2,19,9.50,0,,0,0,,0,0,0
26,1968,9,1968-11-10,24-062,GNB,@,MIN,L 10-14,11,89,8.09,0,,2,13,6.50,0,0,0
27,1968,10,1968-11-17,24-069,GNB,,NOR,W 29-7,10,50,5.00,0,,0,0,,0,0,0
28,1968,11,1968-11-24,24-076,GNB,@,WAS,W 27-7,16,56,3.50,0,,2,20,10.00,0,0,0
29,1968,12,1968-12-01,24-083,GNB,@,SFO,L 20-27,16,88,5.50,2,,1,2,2.00,0,2,12
30,1968,13,1968-12-07,24-089,GNB,,BAL,L 3-16,11,27,2.45,0,,5,26,5.20,0,0,0
31,1968,14,1968-12-15,24-097,GNB,@,CHI,W 28-27,11,15,1.36,0,,4,83,20.75,1,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
32,1969,1,1969-09-21,25-012,GNB,,CHI,W 17-0,16,85,5.31,1,,1,2,2.00,0,1,6
33,1969,2,1969-09-28,25-019,GNB,,SFO,W 14-7,6,19,3.17,0,,3,27,9.00,1,1,6
34,1969,3,1969-10-05,25-026,GNB,@,MIN,L 7-19,5,19,3.80,0,,1,-1,-1.00,0,0,0
35,1969,4,1969-10-12,25-033,GNB,@,DET,W 28-17,7,10,1.43,0,,2,7,3.50,0,0,0
36,1969,5,1969-10-19,25-040,GNB,@,RAM,L 21-34,4,1,0.25,0,,0,0,,0,0,0
37,1969,6,1969-10-26,25-047,GNB,,ATL,W 28-10,11,62,5.64,0,,2,13,6.50,0,0,0
38,1969,7,1969-11-02,25-054,GNB,@,PIT,W 38-34,7,5,0.71,0,,0,0,,0,0,0
39,1969,8,1969-11-09,25-061,GNB,@,BAL,L 6-14,10,40,4.00,0,,3,50,16.67,0,0,0
40,1969,11,1969-11-30,25-082,GNB,,NYG,W 20-10,6,18,3.00,0,,0,0,,0,0,0
41,1969,12,1969-12-07,25-089,GNB,@,CLE,L 7-20,1,2,2.00,0,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
42,1970,1,1970-09-20,26-011,GNB,,DET,L 0-40,2,3,1.50,0,,2,-5,-2.50,0,0,0
43,1970,6,1970-10-25,26-046,GNB,,PHI,W 30-17,2,-1,-0.50,0,,0,0,,0,0,0
44,1970,7,1970-11-01,26-053,GNB,@,SFO,L 10-26,10,40,4.00,0,,0,0,,0,0,0
45,1970,8,1970-11-09,26-061,GNB,,BAL,L 10-13,16,58,3.63,1,,3,9,3.00,0,1,6
46,1970,9,1970-11-15,26-067,GNB,,CHI,W 20-19,14,44,3.14,0,,9,42,4.67,0,0,0
47,1970,10,1970-11-22,26-074,GNB,@,MIN,L 3-10,12,30,2.50,0,,3,32,10.67,0,0,0
48,1970,11,1970-11-26,26-078,GNB,@,DAL,L 3-16,7,19,2.71,0,,1,6,6.00,0,0,0
49,1970,14,1970-12-20,26-102,GNB,@,DET,L 0-20,4,17,4.25,0,,1,-1,-1.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
50,1971,1,1971-09-19,27-010,CHI,,PIT,W 17-15,8,13,1.63,0,,3,16,5.33,0,0,0
51,1971,2,1971-09-26,27-017,CHI,@,MIN,W 20-17,5,28,5.60,0,,2,34,17.00,0,0,0
52,1971,3,1971-10-03,27-024,CHI,@,RAM,L 3-17,5,4,0.80,0,,0,0,,0,0,0
53,1971,4,1971-10-10,27-031,CHI,,NOR,W 35-14,7,20,2.86,0,,1,4,4.00,0,0,0
54,1971,5,1971-10-17,27-038,CHI,@,SFO,L 0-13,4,11,2.75,0,,2,12,6.00,0,0,0
55,1971,6,1971-10-24,27-045,CHI,@,DET,W 28-23,4,17,4.25,0,,1,0,0.00,0,0,0
56,1971,7,1971-10-31,27-052,CHI,,DAL,W 23-19,3,7,2.33,0,,0,0,,0,0,0
57,1971,8,1971-11-07,27-059,CHI,,GNB,L 14-17,7,30,4.29,0,,4,18,4.50,0,0,0
58,1971,9,1971-11-14,27-066,CHI,,WAS,W 16-15,5,17,3.40,0,,1,-3,-3.00,0,0,0
59,1971,10,1971-11-21,27-073,CHI,,DET,L 3-28,2,2,1.00,0,,2,11,5.50,0,0,0
60,1971,11,1971-11-29,27-081,CHI,@,MIA,L 3-34,0,0,,0,,1,8,8.00,0,0,0
61,1971,13,1971-12-12,27-094,CHI,@,GNB,L 10-31,1,0,0.00,0,,0,0,,0,0,0
,,,61 Games,,,,,34-25-2,475,1731,3.64,8,,82,675,8.23,3,11,66
