
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
10,1966,1,1966-09-18,22-242,DAL,,NYG,W 52-7,6,38,6.33,0,,6,120,20.00,3,0,1,0.00,0,0,0,39.6,0.00,0.00,1,18,18.00,0,1,14,14.00,0,,,,,,,3,18
11,1966,2,1966-09-25,22-249,DAL,,MIN,W 28-17,13,81,6.23,1,,1,23,23.00,0,1,1,100.00,29,0,0,118.7,29.00,29.00,1,21,21.00,0,0,0,,0,,,,,,,1,6
12,1966,3,1966-10-02,22-256,DAL,@,ATL,W 47-14,10,55,5.50,1,,1,11,11.00,1,0,0,,0,0,0,,,,1,17,17.00,0,1,-15,-15.00,0,,,,,,,2,12
13,1966,4,1966-10-09,22-263,DAL,,PHI,W 56-7,9,33,3.67,1,,4,98,24.50,1,1,1,100.00,9,0,0,104.2,9.00,9.00,0,0,,0,0,0,,0,,,,,,,2,12
14,1966,5,1966-10-16,22-270,DAL,@,STL,T 10-10,15,29,1.93,1,,2,18,9.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
15,1966,6,1966-10-23,22-277,DAL,@,CLE,L 21-30,10,49,4.90,0,,4,42,10.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
16,1966,7,1966-10-30,22-284,DAL,,PIT,W 52-21,13,66,5.08,0,,3,39,13.00,2,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,2,12
17,1966,8,1966-11-06,22-291,DAL,@,PHI,L 23-24,20,67,3.35,1,,4,68,17.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
18,1966,9,1966-11-13,22-298,DAL,@,WAS,W 31-30,13,59,4.54,1,,2,35,17.50,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,,,,,,,1,6
19,1966,10,1966-11-20,22-305,DAL,@,PIT,W 20-7,16,27,1.69,0,,5,49,9.80,0,1,1,100.00,10,0,0,108.3,10.00,10.00,0,0,,0,0,0,,0,,,,,,,0,0
20,1966,11,1966-11-24,22-309,DAL,,CLE,W 26-14,14,49,3.50,0,,4,32,8.00,1,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
21,1966,12,1966-12-04,22-319,DAL,,STL,W 31-17,14,65,4.64,1,,2,20,10.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
22,1966,13,1966-12-11,22-326,DAL,,WAS,L 31-34,10,108,10.80,1,,1,-4,-4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
23,1966,14,1966-12-18,22-333,DAL,@,NYG,W 17-7,12,31,2.58,0,,2,6,3.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
24,1967,1,1967-09-17,23-241,DAL,@,CLE,W 21-14,18,114,6.33,0,,2,33,16.50,1,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
25,1967,2,1967-09-24,23-248,DAL,,NYG,W 38-24,15,69,4.60,0,,3,26,8.67,1,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
26,1967,3,1967-10-01,23-255,DAL,,RAM,L 13-35,9,-2,-0.22,1,,4,65,16.25,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
27,1967,4,1967-10-08,23-262,DAL,@,WAS,W 17-14,20,35,1.75,0,,3,56,18.67,1,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
28,1967,5,1967-10-15,23-269,DAL,,NOR,W 14-10,12,63,5.25,0,,2,14,7.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
29,1967,6,1967-10-22,23-276,DAL,@,PIT,W 24-21,9,46,5.11,0,,2,14,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
30,1967,7,1967-10-29,23-283,DAL,@,PHI,L 14-21,11,24,2.18,0,,2,18,9.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
31,1967,8,1967-11-05,23-290,DAL,,ATL,W 37-7,15,42,2.80,2,,6,114,19.00,2,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,4,24
32,1967,9,1967-11-12,23-297,DAL,@,NOR,W 27-10,13,37,2.85,1,,1,46,46.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
33,1967,10,1967-11-19,23-304,DAL,,WAS,L 20-27,10,24,2.40,0,,1,7,7.00,0,2,3,66.67,76,0,1,70.1,25.33,10.33,0,0,,0,0,0,,0,,,,,,,0,0
34,1967,11,1967-11-23,23-308,DAL,,STL,W 46-21,11,31,2.82,0,,3,51,17.00,0,1,1,100.00,74,1,0,158.3,74.00,94.00,0,0,,0,0,0,,0,,,,,,,0,0
35,1967,12,1967-12-03,23-318,DAL,@,BAL,L 17-23,14,50,3.57,0,,2,1,0.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
36,1967,13,1967-12-10,23-325,DAL,,PHI,W 38-17,10,47,4.70,1,,4,28,7.00,1,1,1,100.00,45,1,0,158.3,45.00,65.00,0,0,,0,0,0,,0,,,,,,,2,12
37,1967,14,1967-12-16,23-331,DAL,@,SFO,L 16-24,6,23,3.83,0,,4,17,4.25,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
38,1968,1,1968-09-15,24-240,DAL,,DET,W 59-13,8,25,3.13,2,,3,41,13.67,0,2,2,100.00,43,0,0,118.7,21.50,21.50,0,0,,0,0,0,,0,,,,,,,2,12
39,1968,2,1968-09-22,24-247,DAL,,CLE,W 28-7,17,98,5.76,2,,1,15,15.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,2,12
40,1968,3,1968-09-29,24-254,DAL,@,PHI,W 45-13,13,46,3.54,0,,3,28,9.33,1,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,,,,,,,1,6
41,1968,4,1968-10-06,24-261,DAL,@,STL,W 27-10,2,9,4.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
42,1969,2,1969-09-28,25-252,DAL,@,NOR,W 21-17,2,-1,-0.50,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
43,1969,3,1969-10-05,25-259,DAL,@,PHI,W 38-7,4,8,2.00,0,,3,57,19.00,1,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
44,1969,4,1969-10-12,25-266,DAL,@,ATL,W 24-17,3,19,6.33,0,,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
45,1969,5,1969-10-19,25-273,DAL,,PHI,W 49-14,4,5,1.25,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
46,1969,6,1969-10-27,25-281,DAL,,NYG,W 25-3,1,9,9.00,0,,1,14,14.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
47,1969,7,1969-11-02,25-287,DAL,@,CLE,L 10-42,1,6,6.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
48,1969,8,1969-11-09,25-294,DAL,,NOR,W 33-17,2,8,4.00,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
49,1969,9,1969-11-16,25-301,DAL,@,WAS,W 41-28,3,18,6.00,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
50,1969,10,1969-11-23,25-308,DAL,@,RAM,L 23-24,15,45,3.00,0,,4,32,8.00,0,1,2,50.00,35,0,1,56.2,17.50,-5.00,0,0,,0,0,0,,0,,,,,,,0,0
51,1969,11,1969-11-27,25-312,DAL,,SFO,T 24-24,13,29,2.23,1,,6,60,10.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,1,6
52,1969,12,1969-12-07,25-322,DAL,@,PIT,W 10-7,5,16,3.20,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
53,1969,13,1969-12-13,25-328,DAL,,BAL,W 27-10,6,11,1.83,0,,3,20,6.67,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
54,1970,4,1970-10-11,26-265,DAL,,ATL,W 13-0,1,0,0.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
55,1970,5,1970-10-18,26-272,DAL,@,MIN,L 13-54,0,0,,0,,1,8,8.00,0,1,1,100.00,14,0,0,118.7,14.00,14.00,0,0,,0,0,0,,0,,,,,,,0,0
56,1970,6,1970-10-25,26-279,DAL,@,KAN,W 27-16,16,56,3.50,0,,2,16,8.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
57,1970,8,1970-11-08,26-293,DAL,@,NYG,L 20-23,0,0,,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
58,1970,9,1970-11-16,26-301,DAL,,STL,L 0-38,6,-1,-0.17,0,,1,17,17.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
59,1970,10,1970-11-22,26-307,DAL,@,WAS,W 45-21,3,14,4.67,0,,1,9,9.00,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,0,0,,0,,,,,,,0,0
60,1970,11,1970-11-26,26-311,DAL,,GNB,W 16-3,5,4,0.80,0,,3,56,18.67,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
61,1970,12,1970-12-06,26-321,DAL,,WAS,W 34-0,4,11,2.75,2,,2,9,4.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,2,12
62,1970,14,1970-12-20,26-335,DAL,,HOU,W 52-10,0,0,,0,,1,16,16.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
63,1971,1,1971-09-19,27-243,DAL,@,BUF,W 49-37,1,7,7.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
64,1971,2,1971-09-26,27-250,DAL,@,PHI,W 42-7,0,0,,0,,0,0,,0,2,3,66.67,24,0,0,91.0,8.00,8.00,0,0,,0,0,0,,0,,,,,,,0,0
65,1971,3,1971-10-03,27-257,DAL,,WAS,L 16-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1971,4,1971-10-11,27-265,DAL,,NYG,W 20-13,8,58,7.25,0,,0,0,,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,0,0,,0,,,,,,,0,0
67,1971,5,1971-10-17,27-271,DAL,@,NOR,L 14-24,1,4,4.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
68,1971,6,1971-10-24,27-278,DAL,,NWE,W 44-21,4,7,1.75,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
69,1971,7,1971-10-31,27-285,DAL,@,CHI,L 19-23,0,0,,0,,2,22,11.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
70,1971,8,1971-11-07,27-292,DAL,@,STL,W 16-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100.0,,,,,
71,1971,9,1971-11-14,27-299,DAL,,PHI,W 20-7,2,0,0.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
72,1971,10,1971-11-21,27-306,DAL,@,WAS,W 13-0,0,0,,0,,1,3,3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
73,1971,11,1971-11-25,27-310,DAL,,RAM,W 28-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1971,12,1971-12-04,27-319,DAL,,NYJ,W 52-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1971,13,1971-12-12,27-327,DAL,@,NYG,W 42-14,1,3,3.00,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
76,1971,14,1971-12-18,27-333,DAL,,STL,W 31-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
77,1972,1,1972-09-17,28-242,DAL,,PHI,W 28-6,1,0,0.00,0,,0,0,,0,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
78,1972,7,1972-10-30,28-285,DAL,,DET,W 28-24,1,0,0.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
79,1972,8,1972-11-05,28-291,DAL,@,SDG,W 34-28,1,14,14.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
,,,79 Games,,,,,57-20-2,535,1990,3.72,25,,129,1693,13.12,17,14,32,43.75,370,2,4,68.0,11.56,7.19,5,101,20.20,0,2,-1,-0.50,0,1,1,100.0,,,,42,252
