
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1960,3,1960-10-16,23-353,CLE,@,DAL,W 48-7,5,52,10.40,1,,5,-18,-3.60,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,6
2,1960,5,1960-10-30,24-001,CLE,@,WAS,W 31-10,2,4,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,18,,0,0,,,0,0,0
3,1960,6,1960-11-06,24-008,CLE,,NYG,L 13-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,13,13.00,0,0,0,,0,0,0
4,1960,8,1960-11-20,24-022,CLE,@,PIT,L 10-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,18,18.00,0,0,0,,0,0,0
5,1960,10,1960-12-04,24-036,CLE,,WAS,W 27-16,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,18,18.00,0,0,0,,0,0,0
6,1960,11,1960-12-11,24-043,CLE,,CHI,W 42-0,1,4,4.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
7,1960,12,1960-12-18,24-050,CLE,@,NYG,W 48-34,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,2,41,20.50,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
8,1961,3,1961-10-01,24-337,MIN,@,BAL,L 33-34,3,11,3.67,0,,1,5,5.00,0,0,0,,0,0,0,,,,1,29,29.00,0,0,0,,0,0,0
9,1961,4,1961-10-08,24-344,MIN,,DAL,L 0-28,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,2,46,23.00,0,0,0,,0,0,0
10,1961,5,1961-10-15,24-351,MIN,,SFO,L 24-38,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,3,72,24.00,0,0,0,,0,0,0
11,1961,8,1961-11-05,25-007,MIN,@,RAM,L 17-31,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,2,36,18.00,0,0,0,,0,0,0
12,1961,10,1961-11-19,25-021,MIN,,DET,L 10-37,0,0,,0,,1,-13,-13.00,0,0,0,,0,0,0,,,,2,48,24.00,0,0,0,,0,0,0
13,1961,11,1961-11-26,25-028,MIN,@,SFO,L 28-38,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,6,151,25.17,0,0,0,,0,0,0
14,1961,12,1961-12-03,25-035,MIN,,RAM,W 42-21,0,0,,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,3,70,23.33,0,0,0,,0,0,0
15,1961,13,1961-12-10,25-042,MIN,@,DET,L 7-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,3,52,17.33,0,0,0,,0,0,0
16,1961,14,1961-12-17,25-049,MIN,@,CHI,L 35-52,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,8,8.00,0,0,0
,,,16 Games,,,,,6-10-0,11,71,6.45,1,,7,-26,-3.71,0,0,1,0.00,0,0,0,39.6,0.00,0.00,27,612,22.67,0,1,8,8.00,0,1,6
