
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1975,1,1975-09-21,23-333,NOR,@,WAS,L 3-41,4,-3,-0.75,0,,2,1,0.50,0,0,0
2,1975,2,1975-09-28,23-340,NOR,,CIN,L 0-21,1,-1,-1.00,0,,1,8,8.00,0,0,0
3,1975,4,1975-10-12,23-354,NOR,,GNB,W 20-19,1,12,12.00,0,,0,0,,0,0,0
4,1975,5,1975-10-19,23-361,NOR,@,SFO,L 21-35,1,1,1.00,0,,2,11,5.50,0,0,0
5,1975,6,1975-10-26,24-003,NOR,@,RAM,L 14-38,5,22,4.40,0,,1,9,9.00,0,0,0
6,1975,7,1975-11-02,24-010,NOR,,ATL,W 23-7,4,13,3.25,0,,2,11,5.50,0,0,0
7,1975,8,1975-11-09,24-017,NOR,@,OAK,L 10-48,3,-2,-0.67,0,,0,0,,0,0,0
8,1975,9,1975-11-16,24-024,NOR,,MIN,L 7-20,1,2,2.00,0,,0,0,,0,0,0
9,1975,10,1975-11-23,24-031,NOR,,SFO,L 6-16,0,0,,0,,1,0,0.00,0,0,0
10,1975,11,1975-11-30,24-038,NOR,@,CLE,L 16-17,1,5,5.00,0,,0,0,,0,0,0
11,1975,12,1975-12-07,24-045,NOR,,RAM,L 7-14,1,3,3.00,0,,0,0,,0,0,0
12,1975,13,1975-12-14,24-052,NOR,@,NYG,L 14-28,6,25,4.17,0,,0,0,,0,0,0
13,1975,14,1975-12-21,24-059,NOR,,CHI,L 17-42,14,31,2.21,1,,1,12,12.00,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
14,1976,1,1976-09-12,24-325,NOR,,MIN,L 9-40,1,2,2.00,0,,0,0,,0,0,0
,,,14 Games,,,,,2-12-0,43,110,2.56,1,,10,52,5.20,0,1,6
