
22,1999,7,1999-10-24,25-050,OAK,,NYJ,W 24-23,4,2,9,4.50,0,0,0,,0,0,0
23,1999,8,1999-10-31,25-057,OAK,,MIA,L 9-16,2,,,,,,,,,,
24,1999,9,1999-11-14,25-071,OAK,,SDG,W 28-9,4,3,19,6.33,0,0,0,,0,0,0
25,1999,10,1999-11-22,25-079,OAK,@,DEN,L 21-27,4,4,41,10.25,1,0,0,,0,1,6
26,1999,11,1999-11-28,25-085,OAK,,KAN,L 34-37,5,5,48,9.60,0,1,3,3.00,0,0,0
27,1999,12,1999-12-05,25-092,OAK,,SEA,W 30-21,3,3,27,9.00,0,1,5,5.00,0,0,0
28,1999,13,1999-12-09,25-096,OAK,@,TEN,L 14-21,5,3,42,14.00,0,0,0,,0,0,0
29,1999,14,1999-12-19,25-106,OAK,,TAM,W 45-0,3,1,4,4.00,0,0,0,,0,0,0
30,1999,15,1999-12-26,25-113,OAK,@,SDG,L 20-23,4,2,17,8.50,0,0,0,,0,0,0
31,1999,16,2000-01-02,25-120,OAK,@,KAN,W 41-38,11,8,50,6.25,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts
32,2000,1,2000-09-03,25-365,OAK,,SDG,W 9-6,5,2,30,15.00,0,0,0,,0,0,0
33,2000,2,2000-09-10,26-006,OAK,@,IND,W 38-31,1,1,13,13.00,0,0,0,,0,0,0
34,2000,3,2000-09-17,26-013,OAK,,DEN,L 24-33,,,,,,,,,,,
35,2000,4,2000-09-24,26-020,OAK,,CLE,W 36-10,4,3,13,4.33,0,0,0,,0,0,0
36,2000,6,2000-10-15,26-041,OAK,@,KAN,W 20-17,7,7,48,6.86,0,0,0,,0,0,0
37,2000,7,2000-10-22,26-048,OAK,,SEA,W 31-3,1,1,-1,-1.00,0,0,0,,0,0,0
38,2000,8,2000-10-29,26-055,OAK,@,SDG,W 15-13,1,1,6,6.00,0,0,0,,0,0,0
39,2000,9,2000-11-05,26-062,OAK,,KAN,W 49-31,3,3,25,8.33,0,0,0,,0,0,0
40,2000,10,2000-11-13,26-070,OAK,@,DEN,L 24-27,4,3,11,3.67,0,0,0,,0,0,0
41,2000,11,2000-11-19,26-076,OAK,@,NOR,W 31-22,1,1,2,2.00,0,0,0,,0,0,0
42,2000,12,2000-11-26,26-083,OAK,,ATL,W 41-14,1,1,4,4.00,0,0,0,,0,0,0
43,2000,13,2000-12-03,26-090,OAK,@,PIT,L 20-21,5,3,22,7.33,0,0,0,,0,0,0
44,2000,14,2000-12-10,26-097,OAK,,NYJ,W 31-7,,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts
45,2001,1,2001-09-09,27-005,OAK,@,KAN,W 27-24,3,2,25,12.50,1,0,0,,0,1,6
46,2001,2,2001-09-23,27-019,OAK,@,MIA,L 15-18,,,,,,,,,,,
47,2001,3,2001-09-30,27-026,OAK,,SEA,W 38-14,1,,,,,,,,,,
48,2001,4,2001-10-07,27-033,OAK,,DAL,W 28-21,0,,,,,,,,,,
49,2001,5,2001-10-14,27-040,OAK,@,IND,W 23-18,1,,,,,,,,,,
50,2001,6,2001-10-28,27-054,OAK,@,PHI,W 20-10,2,2,15,7.50,0,0,0,,0,0,0
51,2001,7,2001-11-05,27-062,OAK,,DEN,W 38-28,3,3,11,3.67,1,0,0,,0,1,6
52,2001,8,2001-11-11,27-068,OAK,@,SEA,L 27-34,4,3,43,14.33,0,0,0,,0,0,0
53,2001,9,2001-11-18,27-075,OAK,,SDG,W 34-24,4,3,26,8.67,0,0,0,,0,0,0
54,2001,10,2001-11-25,27-082,OAK,@,NYG,W 28-10,1,,,,,,,,,,
55,2001,11,2001-12-02,27-089,OAK,,ARI,L 31-34,2,2,16,8.00,0,0,0,,0,0,0
56,2001,13,2001-12-15,27-102,OAK,@,SDG,W 13-6,,,,,,,,,,,
57,2001,14,2001-12-22,27-109,OAK,,TEN,L 10-13,2,1,2,2.00,0,0,0,,0,0,0
58,2001,15,2001-12-30,27-117,OAK,@,DEN,L 17-23,2,2,7,3.50,0,0,0,,0,0,0
59,2001,16,2002-01-06,27-124,OAK,,NYJ,L 22-24,2,1,9,9.00,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts
60,2002,1,2002-09-08,28-004,OAK,,SEA,W 31-17,4,2,12,6.00,0,0,0,,0,0,0
61,2002,2,2002-09-15,28-011,OAK,@,PIT,W 30-17,2,1,5,5.00,0,0,0,,0,0,0
62,2002,3,2002-09-29,28-025,OAK,,TEN,W 52-25,1,1,5,5.00,0,0,0,,0,0,0
63,2002,4,2002-10-06,28-032,OAK,@,BUF,W 49-31,1,1,7,7.00,0,0,0,,0,0,0
64,2002,5,2002-10-13,28-039,OAK,@,STL,L 13-28,,,,,,,,,,,
65,2002,6,2002-10-20,28-046,OAK,,SDG,L 21-27,1,1,7,7.00,1,0,0,,0,1,6
66,2002,7,2002-10-27,28-053,OAK,@,KAN,L 10-20,1,,,,,,,,,,
67,2002,8,2002-11-03,28-060,OAK,,SFO,L 20-23,1,1,5,5.00,0,0,0,,0,0,0
68,2002,9,2002-11-11,28-068,OAK,@,DEN,W 34-10,0,,,,,,,,,,
69,2002,10,2002-11-17,28-074,OAK,,NWE,W 27-20,2,1,7,7.00,0,0,0,,0,0,0
70,2002,11,2002-11-24,28-081,OAK,@,ARI,W 41-20,1,1,4,4.00,0,0,0,,0,0,0
71,2002,12,2002-12-02,28-089,OAK,,NYJ,W 26-20,3,1,14,14.00,0,0,0,,0,0,0
72,2002,13,2002-12-08,28-095,OAK,@,SDG,W 27-7,2,,,,,,,,,,
73,2002,14,2002-12-15,28-102,OAK,@,MIA,L 17-23,2,,,,,,,,,,
74,2002,15,2002-12-22,28-109,OAK,,DEN,W 28-16,0,,,,,,,,,,
75,2002,16,2002-12-28,28-115,OAK,,KAN,W 24-0,,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts
76,2003,1,2003-09-08,29-004,PHI,,TAM,L 0-17,2,1,12,12.00,0,0,0,,0,0,0
77,2003,2,2003-09-14,29-010,PHI,,NWE,L 10-31,2,,,,,,,,,,
78,2003,3,2003-09-28,29-024,PHI,@,BUF,W 23-13,1,1,4,4.00,0,0,0,,0,0,0
79,2003,4,2003-10-05,29-031,PHI,,WAS,W 27-25,3,2,14,7.00,1,0,0,,0,1,6
80,2003,5,2003-10-12,29-038,PHI,@,DAL,L 21-23,3,1,2,2.00,0,0,0,,0,0,0
81,2003,6,2003-10-19,29-045,PHI,@,NYG,W 14-10,1,1,3,3.00,0,0,0,,0,0,0
82,2003,7,2003-10-26,29-052,PHI,,NYJ,W 24-17,3,3,10,3.33,1,0,0,,0,1,6
83,2003,8,2003-11-02,29-059,PHI,@,ATL,W 23-16,1,,,,,,,,,,
84,2003,9,2003-11-10,29-067,PHI,@,GNB,W 17-14,2,2,11,5.50,0,0,0,,0,0,0
85,2003,10,2003-11-16,29-073,PHI,,NYG,W 28-10,,,,,,,,,,,
86,2003,11,2003-11-23,29-080,PHI,,NOR,W 33-20,1,1,2,2.00,1,0,0,,0,1,6
87,2003,12,2003-11-30,29-087,PHI,@,CAR,W 25-16,3,2,9,4.50,0,0,0,,0,0,0
88,2003,13,2003-12-07,29-094,PHI,,DAL,W 36-10,,,,,,,,,,,
89,2003,14,2003-12-15,29-102,PHI,@,MIA,W 34-27,2,2,13,6.50,0,0,0,,0,0,0
90,2003,15,2003-12-21,29-108,PHI,,SFO,L 28-31,1,1,6,6.00,0,1,1,1.00,0,0,0
91,2003,16,2003-12-27,29-114,PHI,@,WAS,W 31-7,1,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts
92,2004,1,2004-09-12,30-008,PHI,,NYG,W 31-17,3,2,14,7.00,0,0,0,,0,0,0
93,2004,2,2004-09-20,30-016,PHI,,MIN,W 27-16,3,2,22,11.00,0,0,0,,0,0,0
94,2004,3,2004-09-26,30-022,PHI,@,DET,W 30-13,,,,,,,,,,,
,,,94 Games,,,,,60-34-0,220,150,1148,7.65,7,15,36,2.40,0,7,42
