
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1996,3,1996-09-22,21-307,STL,,WAS,L 10-17,1,4,4.00,0,1,0,0,,0,0,0
2,1996,4,1996-09-29,21-314,STL,@,ARI,L 28-31,1,0,0.00,0,0,0,0,,0,0,0
3,1996,5,1996-10-06,21-321,STL,,SFO,L 11-28,0,0,,0,,0,0,,0,,
4,1996,6,1996-10-13,21-328,STL,@,CAR,L 13-45,0,0,,0,,0,0,,0,,
5,1996,7,1996-10-20,21-335,STL,,JAX,W 17-14,1,0,0.00,0,2,0,0,,0,0,0
6,1996,8,1996-10-27,21-342,STL,@,BAL,L 31-37,0,0,,0,,0,0,,0,,
7,1996,9,1996-11-03,21-349,STL,@,PIT,L 6-42,3,9,3.00,0,2,2,8,4.00,0,0,0
8,1996,10,1996-11-10,21-356,STL,,ATL,W 59-16,0,0,,0,,0,0,,0,,
9,1996,14,1996-12-08,22-018,STL,@,CHI,L 9-35,0,0,,0,,0,0,,0,,
10,1996,15,1996-12-15,22-025,STL,@,ATL,W 34-27,3,18,6.00,0,0,0,0,,0,0,0
11,1996,16,1996-12-21,22-031,STL,,NOR,W 14-13,2,1,0.50,0,2,1,5,5.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
12,1997,8,1997-10-26,22-340,STL,,KAN,L 20-28,0,0,,0,,0,0,,0,,
13,1997,9,1997-11-02,22-347,STL,@,ATL,L 31-34,2,14,7.00,0,0,0,0,,0,0,0
14,1997,10,1997-11-09,22-354,STL,@,GNB,L 7-17,2,9,4.50,0,5,4,38,9.50,0,0,0
15,1997,11,1997-11-16,22-361,STL,,ATL,L 21-27,6,18,3.00,0,1,1,6,6.00,0,0,0
16,1997,12,1997-11-23,23-003,STL,,CAR,L 10-16,19,60,3.16,0,1,0,0,,0,0,0
17,1997,13,1997-11-30,23-010,STL,@,WAS,W 23-20,22,92,4.18,1,1,1,6,6.00,0,1,6
18,1997,14,1997-12-07,23-017,STL,@,NOR,W 34-27,13,39,3.00,1,2,1,0,0.00,0,1,6
19,1997,15,1997-12-14,23-024,STL,,CHI,L 10-13,13,35,2.69,1,2,1,19,19.00,0,1,6
20,1997,16,1997-12-20,23-030,STL,@,CAR,W 30-18,27,113,4.19,0,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
21,1998,1,1998-09-06,23-290,STL,,NOR,L 17-24,15,24,1.60,1,1,1,6,6.00,0,1,6
22,1998,3,1998-09-20,23-304,STL,@,BUF,W 34-33,2,0,0.00,0,0,0,0,,0,0,0
23,1998,5,1998-10-11,23-325,STL,,NYJ,W 30-10,8,25,3.13,0,1,1,4,4.00,0,0,0
24,1998,7,1998-10-25,23-339,STL,,SFO,L 10-28,1,18,18.00,0,0,0,0,,0,0,0
25,1998,8,1998-11-01,23-346,STL,@,ATL,L 15-37,0,0,,0,4,4,32,8.00,0,0,0
26,1998,9,1998-11-08,23-353,STL,@,CHI,W 20-12,3,10,3.33,0,3,2,10,5.00,0,0,0
27,1998,10,1998-11-15,23-360,STL,@,NOR,L 3-24,11,26,2.36,0,3,1,8,8.00,0,0,0
28,1998,11,1998-11-22,24-002,STL,,CAR,L 20-24,15,34,2.27,1,0,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
29,2000,2,2000-09-10,25-295,NOR,@,SDG,W 28-27,,,,,,,,,,,
30,2000,3,2000-09-17,25-302,NOR,@,SEA,L 10-20,,,,,0,,,,,,
31,2000,7,2000-10-22,25-337,NOR,@,ATL,W 21-19,,,,,,,,,,,
32,2000,8,2000-10-29,25-344,NOR,@,ARI,W 21-10,,,,,0,,,,,,
33,2000,9,2000-11-05,25-351,NOR,,SFO,W 31-15,,,,,,,,,,,
34,2000,10,2000-11-12,25-358,NOR,@,CAR,W 20-10,1,2,2.00,0,0,0,0,,0,0,0
35,2000,11,2000-11-19,25-365,NOR,,OAK,L 22-31,13,42,3.23,0,0,0,0,,0,0,0
36,2000,12,2000-11-26,26-006,NOR,@,STL,W 31-24,18,61,3.39,1,0,0,0,,0,1,6
37,2000,13,2000-12-03,26-013,NOR,,DEN,L 23-38,1,6,6.00,0,0,0,0,,0,0,0
38,2000,15,2000-12-17,26-027,NOR,,ATL,W 23-7,,,,,,,,,,,
39,2000,16,2000-12-24,26-034,NOR,,STL,L 21-26,4,45,11.25,0,0,0,0,,0,0,0
,,,39 Games,,,,,17-22-0,207,705,3.41,6,31,20,142,7.10,0,6,36
