
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1996,1,1996-09-01,24-067,MIA,,NWE,W 24-10,1,1,21,21.00,0,2,2,1.00,0,3,29,9.67,0,0,0
2,1996,2,1996-09-08,24-074,MIA,@,ARI,W 38-10,1,1,12,12.00,0,0,0,,0,1,24,24.00,0,0,0
3,1996,3,1996-09-15,24-081,MIA,,NYJ,W 36-27,1,1,52,52.00,0,0,0,,0,2,53,26.50,0,0,0
4,1996,4,1996-09-23,24-089,MIA,@,IND,L 6-10,2,1,13,13.00,0,0,0,,0,2,70,35.00,0,0,0
5,1996,5,1996-10-06,24-102,MIA,,SEA,L 15-22,8,6,86,14.33,0,1,10,10.00,0,1,-1,-1.00,0,0,0
6,1996,6,1996-10-13,24-109,MIA,@,BUF,W 21-7,4,2,15,7.50,0,0,0,,0,2,39,19.50,0,0,0
7,1996,7,1996-10-20,24-116,MIA,@,PHI,L 28-35,7,6,71,11.83,0,0,0,,0,2,52,26.00,0,0,0
8,1996,8,1996-10-27,24-123,MIA,,DAL,L 10-29,4,2,12,6.00,0,2,14,7.00,0,2,69,34.50,0,0,0
9,1996,9,1996-11-03,24-130,MIA,@,NWE,L 23-42,1,0,0,,0,1,2,2.00,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
10,1997,3,1997-09-14,25-080,MIA,@,GNB,L 18-23,8,4,24,6.00,0,1,2,2.00,0,0,0,,0,0,0
11,1997,4,1997-09-21,25-087,MIA,@,TAM,L 21-31,3,3,28,9.33,0,1,3,3.00,0,0,0,,0,0,0
12,1997,5,1997-10-05,25-101,MIA,,KAN,W 17-14,1,1,6,6.00,0,1,12,12.00,0,2,26,13.00,0,0,0
13,1997,6,1997-10-12,25-108,MIA,@,NYJ,W 31-20,3,3,15,5.00,0,1,9,9.00,0,0,0,,0,0,0
14,1997,7,1997-10-19,25-115,MIA,@,BAL,W 24-13,1,1,6,6.00,0,0,0,,0,0,0,,0,0,0
15,1997,8,1997-10-27,25-123,MIA,,CHI,L 33-36,3,2,19,9.50,1,2,77,38.50,1,2,43,21.50,0,2,12
16,1997,9,1997-11-02,25-129,MIA,@,BUF,L 6-9,7,3,34,11.33,0,1,8,8.00,0,2,76,38.00,0,0,0
17,1997,10,1997-11-09,25-136,MIA,,NYJ,W 24-17,3,2,21,10.50,0,1,1,1.00,0,1,20,20.00,0,0,0
18,1997,11,1997-11-17,25-144,MIA,,BUF,W 30-13,1,1,-3,-3.00,0,1,4,4.00,0,0,0,,0,0,0
19,1997,12,1997-11-23,25-150,MIA,@,NWE,L 24-27,7,5,47,9.40,0,1,1,1.00,0,0,0,,0,0,0
20,1997,13,1997-11-30,25-157,MIA,@,OAK,W 34-16,2,2,12,6.00,0,1,8,8.00,0,4,87,21.75,0,0,0
21,1997,14,1997-12-07,25-164,MIA,,DET,W 33-30,3,3,31,10.33,0,2,8,4.00,0,2,33,16.50,0,0,0
22,1997,15,1997-12-14,25-171,MIA,@,IND,L 0-41,2,1,7,7.00,0,3,10,3.33,0,0,0,,0,0,0
23,1997,16,1997-12-22,25-179,MIA,,NWE,L 12-14,4,3,15,5.00,0,1,3,3.00,0,2,29,14.50,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
24,1998,5,1998-10-04,26-100,DET,@,CHI,L 27-31,0,0,0,,0,0,0,,0,6,71,11.83,0,0,0
,,,24 Games,,,,,11-13-0,77,54,544,10.07,1,23,174,7.57,1,36,720,20.00,0,2,12
