
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1979,1,1979-09-02,24-316,WAS,,HOU,L 27-29,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,21,21.00,0,3,91,30.33,0,0,0
2,1979,2,1979-09-09,24-323,WAS,@,DET,W 27-24,5,12,2.40,0,,2,9,4.50,0,1,1,100.00,30,0,0,118.7,30.00,30.00,3,76,25.33,0,1,0,0.00,0,0,0
3,1979,3,1979-09-17,24-331,WAS,,NYG,W 27-0,4,36,9.00,0,,5,52,10.40,0,0,0,,0,0,0,,,,1,24,24.00,0,3,12,4.00,0,0,0
4,1979,4,1979-09-23,24-337,WAS,@,STL,W 17-7,3,2,0.67,0,,2,48,24.00,1,0,1,0.00,0,0,1,0.0,0.00,-45.00,1,18,18.00,0,3,4,1.33,0,1,6
5,1979,5,1979-09-30,24-344,WAS,@,ATL,W 16-7,5,26,5.20,0,,2,9,4.50,0,0,0,,0,0,0,,,,0,0,,0,2,1,0.50,0,0,0
6,1979,6,1979-10-07,24-351,WAS,@,PHI,L 17-28,3,13,4.33,0,,3,24,8.00,0,0,0,,0,0,0,,,,3,44,14.67,0,2,17,8.50,0,0,0
7,1979,7,1979-10-14,24-358,WAS,@,CLE,W 13-9,8,28,3.50,0,,1,10,10.00,0,0,0,,0,0,0,,,,2,44,22.00,0,4,41,10.25,0,0,0
8,1979,8,1979-10-21,25-000,WAS,,PHI,W 17-7,1,5,5.00,0,,2,21,10.50,0,0,0,,0,0,0,,,,2,48,24.00,0,4,26,6.50,0,0,0
9,1979,9,1979-10-28,25-007,WAS,,NOR,L 10-14,2,2,1.00,0,,2,15,7.50,0,0,0,,0,0,0,,,,3,74,24.67,0,1,12,12.00,0,0,0
10,1979,10,1979-11-04,25-014,WAS,@,PIT,L 7-38,0,0,,0,,2,9,4.50,0,0,0,,0,0,0,,,,3,55,18.33,0,1,3,3.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
11,1980,1,1980-09-08,25-323,WAS,,DAL,L 3-17,6,11,1.83,0,,2,12,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
12,1980,3,1980-09-21,25-336,WAS,@,OAK,L 21-24,1,-1,-1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
13,1980,4,1980-09-28,25-343,WAS,,SEA,L 0-14,2,13,6.50,0,,2,17,8.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
14,1980,5,1980-10-05,25-350,WAS,@,PHI,L 14-24,2,9,4.50,0,,3,17,5.67,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
15,1980,6,1980-10-13,25-358,WAS,@,DEN,L 17-20,4,2,0.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
16,1980,7,1980-10-19,25-364,WAS,,STL,W 23-0,2,7,3.50,0,,1,18,18.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
17,1980,8,1980-10-26,26-005,WAS,,NOR,W 22-14,3,12,4.00,0,,1,13,13.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
18,1980,10,1980-11-09,26-019,WAS,@,CHI,L 21-35,3,8,2.67,0,,2,30,15.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
19,1980,11,1980-11-16,26-026,WAS,,PHI,L 0-24,3,12,4.00,0,,1,4,4.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,0,0
20,1980,12,1980-11-23,26-033,WAS,@,DAL,L 10-14,2,16,8.00,0,,1,12,12.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
21,1980,13,1980-11-30,26-040,WAS,@,ATL,L 6-10,0,0,,0,,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
22,1980,14,1980-12-07,26-047,WAS,,SDG,W 40-17,4,18,4.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
23,1980,16,1980-12-21,26-061,WAS,@,STL,W 31-7,8,25,3.13,0,,2,51,25.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
,,,23 Games,,,,,10-13-0,71,256,3.61,0,,37,375,10.14,1,1,3,33.33,30,0,1,31.9,10.00,-5.00,19,404,21.26,0,24,207,8.63,0,1,6
