
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
25,1984,1,1984-09-02,25-205,CHI,,TAM,W 34-14,,1,7,7.00,0,7,5,0.71,0,0,0,,0,0,0,,0,0,0
26,1984,2,1984-09-09,25-212,CHI,,DEN,W 27-0,,1,13,13.00,0,3,8,2.67,0,1,20,20.00,0,0,0,,0,0,0
27,1984,3,1984-09-16,25-219,CHI,@,GNB,W 9-7,,0,0,,0,0,0,,0,1,14,14.00,0,0,0,,0,0,0
28,1984,4,1984-09-23,25-226,CHI,@,SEA,L 9-38,,0,0,,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
29,1984,5,1984-09-30,25-233,CHI,,DAL,L 14-23,,0,0,,0,0,0,,0,4,58,14.50,0,0,0,,0,0,0
30,1984,6,1984-10-07,25-240,CHI,,NOR,W 20-7,,0,0,,0,1,2,2.00,0,0,0,,0,0,0,,0,0,0
31,1984,7,1984-10-14,25-247,CHI,@,STL,L 21-38,,0,0,,0,0,0,,0,1,33,33.00,0,0,0,,0,0,0
32,1984,8,1984-10-21,25-254,CHI,@,TAM,W 44-9,,0,0,,0,2,8,4.00,1,0,0,,0,0,0,,0,1,6
33,1984,9,1984-10-28,25-261,CHI,,MIN,W 16-7,,0,0,,0,0,0,,0,0,0,,0,,,,,,
34,1984,10,1984-11-04,25-268,CHI,,RAI,W 17-6,,0,0,,0,0,0,,0,2,36,18.00,0,0,0,,0,0,0
35,1984,11,1984-11-11,25-275,CHI,@,RAM,L 13-29,,0,0,,0,0,0,,0,0,0,,0,,,,,,
36,1984,12,1984-11-18,25-282,CHI,,DET,W 16-14,,0,0,,0,0,0,,0,0,0,,0,,,,,,
37,1984,13,1984-11-25,25-289,CHI,@,MIN,W 34-3,,0,0,,0,3,17,5.67,0,0,0,,0,0,0,,0,0,0
38,1984,14,1984-12-03,25-297,CHI,@,SDG,L 7-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,
39,1984,15,1984-12-09,25-303,CHI,,GNB,L 14-20,,0,0,,0,1,2,2.00,0,0,0,,0,0,0,,0,0,0
40,1984,16,1984-12-16,25-310,CHI,@,DET,W 30-13,,2,9,4.50,0,4,37,9.25,0,1,25,25.00,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
41,1985,1,1985-09-08,26-210,CHI,,TAM,W 38-28,,0,0,,0,2,8,4.00,0,2,44,22.00,0,0,0,,0,0,0
42,1985,2,1985-09-15,26-217,CHI,,NWE,W 20-7,,0,0,,0,4,10,2.50,0,2,39,19.50,0,0,0,,0,0,0
43,1985,3,1985-09-19,26-221,CHI,@,MIN,W 33-24,,0,0,,0,0,0,,0,2,40,20.00,0,0,0,,0,0,0
44,1985,4,1985-09-29,26-231,CHI,,WAS,W 45-10,,0,0,,0,2,-1,-0.50,1,0,0,,0,0,0,,0,1,6
45,1985,5,1985-10-06,26-238,CHI,@,TAM,W 27-19,,0,0,,0,0,0,,0,2,57,28.50,0,0,0,,0,0,0
46,1985,6,1985-10-13,26-245,CHI,@,SFO,W 26-10,,0,0,,0,1,3,3.00,0,1,21,21.00,0,0,0,,0,0,0
47,1985,7,1985-10-21,26-253,CHI,,GNB,W 23-7,,0,0,,0,1,5,5.00,0,0,,,0,0,47,,0,0,0
48,1985,8,1985-10-27,26-259,CHI,,MIN,W 27-9,,0,0,,0,4,31,7.75,0,0,0,,0,0,0,,0,0,0
49,1985,9,1985-11-03,26-266,CHI,@,GNB,W 16-10,,0,0,,0,0,0,,0,1,13,13.00,0,0,0,,0,0,0
50,1985,10,1985-11-10,26-273,CHI,,DET,W 24-3,,0,0,,0,2,13,6.50,0,1,22,22.00,0,0,0,,0,0,0
51,1985,11,1985-11-17,26-280,CHI,@,DAL,W 44-0,,1,22,22.00,0,3,24,8.00,1,0,0,,0,0,0,,0,1,6
52,1985,12,1985-11-24,26-287,CHI,,ATL,W 36-0,,0,0,,0,6,30,5.00,0,0,0,,0,0,0,,0,0,0
53,1985,13,1985-12-02,26-295,CHI,@,MIA,L 24-38,,1,10,10.00,0,0,0,,0,2,72,36.00,0,0,0,,0,0,0
54,1985,14,1985-12-08,26-301,CHI,,IND,W 17-10,,2,38,19.00,0,0,0,,0,3,53,17.67,0,0,0,,0,0,0
55,1985,15,1985-12-14,26-307,CHI,@,NYJ,W 19-6,,1,7,7.00,0,2,22,11.00,0,1,11,11.00,0,0,0,,0,0,0
56,1985,16,1985-12-22,26-315,CHI,@,DET,W 37-17,,0,0,,0,3,15,5.00,0,1,94,94.00,1,0,0,,0,1,6
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
57,1986,1,1986-09-07,27-209,CHI,,CLE,W 41-31,,0,0,,0,2,21,10.50,0,1,91,91.00,1,0,0,,0,1,6
58,1986,2,1986-09-14,27-216,CHI,,PHI,W 13-10,,2,16,8.00,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
59,1986,3,1986-09-22,27-224,CHI,@,GNB,W 25-12,,2,17,8.50,0,1,8,8.00,0,2,71,35.50,0,0,0,,0,0,0
60,1986,5,1986-10-05,27-237,CHI,,MIN,W 23-0,,3,23,7.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
61,1986,6,1986-10-12,27-244,CHI,@,HOU,W 20-7,,0,0,,0,2,25,12.50,1,0,0,,0,0,0,,0,1,6
62,1986,7,1986-10-19,27-251,CHI,@,MIN,L 7-23,,0,0,,0,0,0,,0,2,60,30.00,0,0,0,,0,0,0
63,1986,8,1986-10-26,27-258,CHI,,DET,W 13-7,,1,8,8.00,0,1,-8,-8.00,0,0,0,,0,0,0,,0,0,0
64,1986,9,1986-11-03,27-266,CHI,,RAM,L 17-20,,0,0,,0,0,0,,0,3,110,36.67,0,0,0,,0,0,0
65,1986,10,1986-11-09,27-272,CHI,@,TAM,W 23-3,,1,37,37.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
66,1986,11,1986-11-16,27-279,CHI,@,ATL,W 13-10,,0,0,,0,1,14,14.00,0,3,49,16.33,0,0,0,,0,0,0
67,1986,12,1986-11-23,27-286,CHI,,GNB,W 12-10,,3,59,19.67,0,0,0,,0,3,70,23.33,0,0,0,,0,0,0
68,1986,13,1986-11-30,27-293,CHI,,PIT,W 13-10,,0,0,,0,0,0,,0,2,41,20.50,0,0,0,,0,0,0
69,1986,14,1986-12-07,27-300,CHI,,TAM,W 48-14,,2,17,8.50,0,2,36,18.00,0,2,45,22.50,0,0,0,,0,0,0
70,1986,15,1986-12-15,27-308,CHI,@,DET,W 16-13,,3,30,10.00,0,0,0,,0,1,21,21.00,0,0,0,,0,0,0
71,1986,16,1986-12-21,27-314,CHI,@,DAL,W 24-10,,2,31,15.50,0,2,7,3.50,0,0,0,,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
72,1987,1,1987-09-14,28-216,CHI,,NYG,W 34-19,,0,0,,0,1,5,5.00,0,3,84,28.00,0,0,0,,0,0,0
73,1987,2,1987-09-20,28-222,CHI,,TAM,W 20-3,,0,0,,0,0,0,,0,2,38,19.00,0,0,0,,0,0,0
74,1987,6,1987-10-25,28-257,CHI,@,TAM,W 27-26,,0,0,,0,0,0,,0,5,121,24.20,0,0,0,,0,0,0
75,1987,7,1987-11-01,28-264,CHI,,KAN,W 31-28,,2,24,12.00,0,0,0,,0,3,140,46.67,1,0,0,,0,1,6
76,1987,8,1987-11-08,28-271,CHI,@,GNB,W 26-24,,0,0,,0,0,0,,0,2,31,15.50,0,0,0,,0,0,0
77,1987,9,1987-11-16,28-279,CHI,@,DEN,L 29-31,,0,0,,0,2,16,8.00,0,2,47,23.50,0,0,0,,0,0,0
78,1987,10,1987-11-22,28-285,CHI,,DET,W 30-10,,1,9,9.00,0,2,11,5.50,0,0,0,,0,0,0,,0,0,0
79,1987,11,1987-11-29,28-292,CHI,,GNB,W 23-10,,2,2,1.00,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
80,1987,12,1987-12-06,28-299,CHI,@,MIN,W 30-24,,4,65,16.25,1,0,0,,0,1,29,29.00,0,0,0,,0,1,6
81,1987,13,1987-12-14,28-307,CHI,@,SFO,L 0-41,,3,18,6.00,0,0,0,,0,4,69,17.25,0,0,0,,0,0,0
82,1987,14,1987-12-20,28-313,CHI,,SEA,L 21-34,,3,58,19.33,0,1,9,9.00,0,1,14,14.00,0,0,0,,0,0,0
83,1987,15,1987-12-27,28-320,CHI,@,RAI,W 6-3,,2,7,3.50,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
84,1988,1,1988-09-04,29-207,CHI,,MIA,W 34-7,,1,22,22.00,0,1,15,15.00,0,1,17,17.00,0,0,0,,0,0,0
85,1988,2,1988-09-11,29-214,CHI,@,IND,W 17-13,,2,37,18.50,1,1,7,7.00,0,2,48,24.00,0,0,0,,0,1,6
86,1988,3,1988-09-18,29-221,CHI,,MIN,L 7-31,,0,0,,0,0,0,,0,4,72,18.00,0,0,0,,0,0,0
87,1988,4,1988-09-25,29-228,CHI,@,GNB,W 24-6,,1,12,12.00,0,1,6,6.00,0,2,46,23.00,0,0,0,,0,0,0
88,1988,5,1988-10-02,29-235,CHI,,BUF,W 24-3,,5,56,11.20,0,2,64,32.00,1,0,0,,0,0,0,,0,1,6
89,1988,6,1988-10-09,29-242,CHI,@,DET,W 24-7,,3,29,9.67,0,0,0,,0,1,19,19.00,0,0,0,,0,0,0
90,1988,7,1988-10-16,29-249,CHI,,DAL,W 17-7,,2,9,4.50,0,1,-6,-6.00,0,2,25,12.50,0,0,0,,0,0,0
91,1988,8,1988-10-24,29-257,CHI,,SFO,W 10-9,,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
92,1988,9,1988-10-30,29-263,CHI,@,NWE,L 7-30,,0,0,,0,0,0,,0,6,154,25.67,0,0,0,,0,0,0
93,1988,10,1988-11-06,29-270,CHI,,TAM,W 28-10,,6,97,16.17,0,0,0,,0,1,12,12.00,0,0,0,,0,0,0
94,1988,11,1988-11-13,29-277,CHI,@,WAS,W 34-14,,5,116,23.20,1,0,0,,0,1,25,25.00,0,0,0,,0,1,6
95,1988,12,1988-11-20,29-284,CHI,@,TAM,W 27-15,,0,0,,0,0,0,,0,1,42,42.00,0,0,0,,0,0,0
96,1988,13,1988-11-27,29-291,CHI,,GNB,W 16-0,,3,33,11.00,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
97,1988,14,1988-12-05,29-299,CHI,@,RAM,L 3-23,,0,0,,0,0,0,,0,2,39,19.50,0,0,0,,0,0,0
98,1988,15,1988-12-11,29-305,CHI,,DET,W 13-12,,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
99,1988,16,1988-12-19,29-313,CHI,@,MIN,L 27-28,,3,53,17.67,1,1,0,0.00,0,3,61,20.33,0,0,0,,0,1,6
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
100,1989,1,1989-09-10,30-212,CHI,,CIN,W 17-14,,3,39,13.00,0,2,12,6.00,0,3,93,31.00,0,0,0,,0,0,0
101,1989,2,1989-09-17,30-219,CHI,,MIN,W 38-7,,0,0,,0,0,0,,0,1,28,28.00,0,0,0,,0,0,0
102,1989,3,1989-09-24,30-226,CHI,@,DET,W 47-27,,2,19,9.50,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0
103,1989,4,1989-10-02,30-234,CHI,,PHI,W 27-13,,5,48,9.60,0,0,0,,0,2,24,12.00,0,0,0,,0,0,0
104,1989,5,1989-10-08,30-240,CHI,@,TAM,L 35-42,,4,38,9.50,0,0,0,,0,3,91,30.33,0,0,0,,0,0,0
105,1989,6,1989-10-15,30-247,CHI,,HOU,L 28-33,,6,110,18.33,1,2,5,2.50,0,0,0,,0,0,0,,0,1,6
106,1989,7,1989-10-23,30-255,CHI,@,CLE,L 7-27,,2,24,12.00,0,2,22,11.00,0,3,66,22.00,0,0,0,,0,0,0
107,1989,8,1989-10-29,30-261,CHI,,RAM,W 20-10,,0,0,,0,1,1,1.00,0,2,48,24.00,0,0,0,,0,0,0
108,1989,9,1989-11-05,30-268,CHI,@,GNB,L 13-14,,1,46,46.00,0,2,3,1.50,0,1,23,23.00,0,0,0,,0,0,0
109,1989,10,1989-11-12,30-275,CHI,@,PIT,W 20-0,,1,6,6.00,0,1,29,29.00,0,1,20,20.00,0,0,0,,0,0,0
110,1989,11,1989-11-19,30-282,CHI,,TAM,L 31-32,,2,15,7.50,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
111,1989,12,1989-11-26,30-289,CHI,@,WAS,L 14-38,,3,28,9.33,0,1,13,13.00,0,2,38,19.00,0,0,0,,0,0,0
112,1989,13,1989-12-03,30-296,CHI,@,MIN,L 16-27,,3,19,6.33,0,1,16,16.00,0,4,111,27.75,0,0,0,,0,0,0
113,1989,14,1989-12-10,30-303,CHI,,DET,L 17-27,,2,26,13.00,0,3,8,2.67,0,1,19,19.00,0,0,0,,0,0,0
114,1989,15,1989-12-17,30-310,CHI,,GNB,L 28-40,,4,37,9.25,0,0,0,,0,0,0,,0,0,0,,0,0,0
115,1989,16,1989-12-24,30-317,CHI,@,SFO,L 0-26,,1,8,8.00,0,2,-3,-1.50,0,3,61,20.33,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
116,1990,1,1990-09-09,31-211,CHI,,SEA,W 17-0,,5,44,8.80,0,1,4,4.00,0,0,0,,0,0,0,,0,0,0
117,1990,2,1990-09-16,31-218,CHI,@,GNB,W 31-13,,3,42,14.00,0,1,9,9.00,0,1,15,15.00,0,0,0,,0,0,0
118,1990,3,1990-09-23,31-225,CHI,,MIN,W 19-16,,0,0,,0,0,0,,0,2,83,41.50,0,0,0,,0,0,0
119,1990,4,1990-09-30,31-232,CHI,@,RAI,L 10-24,,1,80,80.00,1,1,11,11.00,0,0,0,,0,0,0,,0,1,6
120,1990,5,1990-10-07,31-239,CHI,,GNB,W 27-13,,1,9,9.00,0,1,3,3.00,0,0,0,,0,0,0,,0,0,0
121,1990,6,1990-10-14,31-246,CHI,,RAM,W 38-9,,3,16,5.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
122,1990,7,1990-10-28,31-260,CHI,@,PHO,W 31-21,,1,6,6.00,0,2,12,6.00,0,2,45,22.50,0,0,0,,0,0,0
123,1990,8,1990-11-04,31-267,CHI,@,TAM,W 26-6,,2,38,19.00,1,1,-2,-2.00,0,0,0,,0,0,0,,0,1,6
124,1990,9,1990-11-11,31-274,CHI,,ATL,W 30-24,,0,0,,0,1,7,7.00,0,1,32,32.00,0,0,0,,0,0,0
125,1990,10,1990-11-18,31-281,CHI,@,DEN,W 16-13,,0,0,,0,1,0,0.00,0,4,66,16.50,0,0,0,,0,0,0
126,1990,11,1990-11-25,31-288,CHI,@,MIN,L 13-41,,0,0,,0,1,2,2.00,0,3,55,18.33,0,0,0,,0,0,0
127,1990,13,1990-12-09,31-302,CHI,@,WAS,L 9-10,,3,29,9.67,0,1,-3,-3.00,0,1,10,10.00,0,0,0,,0,0,0
128,1990,14,1990-12-16,31-309,CHI,@,DET,L 21-38,,3,49,16.33,0,0,0,,0,3,61,20.33,0,0,0,,0,0,0
129,1990,15,1990-12-23,31-316,CHI,,TAM,W 27-14,,1,7,7.00,0,0,0,,0,1,21,21.00,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
130,1991,1,1991-09-01,32-203,CHI,,MIN,W 10-6,,1,8,8.00,0,1,6,6.00,0,0,0,,0,0,0,,0,0,0
131,1991,2,1991-09-08,32-210,CHI,@,TAM,W 21-20,,1,7,7.00,0,1,11,11.00,0,0,0,,0,0,0,,0,0,0
132,1991,3,1991-09-15,32-217,CHI,,NYG,W 20-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,
133,1991,4,1991-09-23,32-225,CHI,,NYJ,W 19-13,,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,0,0,0
134,1991,6,1991-10-06,32-238,CHI,,WAS,L 7-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,
135,1991,7,1991-10-17,32-249,CHI,@,GNB,W 10-0,,1,6,6.00,0,0,0,,0,1,27,27.00,0,0,0,,0,0,0
136,1991,8,1991-10-27,32-259,CHI,@,NOR,W 20-17,,0,0,,0,1,2,2.00,0,0,0,,0,0,0,,0,0,0
137,1991,9,1991-11-03,32-266,CHI,,DET,W 20-10,,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
138,1991,10,1991-11-11,32-274,CHI,@,MIN,W 34-17,,3,33,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
139,1991,11,1991-11-17,32-280,CHI,@,IND,W 31-17,,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
140,1991,12,1991-11-24,32-287,CHI,,MIA,L 13-16,,2,31,15.50,0,0,0,,0,4,75,18.75,0,0,0,,0,0,0
141,1991,13,1991-11-28,32-291,CHI,@,DET,L 6-16,,4,22,5.50,0,0,0,,0,2,32,16.00,0,0,0,,0,0,0
142,1991,14,1991-12-08,32-301,CHI,,GNB,W 27-13,,1,8,8.00,0,1,17,17.00,0,0,0,,0,0,0,,0,0,0
143,1991,15,1991-12-14,32-307,CHI,,TAM,W 27-0,,0,0,,0,4,19,4.75,0,0,0,,0,0,0,,0,0,0
144,1991,16,1991-12-23,32-316,CHI,@,SFO,L 14-52,,0,0,,0,0,0,,0,6,93,15.50,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
145,1992,1,1992-09-06,33-209,CHI,,DET,W 27-24,1,0,0,,0,0,0,,0,2,40,20.00,0,0,0,,0,0,0
146,1992,2,1992-09-13,33-216,CHI,@,NOR,L 6-28,4,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
147,1992,3,1992-09-21,33-224,CHI,,NYG,L 14-27,5,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
148,1992,4,1992-09-27,33-230,CHI,,ATL,W 41-31,1,0,0,,0,0,0,,0,3,46,15.33,0,0,0,,0,0,0
149,1992,5,1992-10-04,33-237,CHI,@,MIN,L 20-21,2,1,4,4.00,0,0,0,,0,2,35,17.50,0,0,0,,0,0,0
150,1992,6,1992-10-18,33-251,CHI,,TAM,W 31-14,1,1,9,9.00,0,3,4,1.33,0,1,15,15.00,0,0,0,,0,0,0
151,1992,7,1992-10-25,33-258,CHI,@,GNB,W 30-10,1,0,0,,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
152,1992,8,1992-11-02,33-266,CHI,,MIN,L 10-38,3,1,9,9.00,0,0,0,,0,3,59,19.67,0,0,0,,0,0,0
153,1992,9,1992-11-08,33-272,CHI,,CIN,L 28-31,2,1,14,14.00,0,0,0,,0,1,7,7.00,0,0,0,,0,0,0
154,1992,10,1992-11-15,33-279,CHI,@,TAM,L 17-20,5,0,0,,0,1,-5,-5.00,0,3,112,37.33,0,0,0,,0,0,0
155,1992,11,1992-11-22,33-286,CHI,,GNB,L 3-17,2,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
156,1992,12,1992-11-29,33-293,CHI,@,CLE,L 14-27,1,0,0,,0,0,0,,0,0,0,,0,,,,,,
157,1992,13,1992-12-07,33-301,CHI,@,HOU,L 7-24,,0,0,,0,0,0,,0,0,0,,0,,,,,,
158,1992,14,1992-12-13,33-307,CHI,,PIT,W 30-6,1,1,5,5.00,0,1,3,3.00,0,0,0,,0,0,0,,0,0,0
159,1992,15,1992-12-20,33-314,CHI,@,DET,L 3-16,1,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,159 Games,,,,,102-57-0,30,171,2076,12.14,7,137,764,5.58,5,192,4353,22.67,3,17,136,8.00,0,15,90
