
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1987,15,1987-12-27,24-063,SDG,@,DEN,L 0-24,,3,6,50.00,8,0,1,16.7,1.33,-6.17,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
2,1988,11,1988-11-13,25-019,SDG,@,ATL,W 10-7,*,16,32,50.00,190,0,2,42.4,5.94,3.13,1,0,0.00,0
3,1988,12,1988-11-20,25-026,SDG,@,RAM,W 38-24,*,9,20,45.00,80,1,0,72.9,4.00,5.00,1,0,0.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
4,1990,1,1990-09-09,26-319,SDG,@,DAL,L 14-17,*,17,31,54.84,137,1,1,63.5,4.42,3.61,0,0,,0
5,1990,3,1990-09-23,26-333,SDG,@,CLE,W 24-14,,0,0,,0,0,0,,,,0,0,,0
6,1990,6,1990-10-14,26-354,SDG,@,NYJ,W 39-3,,2,3,66.67,31,0,0,100.7,10.33,10.33,1,0,0.00,0
7,1990,8,1990-10-28,27-003,SDG,,TAM,W 41-10,,0,3,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
8,1990,9,1990-11-04,27-010,SDG,@,SEA,W 31-14,,0,0,,0,0,0,,,,0,0,,0
9,1990,11,1990-11-18,27-024,SDG,@,KAN,L 10-27,,0,3,0.00,0,0,1,0.0,0.00,-15.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
10,1991,6,1991-10-07,27-347,KAN,,BUF,W 33-6,,0,0,,0,0,0,,,,0,0,,0
11,1991,7,1991-10-13,27-353,KAN,,MIA,W 42-7,,5,6,83.33,54,0,0,104.2,9.00,9.00,0,0,,0
12,1991,10,1991-11-10,28-016,KAN,@,RAM,W 27-20,,0,0,,0,0,0,,,,0,0,,0
13,1991,11,1991-11-17,28-023,KAN,,DEN,L 20-24,,9,14,64.29,91,1,0,106.5,6.50,7.93,0,0,,0
14,1991,14,1991-12-08,28-044,KAN,,SDG,W 20-17,,12,18,66.67,150,1,0,110.9,8.33,9.44,1,-1,-1.00,0
15,1991,15,1991-12-14,28-050,KAN,@,SFO,L 14-28,*,2,6,33.33,21,0,0,44.4,3.50,3.50,0,0,,0
,,,15 Games,,,,,10-5-0,,75,142,52.82,762,4,5,63.2,5.37,4.35,4,-1,-0.25,0
