
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1961,5,1961-10-08,23-300,BUF,@,HOU,W 22-12,,2,5,40.00,47,1,0,114.2,9.40,13.40,4,28,7.00,0,0,0
2,1961,6,1961-10-15,23-307,BUF,,DTX,W 27-24,,5,8,62.50,164,1,1,106.2,20.50,17.38,2,12,6.00,0,0,0
3,1961,7,1961-10-22,23-314,BUF,@,BOS,L 21-52,*,19,33,57.58,261,3,0,113.3,7.91,9.73,3,6,2.00,0,0,0
4,1961,8,1961-10-29,23-321,BUF,,HOU,L 16-28,*,8,25,32.00,114,0,1,31.1,4.56,2.76,2,2,1.00,0,0,0
5,1961,10,1961-11-12,23-335,BUF,@,DTX,W 30-20,*,0,3,0.00,0,0,0,39.6,0.00,0.00,2,-1,-0.50,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
6,1962,1,1962-09-09,24-271,BUF,,HOU,L 23-28,,6,8,75.00,85,1,0,148.4,10.63,13.13,4,7,1.75,1,1,6
7,1962,3,1962-09-22,24-284,BUF,,NYT,L 6-17,,8,23,34.78,107,1,2,28.7,4.65,1.61,0,0,,0,0,0
8,1962,4,1962-09-30,24-292,BUF,@,DTX,L 21-41,,10,26,38.46,131,1,2,35.9,5.04,2.35,4,24,6.00,0,0,0
9,1962,5,1962-10-07,24-299,BUF,@,HOU,L 14-17,*,11,29,37.93,150,0,3,15.7,5.17,0.52,4,1,0.25,0,0,0
10,1962,6,1962-10-13,24-305,BUF,,SDG,W 35-10,*,5,12,41.67,144,3,1,91.7,12.00,13.25,2,9,4.50,0,0,0
11,1962,7,1962-10-20,24-312,BUF,,OAK,W 14-6,*,3,11,27.27,63,0,1,13.1,5.73,1.64,6,-8,-1.33,1,1,6
12,1962,8,1962-10-28,24-320,BUF,@,DEN,W 45-38,*,9,16,56.25,262,2,0,140.6,16.38,18.88,5,10,2.00,1,1,6
13,1962,9,1962-11-03,24-326,BUF,,BOS,T 28-28,*,4,17,23.53,59,0,1,17.0,3.47,0.82,4,26,6.50,0,0,0
14,1962,10,1962-11-11,24-334,BUF,@,SDG,W 40-20,*,6,16,37.50,124,2,2,65.6,7.75,4.63,6,8,1.33,0,0,0
15,1962,11,1962-11-18,24-341,BUF,@,OAK,W 10-6,*,4,14,28.57,46,0,1,11.0,3.29,0.07,1,2,2.00,0,0,0
16,1962,12,1962-11-23,24-346,BUF,@,BOS,L 10-21,,1,4,25.00,25,0,1,13.5,6.25,-5.00,0,0,,0,0,0
17,1962,14,1962-12-08,24-361,BUF,@,NYT,W 20-3,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,-2,-2.00,0,0,0
,,,17 Games,,,,,9-7-1,,101,251,40.24,1782,15,16,58.6,7.10,5.43,50,124,2.48,3,3,18
