
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1998,1,1998-09-06,22-114,SDG,,BUF,W 16-14,*,16,31,51.61,192,1,2,54.8,6.19,3.94,2,-1,-0.50,0
2,1998,2,1998-09-13,22-121,SDG,@,TEN,W 13-7,*,13,24,54.17,179,0,0,78.3,7.46,7.46,7,31,4.43,0
3,1998,3,1998-09-20,22-128,SDG,@,KAN,L 7-23,*,1,15,6.67,4,0,2,0.0,0.27,-5.73,4,1,0.25,0
4,1998,4,1998-09-27,22-135,SDG,,NYG,L 16-34,*,15,34,44.12,193,0,4,22.9,5.68,0.38,1,9,9.00,0
5,1998,5,1998-10-04,22-142,SDG,@,IND,L 12-17,*,12,23,52.17,160,0,1,56.4,6.96,5.00,1,6,6.00,0
6,1998,6,1998-10-11,22-149,SDG,@,OAK,L 6-7,*,7,18,38.89,78,0,3,13.0,4.33,-3.17,1,6,6.00,0
7,1998,7,1998-10-18,22-156,SDG,,PHI,W 13-10,*,9,19,47.37,83,0,0,59.8,4.37,4.37,5,10,2.00,0
8,1998,8,1998-10-25,22-163,SDG,,SEA,L 20-27,*,25,52,48.08,281,1,0,71.1,5.40,5.79,3,18,6.00,0
9,1998,9,1998-11-08,22-177,SDG,@,DEN,L 10-27,*,4,15,26.67,26,0,1,11.8,1.73,-1.27,0,0,,0
10,1998,14,1998-12-13,22-212,SDG,@,SEA,L 17-38,,9,14,64.29,93,0,2,43.7,6.64,0.21,3,0,0.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
11,2000,1,2000-09-03,24-111,SDG,@,OAK,L 6-9,*,17,39,43.59,180,0,3,25.6,4.62,1.15,2,-6,-3.00,0
12,2000,2,2000-09-10,24-118,SDG,,NOR,L 27-28,*,12,24,50.00,134,1,2,46.2,5.58,2.67,1,-5,-5.00,0
13,2000,3,2000-09-17,24-125,SDG,@,KAN,L 10-42,,6,13,46.15,62,0,1,28.4,4.77,1.31,0,0,,0
14,2000,4,2000-09-24,24-132,SDG,,SEA,L 12-20,*,16,26,61.54,153,0,1,61.9,5.88,4.15,2,3,1.50,0
15,2000,10,2000-11-12,24-181,SDG,,MIA,L 7-17,,9,21,42.86,92,1,1,52.1,4.38,3.19,2,20,10.00,0
16,2000,11,2000-11-19,24-188,SDG,@,DEN,L 37-38,*,13,27,48.15,311,3,1,111.8,11.52,12.07,7,19,2.71,0
17,2000,12,2000-11-26,24-195,SDG,,KAN,W 17-16,*,17,30,56.67,177,2,2,68.3,5.90,4.23,4,-1,-0.25,0
18,2000,13,2000-12-03,24-202,SDG,,SFO,L 17-45,*,24,47,51.06,266,1,4,39.8,5.66,2.26,1,2,2.00,0
19,2000,14,2000-12-10,24-209,SDG,@,BAL,L 3-24,*,9,23,39.13,78,0,1,30.7,3.39,1.43,3,3,1.00,0
20,2000,15,2000-12-17,24-216,SDG,@,CAR,L 22-30,*,23,43,53.49,259,2,1,77.6,6.02,5.91,5,13,2.60,0
21,2000,16,2000-12-24,24-223,SDG,,PIT,L 21-34,*,15,29,51.72,171,1,1,66.9,5.90,5.03,1,6,6.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
22,2001,7,2001-11-04,25-173,DAL,@,NYG,L 24-27,,4,8,50.00,85,0,0,88.0,10.63,10.63,0,0,,0
23,2001,8,2001-11-11,25-180,DAL,@,ATL,L 13-20,*,14,22,63.64,114,1,1,72.9,5.18,4.05,3,-7,-2.33,0
24,2001,9,2001-11-18,25-187,DAL,,PHI,L 3-36,*,11,26,42.31,102,0,2,21.6,3.92,0.46,1,0,0.00,0
25,2001,10,2001-11-22,25-191,DAL,,DEN,L 24-26,*,16,32,50.00,193,0,0,68.9,6.03,6.03,0,0,,0
,,,25 Games,,,,,4-21-0,,317,655,48.40,3666,14,36,50.0,5.60,3.55,59,127,2.15,0
