
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1993,7,1993-10-24,24-329,RAM,,DET,L 13-16,,12,17,70.59,151,2,0,137.1,8.88,11.24,3,24,8.00,0
2,1993,8,1993-10-31,24-336,RAM,@,SFO,L 17-40,*,15,26,57.69,158,1,2,56.3,6.08,3.38,4,26,6.50,0
3,1993,10,1993-11-21,24-357,RAM,,WAS,W 10-6,,5,6,83.33,112,1,0,158.3,18.67,22.00,2,-2,-1.00,0
4,1993,11,1993-11-28,24-364,RAM,,SFO,L 10-35,*,13,28,46.43,167,1,1,62.6,5.96,5.07,3,6,2.00,0
5,1993,12,1993-12-05,25-006,RAM,@,PHO,L 10-38,*,5,15,33.33,89,0,1,26.8,5.93,2.93,1,9,9.00,0
6,1993,13,1993-12-12,25-013,RAM,@,NOR,W 23-20,*,5,13,38.46,47,1,0,74.8,3.62,5.15,6,8,1.33,0
7,1993,14,1993-12-19,25-020,RAM,@,CIN,L 3-15,*,11,24,45.83,107,0,0,58.9,4.46,4.46,5,22,4.40,0
8,1993,15,1993-12-26,25-027,RAM,,CLE,L 14-42,*,24,32,75.00,294,1,2,87.2,9.19,7.00,1,5,5.00,0
9,1993,16,1994-01-02,25-034,RAM,,CHI,W 20-6,*,18,28,64.29,213,1,0,99.3,7.61,8.32,4,4,1.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
10,1995,9,1995-11-05,26-341,GNB,@,MIN,L 24-27,,4,6,66.67,39,0,1,45.1,6.50,-1.00,2,6,3.00,0
,,,10 Games,,,,,3-7-0,,112,195,57.44,1377,8,7,78.1,7.06,6.27,31,108,3.48,0
