
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2002,8,2002-10-27,25-248,DAL,,SEA,L 14-17,*,12,24,50.00,145,1,0,82.8,6.04,6.88,1,-9,-9.00,0
2,2002,9,2002-11-03,25-255,DAL,@,DET,L 7-9,*,22,39,56.41,208,0,0,71.3,5.33,5.33,1,-1,-1.00,0
3,2002,10,2002-11-17,25-269,DAL,@,IND,L 3-20,*,11,23,47.83,131,0,0,65.7,5.70,5.70,1,5,5.00,0
4,2002,11,2002-11-24,25-276,DAL,,JAX,W 21-19,*,16,24,66.67,301,2,2,102.8,12.54,10.46,4,1,0.25,0
5,2002,12,2002-11-28,25-280,DAL,,WAS,W 27-20,*,12,25,48.00,145,2,0,92.9,5.80,7.40,1,7,7.00,0
6,2002,13,2002-12-08,25-290,DAL,,SFO,L 27-31,*,11,28,39.29,147,0,2,26.9,5.25,2.04,1,18,18.00,0
7,2002,14,2002-12-15,25-297,DAL,@,NYG,L 7-37,*,16,40,40.00,161,1,2,39.7,4.03,2.28,3,20,6.67,0
8,2002,15,2002-12-21,25-303,DAL,,PHI,L 3-27,*,15,24,62.50,128,0,1,59.0,5.33,3.46,4,28,7.00,0
9,2002,16,2002-12-29,25-311,DAL,@,WAS,L 14-20,*,12,23,52.17,189,1,1,76.2,8.22,7.13,2,5,2.50,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
10,2003,6,2003-10-19,26-240,DAL,@,DET,W 38-7,,1,2,50.00,8,0,0,60.4,4.00,4.00,2,-3,-1.50,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
11,2004,12,2004-12-05,27-288,CHI,,MIN,W 24-14,*,18,30,60.00,213,3,0,115.0,7.10,9.10,3,14,4.67,0
12,2004,13,2004-12-12,27-295,CHI,@,JAX,L 3-22,*,17,33,51.52,212,0,1,59.2,6.42,5.06,0,0,,0
13,2004,14,2004-12-19,27-302,CHI,,HOU,L 5-24,*,17,34,50.00,168,0,1,52.1,4.94,3.62,3,0,0.00,0
14,2004,15,2004-12-26,27-309,CHI,@,DET,L 13-19,*,20,35,57.14,114,1,0,72.8,3.26,3.83,0,0,,0
15,2004,16,2005-01-02,27-316,CHI,,GNB,L 14-31,*,20,29,68.97,196,0,1,73.3,6.76,5.21,0,0,,0
,,,15 Games,,,,,4-11-0,,220,413,53.27,2466,11,11,69.1,5.97,5.31,26,85,3.27,0
