
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1996,14,1996-12-08,23-235,DEN,@,GNB,L 6-41,,1,3,33.33,5,0,0,42.4,1.67,1.67,1,4,4.00,0
2,1996,16,1996-12-22,23-249,DEN,@,SDG,L 10-16,,8,14,57.14,53,0,1,35.7,3.79,0.57,3,35,11.67,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
3,1997,3,1997-09-14,24-150,DEN,,STL,W 35-14,,0,0,,0,0,0,,,,1,-1,-1.00,0
4,1997,10,1997-11-09,24-206,DEN,,CAR,W 34-0,,1,1,100.00,21,0,0,118.7,21.00,21.00,4,3,0.75,0
5,1997,12,1997-11-24,24-221,DEN,,OAK,W 31-3,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
6,1999,10,1999-11-21,26-218,CAR,@,CLE,W 31-17,,2,3,66.67,11,0,0,72.9,3.67,3.67,2,3,1.50,0
7,1999,14,1999-12-18,26-245,CAR,,SFO,W 41-24,,0,0,,0,0,0,,,,2,-2,-1.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
8,2000,2,2000-09-10,27-146,CAR,@,SFO,W 38-22,,0,0,,0,0,0,,,,4,11,2.75,0
9,2000,5,2000-10-08,27-174,CAR,,SEA,W 26-3,,0,0,,0,0,0,,,,1,-1,-1.00,0
10,2000,6,2000-10-15,27-181,CAR,@,NOR,L 6-24,,0,3,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
11,2000,15,2000-12-17,27-244,CAR,,SDG,W 30-22,,6,13,46.15,41,0,1,21.6,3.15,-0.31,1,5,5.00,0
12,2000,16,2000-12-24,27-251,CAR,@,OAK,L 9-52,,10,16,62.50,79,0,0,74.7,4.94,4.94,2,21,10.50,0
,,,12 Games,,,,,8-4-0,,28,54,51.85,210,0,2,46.1,3.89,2.22,21,78,3.71,0
