
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1987,3,1987-10-04,22-361,HOU,@,DEN,W 40-10,*,15,25,60.00,260,1,0,108.7,10.40,11.20,6,12,2.00,1,1,6
2,1987,4,1987-10-11,23-003,HOU,@,CLE,W 15-10,*,13,25,52.00,150,1,2,50.4,6.00,3.20,5,10,2.00,0,0,0
3,1987,5,1987-10-18,23-010,HOU,,NWE,L 7-21,*,21,49,42.86,250,1,2,48.9,5.10,3.67,2,5,2.50,0,0,0
4,1987,8,1987-11-08,23-031,HOU,@,SFO,L 20-27,,1,2,50.00,35,0,0,95.8,17.50,17.50,1,8,8.00,0,0,0
5,1987,10,1987-11-22,23-045,HOU,,CLE,L 7-40,,6,11,54.55,33,0,1,22.2,3.00,-1.09,0,0,,0,0,0
6,1987,11,1987-11-29,23-052,HOU,@,IND,L 27-51,,0,0,,0,0,0,,,,0,0,,0,,
7,1987,12,1987-12-06,23-059,HOU,,SDG,W 33-18,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,-2,-2.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
8,1988,3,1988-09-18,23-346,HOU,@,NYJ,L 3-45,,2,5,40.00,27,0,1,18.3,5.40,-3.60,0,0,,0,0,0
9,1988,4,1988-09-25,23-353,HOU,,NWE,W 31-6,,0,0,,0,0,0,,,,0,0,,0,,
10,1988,6,1988-10-09,24-001,HOU,,KAN,W 7-6,,3,14,21.43,26,0,3,0.0,1.86,-7.79,3,1,0.33,1,1,6
11,1988,7,1988-10-16,24-008,HOU,@,PIT,W 34-14,,1,1,100.00,11,0,0,112.5,11.00,11.00,1,-2,-2.00,0,0,0
12,1988,8,1988-10-23,24-015,HOU,@,CIN,L 21-44,,0,0,,0,0,0,,,,0,0,,0,,
13,1988,9,1988-10-30,24-022,HOU,,WAS,W 41-17,,0,0,,0,0,0,,,,0,0,,0,,
14,1988,10,1988-11-07,24-030,HOU,,CLE,W 24-17,,0,0,,0,0,0,,,,0,0,,0,,
15,1988,11,1988-11-13,24-036,HOU,@,SEA,L 24-27,,0,0,,0,0,0,,,,0,0,,0,,
16,1988,12,1988-11-20,24-043,HOU,,PHO,W 38-20,,0,1,0.00,0,0,0,39.6,0.00,0.00,2,0,0.00,0,0,0
17,1988,13,1988-11-24,24-047,HOU,@,DAL,W 25-17,,0,0,,0,0,0,,,,0,0,,0,,
18,1988,14,1988-12-04,24-057,HOU,,PIT,L 34-37,,0,0,,0,0,0,,,,0,0,,0,,
19,1988,15,1988-12-11,24-064,HOU,,CIN,W 41-6,,0,1,0.00,0,0,0,39.6,0.00,0.00,2,-1,-0.50,0,0,0
20,1988,16,1988-12-18,24-071,HOU,@,CLE,L 23-28,,0,0,,0,0,0,,,,0,0,,0,,
,,,20 Games,,,,,11-9-0,,62,135,45.93,792,3,9,44.4,5.87,3.31,23,31,1.35,2,2,12
