
13,1985,8,1985-10-27,23-195,PIT,@,CIN,L 21-26,,0,0,,0,0,0,,,,0,0,,0,,
14,1985,9,1985-11-03,23-202,PIT,,CLE,W 10-9,,0,0,,0,0,0,,,,0,0,,0,,
15,1985,10,1985-11-10,23-209,PIT,@,KAN,W 36-28,,0,0,,0,0,0,,,,0,0,,0,,
16,1985,11,1985-11-17,23-216,PIT,@,HOU,W 30-7,,0,0,,0,0,0,,,,0,0,,0,,
17,1985,12,1985-11-24,23-223,PIT,,WAS,L 23-30,*,15,35,42.86,224,2,3,47.8,6.40,3.69,7,26,3.71,0,0,0
18,1985,13,1985-12-01,23-230,PIT,,DEN,L 23-31,,0,0,,0,0,0,,,,0,0,,0,,
19,1985,14,1985-12-08,23-237,PIT,@,SDG,L 44-54,,0,0,,0,0,0,,,,0,0,,0,,
20,1985,15,1985-12-15,23-244,PIT,,BUF,W 30-24,,18,38,47.37,275,1,2,58.6,7.24,5.39,2,2,1.00,0,0,0
21,1985,16,1985-12-21,23-250,PIT,@,NYG,L 10-28,*,10,23,43.48,113,1,1,55.2,4.91,3.83,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
22,1986,1,1986-09-07,24-145,PIT,@,SEA,L 0-30,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
23,1986,2,1986-09-15,24-153,PIT,,DEN,L 10-21,,0,0,,0,0,0,,,,,,,,,
24,1986,3,1986-09-21,24-159,PIT,@,MIN,L 7-31,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
25,1986,12,1986-11-23,24-222,ATL,@,SFO,L 0-20,,1,3,33.33,7,0,0,42.4,2.33,2.33,1,7,7.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
26,1987,1,1987-09-13,25-151,ATL,@,TAM,L 10-48,,6,11,54.55,77,1,0,107.0,7.00,8.82,0,0,,0,0,0
27,1987,2,1987-09-20,25-158,ATL,,WAS,W 21-20,*,17,34,50.00,271,2,1,84.3,7.97,7.82,4,8,2.00,0,0,0
28,1987,6,1987-10-25,25-193,ATL,@,HOU,L 33-37,*,14,26,53.85,187,3,1,99.4,7.19,7.77,3,1,0.33,0,0,0
29,1987,7,1987-11-01,25-200,ATL,,NOR,L 0-38,*,14,29,48.28,156,0,5,25.1,5.38,-2.38,0,0,,0,0,0
30,1987,8,1987-11-08,25-207,ATL,@,CLE,L 3-38,*,15,22,68.18,169,0,1,72.0,7.68,5.64,4,22,5.50,0,0,0
31,1987,9,1987-11-15,25-214,ATL,,CIN,L 10-16,*,12,21,57.14,167,1,1,78.9,7.95,6.76,2,7,3.50,0,0,0
32,1987,10,1987-11-22,25-221,ATL,@,MIN,L 13-24,*,19,35,54.29,212,1,1,70.2,6.06,5.34,5,47,9.40,1,1,6
33,1987,11,1987-11-29,25-228,ATL,,STL,L 21-34,*,15,39,38.46,181,2,1,59.9,4.64,4.51,2,16,8.00,0,0,0
34,1987,12,1987-12-06,25-235,ATL,@,DAL,W 21-10,*,17,30,56.67,253,1,2,67.8,8.43,6.10,1,1,1.00,1,1,6
35,1987,13,1987-12-13,25-242,ATL,@,RAM,L 0-33,*,7,13,53.85,55,0,1,32.5,4.23,0.77,0,0,,0,0,0
36,1987,14,1987-12-20,25-249,ATL,@,SFO,L 7-35,,0,0,,0,0,0,,,,0,0,,0,,
37,1987,15,1987-12-27,25-256,ATL,,DET,L 13-30,,0,0,,0,0,0,,,,0,0,,0,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
38,1990,5,1990-10-14,28-182,ATL,,SFO,L 35-45,,9,16,56.25,98,1,0,95.3,6.13,7.38,0,0,,0,0,0
39,1990,6,1990-10-21,28-189,ATL,@,RAM,L 24-44,,4,9,44.44,97,1,1,81.5,10.78,8.00,1,1,1.00,0,0,0
40,1990,7,1990-10-28,28-196,ATL,,CIN,W 38-17,,0,0,,0,0,0,,,,2,-2,-1.00,0,0,0
41,1990,10,1990-11-18,28-217,ATL,,PHI,L 23-24,,0,3,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
42,1990,12,1990-12-02,28-231,ATL,@,TAM,L 17-23,,7,9,77.78,93,0,0,109.7,10.33,10.33,0,0,,0,0,0
43,1990,13,1990-12-09,28-238,ATL,,PHO,L 13-24,*,13,30,43.33,198,1,3,37.2,6.60,2.77,5,31,6.20,0,0,0
44,1990,14,1990-12-16,28-245,ATL,@,CLE,L 10-13,*,3,9,33.33,41,0,0,48.8,4.56,4.56,1,8,8.00,0,0,0
,,,44 Games,,,,,14-30-0,,224,454,49.34,2983,19,25,61.6,6.57,4.93,43,170,3.95,2,2,12
