
17,2010,15,2010-12-26,25-186,OAK,,IND,L 26-31,3,2,2,1.00,0,3,6,2.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
18,2010,16,2011-01-02,25-193,OAK,@,KAN,W 31-10,0,0,0,,0,2,4,2.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
19,2011,1,2011-09-12,26-081,OAK,@,DEN,W 23-20,3,3,23,7.67,1,1,11,11.00,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
20,2011,2,2011-09-18,26-087,OAK,@,BUF,L 35-38,5,3,20,6.67,0,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
21,2011,3,2011-09-25,26-094,OAK,,NYJ,W 34-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2011,8,2011-11-06,26-136,OAK,,DEN,L 24-38,5,3,51,17.00,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
23,2011,9,2011-11-10,26-140,OAK,@,SDG,W 24-17,1,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
24,2011,10,2011-11-20,26-150,OAK,@,MIN,W 27-21,3,2,16,8.00,0,6,45,7.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
25,2011,11,2011-11-27,26-157,OAK,,CHI,W 25-20,7,5,92,18.40,0,2,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
26,2011,12,2011-12-04,26-164,OAK,@,MIA,L 14-34,1,1,38,38.00,0,1,10,10.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
27,2011,13,2011-12-11,26-171,OAK,@,GNB,L 16-46,4,4,7,1.75,0,2,12,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
28,2011,14,2011-12-18,26-178,OAK,,DET,L 27-28,3,3,16,5.33,0,1,26,26.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
29,2011,15,2011-12-24,26-184,OAK,@,KAN,W 16-13,1,1,10,10.00,0,2,1,0.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
30,2011,16,2012-01-01,26-192,OAK,,SDG,L 26-38,3,2,28,14.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
31,2012,1,2012-09-10,27-079,OAK,,SDG,L 14-22,2,2,20,10.00,0,1,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
32,2012,2,2012-09-16,27-085,OAK,@,MIA,L 13-35,3,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
33,2012,3,2012-09-23,27-092,OAK,,PIT,W 34-31,5,4,27,6.75,0,0,0,,0,0,0,,0,0,0,,,,1,36,36.00,0,0,0,0.0,0,0
34,2012,4,2012-09-30,27-099,OAK,@,DEN,L 6-37,8,5,54,10.80,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
35,2012,5,2012-10-14,27-113,OAK,@,ATL,L 20-23,1,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
36,2012,6,2012-10-21,27-120,OAK,,JAX,W 26-23,6,4,58,14.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
37,2012,7,2012-10-28,27-127,OAK,@,KAN,W 26-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2012,8,2012-11-04,27-134,OAK,,TAM,L 32-42,9,8,95,11.88,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
39,2012,9,2012-11-11,27-141,OAK,@,BAL,L 20-55,9,7,56,8.00,0,13,48,3.69,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
40,2012,10,2012-11-18,27-148,OAK,,NOR,L 17-38,5,4,90,22.50,0,19,103,5.42,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
41,2012,11,2012-11-25,27-155,OAK,@,CIN,L 10-34,8,4,29,7.25,0,15,74,4.93,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
42,2012,12,2012-12-02,27-162,OAK,,CLE,L 17-20,6,5,20,4.00,0,7,36,5.14,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
43,2012,13,2012-12-06,27-166,OAK,,DEN,L 13-26,1,1,5,5.00,0,4,10,2.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
44,2012,14,2012-12-16,27-176,OAK,,KAN,W 15-0,2,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
45,2012,15,2012-12-23,27-183,OAK,@,CAR,L 6-17,5,4,18,4.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
46,2012,16,2012-12-30,27-190,OAK,@,SDG,L 21-24,3,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
47,2013,1,2013-09-08,28-077,OAK,@,IND,L 17-21,2,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
48,2013,2,2013-09-15,28-084,OAK,,JAX,W 19-9,1,0,0,,0,2,15,7.50,1,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
49,2013,3,2013-09-23,28-092,OAK,@,DEN,L 21-37,5,4,45,11.25,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
50,2013,4,2013-09-29,28-098,OAK,,WAS,L 14-24,2,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
51,2013,5,2013-10-06,28-105,OAK,,SDG,W 27-17,3,3,25,8.33,0,7,32,4.57,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
52,2013,6,2013-10-13,28-112,OAK,@,KAN,L 7-24,3,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
53,2013,7,2013-10-27,28-126,OAK,,PIT,W 21-18,0,0,0,,0,3,10,3.33,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
54,2013,8,2013-11-03,28-133,OAK,,PHI,L 20-49,2,2,22,11.00,0,1,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
55,2013,9,2013-11-10,28-140,OAK,@,NYG,L 20-24,3,3,30,10.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
56,2013,10,2013-11-17,28-147,OAK,@,HOU,W 28-23,5,2,17,8.50,0,4,6,1.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
57,2013,11,2013-11-24,28-154,OAK,,TEN,L 19-23,5,4,44,11.00,1,5,14,2.80,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,1,0
58,2013,12,2013-11-28,28-158,OAK,@,DAL,L 24-31,4,2,5,2.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
59,2013,13,2013-12-08,28-168,OAK,@,NYJ,L 27-37,5,2,38,19.00,0,19,123,6.47,1,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
60,2013,14,2013-12-15,28-175,OAK,,KAN,L 31-56,7,2,52,26.00,0,5,18,3.60,0,1,1,100.00,22,0,0,118.7,22.00,22.00,0,0,,0,0,0,0.0,0,0
61,2013,15,2013-12-22,28-182,OAK,@,SDG,L 13-26,6,4,26,6.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
62,2013,16,2013-12-29,28-189,OAK,,DEN,L 14-34,1,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
63,2014,1,2014-09-07,29-076,OAK,@,NYJ,L 14-19,3,2,1,0.50,0,1,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
64,2014,2,2014-09-14,29-083,OAK,,HOU,L 14-30,1,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
65,2014,3,2014-09-21,29-090,OAK,@,NWE,L 9-16,7,3,19,6.33,0,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,1
66,2014,4,2014-09-28,29-097,OAK,,MIA,L 14-38,2,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
67,2014,5,2014-10-12,29-111,OAK,,SDG,L 28-31,3,1,11,11.00,0,1,2,2.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
68,2014,7,2014-10-26,29-125,OAK,@,CLE,L 13-23,6,5,34,6.80,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
69,2014,8,2014-11-02,29-132,OAK,@,SEA,L 24-30,3,1,12,12.00,0,1,10,10.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
70,2014,9,2014-11-09,29-139,OAK,,DEN,L 17-41,2,2,6,3.00,0,1,3,3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
71,2014,10,2014-11-16,29-146,OAK,@,SDG,L 6-13,3,2,-4,-2.00,0,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
72,2014,11,2014-11-20,29-150,OAK,,KAN,W 24-20,5,1,8,8.00,0,8,37,4.63,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
73,2014,12,2014-11-30,29-160,OAK,@,STL,L 0-52,8,6,48,8.00,0,4,12,3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,1,0
74,2014,13,2014-12-07,29-167,OAK,,SFO,W 24-13,7,7,64,9.14,1,2,2,1.00,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,1,0
75,2014,14,2014-12-14,29-174,OAK,@,KAN,L 13-31,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,2,0
76,2014,15,2014-12-21,29-181,OAK,,BUF,W 26-24,3,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
77,2014,16,2014-12-28,29-188,OAK,@,DEN,L 14-47,5,3,30,10.00,0,1,11,11.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
78,2015,1,2015-09-13,30-082,OAK,,CIN,L 13-33,4,3,26,8.67,2,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,12,0.0,0,0
79,2015,2,2015-09-20,30-089,OAK,,BAL,W 37-33,2,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
80,2015,3,2015-09-27,30-096,OAK,@,CLE,W 27-20,2,1,55,55.00,0,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
81,2015,4,2015-10-04,30-103,OAK,@,CHI,L 20-22,2,2,16,8.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
82,2015,5,2015-10-11,30-110,OAK,,DEN,L 10-16,8,7,49,7.00,1,1,6,6.00,0,0,0,,0,0,0,,,,1,18,18.00,0,1,6,0.0,0,0
83,2015,6,2015-10-25,30-124,OAK,@,SDG,W 37-29,3,3,15,5.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
84,2015,7,2015-11-01,30-131,OAK,,NYJ,W 34-20,3,3,26,8.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
85,2015,8,2015-11-08,30-138,OAK,@,PIT,L 35-38,0,0,0,,0,3,21,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
86,2015,9,2015-11-15,30-145,OAK,,MIN,L 14-30,2,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
87,2015,10,2015-11-22,30-152,OAK,@,DET,L 13-18,1,0,0,,0,2,2,1.00,0,0,0,,0,0,0,,,,1,14,14.00,0,0,0,0.0,0,0
88,2015,11,2015-11-29,30-159,OAK,@,TEN,W 24-21,1,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
,,,88 Games,,,,,30-58-0,297,197,1956,9.93,12,180,838,4.66,3,1,1,100.00,22,0,0,118.7,22.00,22.00,7,133,19.00,0,15,90,0.0,6,1
