
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2012,3,2012-09-23,22-310,KAN,@,NOR,W 27-24,,,,,,,,,,,,,,,,,,
2,2012,4,2012-09-30,22-317,KAN,,SDG,L 20-37,1,15,15.00,0,1,0,0,,0,1,33,33.00,0,0,0,0.0,0,0
3,2012,5,2012-10-07,22-324,KAN,,BAL,L 6-9,4,20,5.00,0,1,1,12,12.00,0,0,0,,0,0,0,0.0,0,0
4,2012,6,2012-10-14,22-331,KAN,@,TAM,L 10-38,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2012,7,2012-10-28,22-345,KAN,,OAK,L 16-26,,,,,,,,,,,,,,,,,,
6,2012,8,2012-11-01,22-349,KAN,@,SDG,L 13-31,,,,,,,,,,,,,,,,,,
7,2012,12,2012-12-02,23-014,KAN,,CAR,W 27-21,0,0,,0,1,1,6,6.00,0,0,0,,0,0,0,0.0,0,0
8,2012,13,2012-12-09,23-021,KAN,@,CLE,L 7-30,,,,,,,,,,,,,,,,,,
9,2012,15,2012-12-23,23-035,KAN,,IND,L 13-20,,,,,,,,,,,,,,,,,,
10,2012,16,2012-12-30,23-042,KAN,@,DEN,L 3-38,2,9,4.50,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
11,2013,1,2013-09-08,23-294,KAN,@,JAX,W 28-2,2,8,4.00,0,1,1,6,6.00,0,0,0,,0,0,0,0.0,0,0
12,2013,2,2013-09-15,23-301,KAN,,DAL,W 17-16,0,0,,0,1,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2013,3,2013-09-19,23-305,KAN,@,PHI,W 26-16,0,0,,0,,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2013,4,2013-09-29,23-315,KAN,,NYG,W 31-7,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,1,0
15,2013,5,2013-10-06,23-322,KAN,@,TEN,W 26-17,,,,,,,,,,,,,,,,,,
16,2013,6,2013-10-13,23-329,KAN,,OAK,W 24-7,,,,,,,,,,,,,,,,,,
17,2013,7,2013-10-20,23-336,KAN,,HOU,W 17-16,1,3,3.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2013,8,2013-10-27,23-343,KAN,,CLE,W 23-17,,,,,,,,,,,,,,,,,,
19,2013,9,2013-11-03,23-350,KAN,@,BUF,W 23-13,,,,,,,,,,,,,,,,,,
20,2013,10,2013-11-17,23-364,KAN,@,DEN,L 17-27,,,,,0,,,,,,,,,,,,,
21,2013,11,2013-11-24,24-006,KAN,,SDG,L 38-41,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,2,0
22,2013,12,2013-12-01,24-013,KAN,,DEN,L 28-35,0,0,,0,1,1,8,8.00,0,0,0,,0,0,0,0.0,0,0
23,2013,13,2013-12-08,24-020,KAN,@,WAS,W 45-10,3,8,2.67,0,1,0,0,,0,0,0,,0,0,0,0.0,1,0
24,2013,14,2013-12-15,24-027,KAN,@,OAK,W 56-31,1,3,3.00,0,1,1,18,18.00,0,0,0,,0,0,0,0.0,1,0
25,2013,15,2013-12-22,24-034,KAN,,IND,L 7-23,0,0,,0,1,1,7,7.00,0,0,0,,0,0,0,0.0,0,1
26,2013,16,2013-12-29,24-041,KAN,@,SDG,L 24-27,2,2,1.00,0,4,3,7,2.33,0,0,0,,0,0,0,0.0,1,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
27,2014,1,2014-09-07,24-293,KAN,,TEN,L 10-26,2,5,2.50,0,0,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
28,2014,2,2014-09-14,24-300,KAN,@,DEN,L 17-24,2,8,4.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2014,3,2014-09-21,24-307,KAN,@,MIA,W 34-15,4,18,4.50,1,0,0,0,,0,0,0,,0,1,6,0.0,0,0
30,2014,4,2014-09-29,24-315,KAN,,NWE,W 41-14,,,,,,,,,,,,,,,,,,
31,2014,5,2014-10-05,24-321,KAN,@,SFO,L 17-22,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,1,0
32,2014,6,2014-10-19,24-335,KAN,@,SDG,W 23-20,,,,,,,,,,,,,,,,,,
33,2014,7,2014-10-26,24-342,KAN,,STL,W 34-7,,,,,0,,,,,,,,,,,,,
34,2014,8,2014-11-02,24-349,KAN,,NYJ,W 24-10,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,1,0
35,2014,9,2014-11-09,24-356,KAN,@,BUF,W 17-13,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,1,1
,,,35 Games,,,,,19-16-0,24,99,4.13,1,13,9,64,7.11,0,2,33,16.50,0,1,6,0.0,9,2
