
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2011,1,2011-09-11,22-278,WAS,,NYG,W 28-14,1,2,2.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
2,2011,2,2011-09-18,22-285,WAS,,ARI,W 22-21,10,74,7.40,0,4,3,38,12.67,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
3,2011,3,2011-09-26,22-293,WAS,@,DAL,L 16-18,5,15,3.00,0,2,2,17,8.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,1,0
4,2011,4,2011-10-02,22-299,WAS,@,STL,W 17-10,8,35,4.38,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
5,2011,5,2011-10-16,22-313,WAS,,PHI,L 13-20,2,6,3.00,0,4,2,11,5.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
6,2011,6,2011-10-23,22-320,WAS,@,CAR,L 20-33,1,-1,-1.00,0,2,2,6,3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
7,2011,7,2011-10-30,22-327,WAS,@,BUF,L 0-23,0,0,,0,4,3,20,6.67,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
8,2011,8,2011-11-06,22-334,WAS,,SFO,L 11-19,10,41,4.10,0,16,14,105,7.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,1,0
9,2011,9,2011-11-13,22-341,WAS,@,MIA,L 9-20,6,41,6.83,0,3,3,13,4.33,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
10,2011,10,2011-11-20,22-348,WAS,,DAL,L 24-27,8,35,4.38,0,2,2,3,1.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
11,2011,11,2011-11-27,22-355,WAS,@,SEA,W 23-17,23,108,4.70,1,7,7,54,7.71,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
12,2011,12,2011-12-04,22-362,WAS,,NYJ,L 19-34,23,100,4.35,1,6,4,42,10.50,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
13,2011,13,2011-12-11,23-004,WAS,,NWE,L 27-34,27,126,4.67,0,3,2,6,3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
14,2011,14,2011-12-18,23-011,WAS,@,NYG,W 23-10,23,53,2.30,0,4,3,16,5.33,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
15,2011,16,2012-01-01,23-025,WAS,@,PHI,L 10-34,4,5,1.25,0,2,2,48,24.00,1,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
