
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2012,1,2012-09-09,24-300,PHI,@,CLE,W 17-16,0,0,0,,0,0,0,,0,1,18,18.00,0,0,0,0.0,0,0
2,2012,2,2012-09-16,24-307,PHI,,BAL,W 24-23,1,1,4,4.00,0,2,1,0.50,0,0,0,,0,0,0,0.0,1,0
3,2012,3,2012-09-23,24-314,PHI,@,ARI,L 6-27,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2012,4,2012-09-30,24-321,PHI,,NYG,W 19-17,2,1,7,7.00,0,2,15,7.50,0,0,0,,0,0,0,0.0,0,0
5,2012,5,2012-10-07,24-328,PHI,@,PIT,L 14-16,0,0,0,,0,1,5,5.00,0,0,0,,0,0,0,0.0,0,0
6,2012,6,2012-10-14,24-335,PHI,,DET,L 23-26,,,,,,,,,,,,,,,,,,
7,2012,7,2012-10-28,24-349,PHI,,ATL,L 17-30,1,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2012,8,2012-11-05,24-357,PHI,@,NOR,L 13-28,1,1,7,7.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2012,9,2012-11-11,24-363,PHI,,DAL,L 23-38,2,1,3,3.00,0,1,1,1.00,1,1,0,0.00,0,1,6,0.0,0,0
10,2012,10,2012-11-18,25-004,PHI,@,WAS,L 6-31,3,1,9,9.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2012,11,2012-11-26,25-012,PHI,,CAR,L 22-30,1,1,5,5.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
12,2012,12,2012-12-02,25-018,PHI,@,DAL,L 33-38,0,,,,,,,,,,,,,,,,,
13,2012,13,2012-12-09,25-025,PHI,@,TAM,W 23-21,,,,,,,,,,,,,,,,,,
14,2012,14,2012-12-13,25-029,PHI,,CIN,L 13-34,1,1,8,8.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2012,16,2012-12-30,25-046,PHI,@,NYG,L 7-42,,,,,,,,,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
16,2013,1,2013-09-08,25-298,IND,,OAK,W 21-17,,,,,,,,,,,,,,,,,,
17,2013,2,2013-09-15,25-305,IND,,MIA,L 20-24,2,2,12,6.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2013,3,2013-09-22,25-312,IND,@,SFO,W 27-7,1,1,0,0.00,0,0,0,,0,0,0,,0,0,0,0.0,1,0
19,2013,4,2013-09-29,25-319,IND,@,JAX,W 37-3,2,2,1,0.50,0,3,0,0.00,0,0,0,,0,0,0,0.0,0,0
20,2013,6,2013-10-14,25-334,IND,@,SDG,L 9-19,1,1,12,12.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2013,7,2013-10-20,25-340,IND,,DEN,W 39-33,2,1,20,20.00,1,1,2,2.00,0,0,0,,0,1,6,0.0,2,0
22,2013,8,2013-11-03,25-354,IND,@,HOU,W 27-24,1,1,1,1.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2013,9,2013-11-10,25-361,IND,,STL,L 8-38,4,3,25,8.33,0,1,1,1.00,0,0,0,,0,0,0,0.0,1,0
24,2013,10,2013-11-14,26-000,IND,@,TEN,W 30-27,1,1,9,9.00,0,1,4,4.00,0,0,0,,0,0,0,0.0,0,0
25,2013,12,2013-12-01,26-017,IND,,TEN,W 22-14,4,3,29,9.67,0,0,0,,0,0,0,,0,0,0,0.0,0,1
26,2013,13,2013-12-08,26-024,IND,@,CIN,L 28-42,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,1
27,2013,15,2013-12-22,26-038,IND,@,KAN,W 23-7,1,1,1,1.00,0,1,0,0.00,0,0,0,,0,0,0,0.0,0,0
28,2013,16,2013-12-29,26-045,IND,,JAX,W 30-10,2,2,18,9.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,28 Games,,,,,13-15-0,33,25,171,6.84,1,13,29,2.23,1,2,18,9.00,0,2,12,0.0,6,2
