
15,2008,15,2008-12-22,23-012,CHI,,GNB,W 20-17,23,73,3.17,1,2,2,28,14.00,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
16,2008,16,2008-12-28,23-018,CHI,@,HOU,L 24-31,13,50,3.85,0,4,3,25,8.33,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,2PM,TD,Pts,Sk,Tkl,Ast
17,2009,1,2009-09-13,23-277,CHI,@,GNB,L 15-21,25,55,2.20,0,1,0,0,,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
18,2009,2,2009-09-20,23-284,CHI,,PIT,W 17-14,13,29,2.23,0,6,5,33,6.60,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
19,2009,3,2009-09-27,23-291,CHI,@,SEA,W 25-19,21,66,3.14,0,6,6,40,6.67,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
20,2009,4,2009-10-04,23-298,CHI,,DET,W 48-24,12,121,10.08,1,3,2,19,9.50,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
21,2009,5,2009-10-18,23-312,CHI,@,ATL,L 14-21,15,23,1.53,0,5,5,37,7.40,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
22,2009,6,2009-10-25,23-319,CHI,@,CIN,L 10-45,6,24,4.00,0,6,4,25,6.25,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
23,2009,7,2009-11-01,23-326,CHI,,CLE,W 30-6,26,90,3.46,2,3,2,31,15.50,0,0,0,,0,0,0,,,,,2,12,0.0,0,0
24,2009,8,2009-11-08,23-333,CHI,,ARI,L 21-41,5,33,6.60,0,8,6,74,12.33,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
25,2009,9,2009-11-12,23-337,CHI,@,SFO,L 6-10,20,41,2.05,0,9,8,120,15.00,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
26,2009,10,2009-11-22,23-347,CHI,,PHI,L 20-24,14,34,2.43,0,5,4,20,5.00,0,0,0,,0,0,0,,,,1,0,2,0.0,1,0
27,2009,11,2009-11-29,23-354,CHI,@,MIN,L 10-36,8,27,3.38,0,4,4,34,8.50,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
28,2009,12,2009-12-06,23-361,CHI,,STL,W 17-9,24,91,3.79,1,1,1,5,5.00,0,0,0,,0,0,0,,,,,1,6,0.0,1,0
29,2009,13,2009-12-13,24-003,CHI,,GNB,L 14-21,12,51,4.25,0,4,4,17,4.25,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
30,2009,14,2009-12-20,24-010,CHI,@,BAL,L 7-31,20,69,3.45,0,3,2,0,0.00,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
31,2009,15,2009-12-28,24-018,CHI,,MIN,W 36-30,21,74,3.52,0,1,1,-7,-7.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
32,2009,16,2010-01-03,24-024,CHI,@,DET,W 37-23,16,101,6.31,0,7,3,23,7.67,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,2PM,TD,Pts,Sk,Tkl,Ast
33,2010,1,2010-09-12,24-276,CHI,,DET,W 19-14,17,50,2.94,0,7,7,151,21.57,2,0,0,,0,0,0,,,,,2,12,0.0,0,0
34,2010,2,2010-09-19,24-283,CHI,@,DAL,W 27-20,10,29,2.90,0,6,5,37,7.40,1,0,0,,0,0,0,,,,,1,6,0.0,0,0
35,2010,3,2010-09-27,24-291,CHI,,GNB,W 20-17,11,29,2.64,0,2,2,14,7.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
36,2010,4,2010-10-03,24-297,CHI,@,NYG,L 3-17,12,26,2.17,0,3,2,7,3.50,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
37,2010,5,2010-10-10,24-304,CHI,@,CAR,W 23-6,22,166,7.55,2,2,2,22,11.00,0,0,0,,0,0,0,,,,,2,12,0.0,0,0
38,2010,6,2010-10-17,24-311,CHI,,SEA,L 20-23,8,11,1.38,1,7,3,40,13.33,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
39,2010,7,2010-10-24,24-318,CHI,,WAS,L 14-17,10,41,4.10,0,6,5,32,6.40,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
40,2010,8,2010-11-07,24-332,CHI,@,BUF,W 22-19,14,49,3.50,0,5,3,12,4.00,0,0,0,,0,0,0,,,,1,0,2,0.0,0,0
41,2010,9,2010-11-14,24-339,CHI,,MIN,W 27-13,21,69,3.29,0,2,1,9,9.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
42,2010,10,2010-11-18,24-343,CHI,@,MIA,W 16-0,25,97,3.88,1,2,2,7,3.50,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
43,2010,11,2010-11-28,24-353,CHI,,PHI,W 31-26,14,117,8.36,0,3,2,22,11.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
44,2010,12,2010-12-05,24-360,CHI,@,DET,W 24-20,13,64,4.92,1,3,2,36,18.00,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
45,2010,13,2010-12-12,25-002,CHI,,NWE,L 7-36,9,25,2.78,0,6,2,36,18.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
46,2010,14,2010-12-20,25-010,CHI,@,MIN,W 40-14,17,92,5.41,0,1,1,6,6.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
47,2010,15,2010-12-26,25-016,CHI,,NYJ,W 38-34,19,113,5.95,1,7,4,56,14.00,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
48,2010,16,2011-01-02,25-023,CHI,@,GNB,L 3-10,15,91,6.07,0,8,8,60,7.50,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,2PM,TD,Pts,Sk,Tkl,Ast
49,2011,1,2011-09-11,25-275,CHI,,ATL,W 30-12,16,68,4.25,0,6,5,90,18.00,1,0,0,,0,0,0,,,,,1,6,0.0,0,0
50,2011,2,2011-09-18,25-282,CHI,@,NOR,L 13-30,10,49,4.90,0,14,10,117,11.70,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
51,2011,3,2011-09-25,25-289,CHI,,GNB,L 17-27,9,2,0.22,0,8,7,80,11.43,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
52,2011,4,2011-10-02,25-296,CHI,,CAR,W 34-29,25,205,8.20,1,5,4,23,5.75,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
53,2011,5,2011-10-10,25-304,CHI,@,DET,L 13-24,22,116,5.27,0,7,4,35,8.75,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
54,2011,6,2011-10-16,25-310,CHI,,MIN,W 39-10,17,87,5.12,0,7,6,36,6.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
55,2011,7,2011-10-23,25-317,CHI,@,TAM,W 24-18,25,145,5.80,1,4,2,38,19.00,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
56,2011,8,2011-11-07,25-332,CHI,@,PHI,W 30-24,24,133,5.54,0,5,3,17,5.67,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
57,2011,9,2011-11-13,25-338,CHI,,DET,W 37-13,18,64,3.56,1,5,1,3,3.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,,1,6,0.0,0,0
58,2011,10,2011-11-20,25-345,CHI,,SDG,W 31-20,20,57,2.85,0,5,4,26,6.50,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
59,2011,11,2011-11-27,25-352,CHI,@,OAK,L 20-25,12,59,4.92,0,10,6,25,4.17,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
60,2011,12,2011-12-04,25-359,CHI,,KAN,L 3-10,5,12,2.40,0,0,0,0,,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,2PM,TD,Pts,Sk,Tkl,Ast
61,2012,1,2012-09-09,26-274,CHI,,IND,W 41-21,16,80,5.00,1,6,3,40,13.33,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
62,2012,2,2012-09-13,26-278,CHI,@,GNB,L 10-23,7,31,4.43,0,5,4,49,12.25,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
63,2012,4,2012-10-01,26-296,CHI,@,DAL,W 34-18,13,52,4.00,0,1,1,-3,-3.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
64,2012,5,2012-10-07,26-302,CHI,@,JAX,W 41-3,22,107,4.86,0,4,2,20,10.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
65,2012,6,2012-10-22,26-317,CHI,,DET,W 13-7,22,96,4.36,0,5,3,4,1.33,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
66,2012,7,2012-10-28,26-323,CHI,,CAR,W 23-22,15,70,4.67,1,4,5,24,4.80,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
67,2012,8,2012-11-04,26-330,CHI,@,TEN,W 51-20,12,103,8.58,1,2,2,45,22.50,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
68,2012,9,2012-11-11,26-337,CHI,,HOU,L 6-13,16,39,2.44,0,5,2,-3,-1.50,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
69,2012,10,2012-11-19,26-345,CHI,@,SFO,L 7-32,21,63,3.00,0,4,3,4,1.33,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
70,2012,11,2012-11-25,26-351,CHI,,MIN,W 28-10,14,42,3.00,0,2,2,4,2.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
71,2012,12,2012-12-02,26-358,CHI,,SEA,L 17-23,21,66,3.14,0,3,3,30,10.00,1,0,0,,0,0,0,,,,,1,6,0.0,0,0
72,2012,13,2012-12-09,26-365,CHI,@,MIN,L 14-21,13,85,6.54,0,7,6,34,5.67,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
73,2012,14,2012-12-16,27-006,CHI,,GNB,L 13-21,20,69,3.45,0,8,5,64,12.80,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
74,2012,15,2012-12-23,27-013,CHI,@,ARI,W 28-13,12,88,7.33,1,1,1,7,7.00,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
75,2012,16,2012-12-30,27-020,CHI,@,DET,W 26-24,24,103,4.29,1,2,2,21,10.50,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,2PM,TD,Pts,Sk,Tkl,Ast
76,2013,1,2013-09-08,27-272,CHI,,CIN,W 24-21,19,50,2.63,1,6,4,41,10.25,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
77,2013,2,2013-09-15,27-279,CHI,,MIN,W 31-30,20,88,4.40,0,11,10,73,7.30,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
78,2013,3,2013-09-22,27-286,CHI,@,PIT,W 40-23,16,87,5.44,1,4,4,24,6.00,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
79,2013,4,2013-09-29,27-293,CHI,@,DET,L 32-40,14,95,6.79,1,6,5,22,4.40,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
80,2013,5,2013-10-06,27-300,CHI,,NOR,L 18-26,12,55,4.58,0,6,4,40,10.00,0,0,0,,0,0,0,,,,1,0,2,0.0,0,0
81,2013,6,2013-10-10,27-304,CHI,,NYG,W 27-21,19,67,3.53,0,6,6,44,7.33,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
82,2013,7,2013-10-20,27-314,CHI,@,WAS,L 41-45,16,91,5.69,3,3,2,18,9.00,0,0,0,,0,0,0,,,,,3,18,0.0,0,0
83,2013,8,2013-11-04,27-329,CHI,@,GNB,W 27-20,24,125,5.21,1,8,5,54,10.80,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
84,2013,9,2013-11-10,27-335,CHI,,DET,L 19-21,17,33,1.94,0,7,4,16,4.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
85,2013,10,2013-11-17,27-342,CHI,,BAL,W 23-20,18,83,4.61,0,6,5,42,8.40,1,0,0,,0,0,0,,,,,1,6,0.0,0,0
86,2013,11,2013-11-24,27-349,CHI,@,STL,L 21-42,16,77,4.81,0,9,7,40,5.71,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
87,2013,12,2013-12-01,27-356,CHI,@,MIN,L 20-23,23,120,5.22,0,2,2,31,15.50,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
88,2013,13,2013-12-09,27-364,CHI,,DAL,W 45-28,20,102,5.10,0,9,7,73,10.43,1,0,0,,0,0,0,,,,,1,6,0.0,0,0
89,2013,14,2013-12-15,28-005,CHI,@,CLE,W 38-31,24,127,5.29,0,3,1,4,4.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
90,2013,15,2013-12-22,28-012,CHI,@,PHI,L 11-54,9,29,3.22,0,5,4,25,6.25,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
91,2013,16,2013-12-29,28-019,CHI,,GNB,L 28-33,22,110,5.00,2,4,4,47,11.75,1,0,0,,0,0,0,,,,,3,18,0.0,1,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,2PM,TD,Pts,Sk,Tkl,Ast
92,2014,1,2014-09-07,28-271,CHI,,BUF,L 20-23,17,82,4.82,0,9,8,87,10.88,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
93,2014,2,2014-09-14,28-278,CHI,@,SFO,W 28-20,12,21,1.75,0,8,5,15,3.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
94,2014,3,2014-09-22,28-286,CHI,@,NYJ,W 27-19,13,33,2.54,0,7,6,43,7.17,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
95,2014,4,2014-09-28,28-292,CHI,,GNB,L 17-38,23,122,5.30,0,6,5,49,9.80,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
96,2014,5,2014-10-05,28-299,CHI,@,CAR,L 24-31,17,61,3.59,0,12,12,105,8.75,1,0,0,,0,0,0,,,,,1,6,0.0,0,0
97,2014,6,2014-10-12,28-306,CHI,@,ATL,W 27-13,17,80,4.71,2,13,10,77,7.70,0,0,0,,0,0,0,,,,,2,12,0.0,0,0
98,2014,7,2014-10-19,28-313,CHI,,MIA,L 14-27,12,49,4.08,1,7,6,60,10.00,1,0,0,,0,0,0,,,,,2,12,0.0,1,0
99,2014,8,2014-10-26,28-320,CHI,@,NWE,L 23-51,19,114,6.00,0,8,6,54,9.00,1,0,0,,0,0,0,,,,1,1,8,0.0,0,0
100,2014,9,2014-11-09,28-334,CHI,@,GNB,L 14-55,17,54,3.18,0,7,3,27,9.00,0,0,0,,0,0,0,,,,,0,0,0.0,1,0
101,2014,10,2014-11-16,28-341,CHI,,MIN,W 21-13,26,117,4.50,0,6,6,58,9.67,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
102,2014,11,2014-11-23,28-348,CHI,,TAM,W 21-13,23,89,3.87,2,6,5,23,4.60,0,0,0,,0,0,0,,,,,2,12,0.0,0,0
103,2014,12,2014-11-27,28-352,CHI,@,DET,L 17-34,5,6,1.20,0,9,6,52,8.67,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
104,2014,13,2014-12-04,28-359,CHI,,DAL,L 28-41,13,26,2.00,1,9,8,74,9.25,0,0,0,,0,0,0,,,,1,1,8,0.0,0,0
105,2014,14,2014-12-15,29-005,CHI,,NOR,L 15-31,16,78,4.88,0,5,2,21,10.50,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
106,2014,15,2014-12-21,29-011,CHI,,DET,L 14-20,19,55,2.89,0,6,6,40,6.67,1,0,0,,0,0,0,,,,,1,6,0.0,0,0
107,2014,16,2014-12-28,29-018,CHI,@,MIN,L 9-13,17,51,3.00,0,12,8,23,2.88,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,2PM,TD,Pts,Sk,Tkl,Ast
108,2015,1,2015-09-13,29-277,CHI,,GNB,L 23-31,24,141,5.88,1,8,5,25,5.00,0,0,0,,0,0,0,,,,,1,6,0.0,0,0
109,2015,2,2015-09-20,29-284,CHI,,ARI,L 23-48,15,61,4.07,0,5,4,44,11.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
110,2015,3,2015-09-27,29-291,CHI,@,SEA,L 0-26,20,74,3.70,0,3,0,0,,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
111,2015,4,2015-10-04,29-298,CHI,,OAK,W 22-20,25,91,3.64,0,4,4,64,16.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
112,2015,5,2015-10-11,29-305,CHI,@,KAN,W 18-17,18,71,3.94,0,7,5,38,7.60,1,0,0,,0,0,0,,,,,1,6,0.0,0,0
113,2015,6,2015-10-18,29-312,CHI,@,DET,L 34-37,24,69,2.88,1,5,3,20,6.67,0,0,0,,0,0,0,,,,1,1,8,0.0,0,0
114,2015,7,2015-11-01,29-326,CHI,,MIN,L 20-23,10,41,4.10,0,4,4,28,7.00,0,0,0,,0,0,0,,,,,0,0,0.0,0,0
,,,114 Games,,,,,58-56-0,1953,8252,4.23,43,614,468,3946,8.43,17,0,1,0.00,0,0,0,39.6,0.00,0.00,6,60,372,0.0,21,0
