
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2011,12,2011-12-05,23-093,JAX,,SDG,L 14-38,2,2,1.00,0,0,0,0,,0,3,68,22.67,0,0,0,0.0,0,0
2,2011,13,2011-12-11,23-099,JAX,,TAM,W 41-14,1,24,24.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2011,14,2011-12-15,23-103,JAX,@,ATL,L 14-41,1,-1,-1.00,0,1,0,0,,0,6,143,23.83,0,0,0,0.0,0,0
4,2011,15,2011-12-24,23-112,JAX,@,TEN,L 17-23,2,5,2.50,0,0,0,0,,0,5,97,19.40,0,0,0,0.0,0,0
5,2011,16,2012-01-01,23-120,JAX,,IND,W 19-13,3,12,4.00,0,1,1,4,4.00,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
6,2012,13,2012-12-09,24-097,GNB,,DET,W 27-20,7,31,4.43,1,0,0,0,,0,0,0,,0,1,6,0.0,0,0
7,2012,14,2012-12-16,24-104,GNB,@,CHI,W 21-13,5,27,5.40,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2012,15,2012-12-23,24-111,GNB,,TEN,W 55-7,8,29,3.63,1,0,0,0,,0,0,0,,0,1,6,0.0,0,0
9,2012,16,2012-12-30,24-118,GNB,@,MIN,L 34-37,14,70,5.00,0,2,2,17,8.50,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
10,2014,1,2014-09-04,26-001,GNB,@,SEA,L 16-36,1,7,7.00,0,0,0,0,,0,2,40,20.00,0,0,0,0.0,0,0
11,2014,2,2014-09-14,26-011,GNB,,NYJ,W 31-24,0,0,,0,2,1,11,11.00,0,2,58,29.00,0,0,0,0.0,0,0
12,2014,3,2014-09-21,26-018,GNB,@,DET,L 7-19,3,2,0.67,0,0,0,0,,0,2,51,25.50,0,0,0,0.0,0,0
13,2014,4,2014-09-28,26-025,GNB,@,CHI,W 38-17,0,0,,0,0,0,0,,0,1,20,20.00,0,0,0,0.0,0,0
14,2014,5,2014-10-02,26-029,GNB,,MIN,W 42-10,,,,,,,,,,,,,,,,,,
15,2014,6,2014-10-12,26-039,GNB,@,MIA,W 27-24,0,0,,0,0,0,0,,0,1,33,33.00,0,0,0,0.0,0,0
16,2014,7,2014-10-19,26-046,GNB,,CAR,W 38-17,2,-1,-0.50,0,0,0,0,,0,1,9,9.00,0,0,0,0.0,0,0
17,2014,8,2014-10-26,26-053,GNB,@,NOR,L 23-44,2,4,2.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2014,9,2014-11-09,26-067,GNB,,CHI,W 55-14,8,52,6.50,0,0,0,0,,0,1,20,20.00,0,0,0,0.0,1,0
19,2014,10,2014-11-16,26-074,GNB,,PHI,W 53-20,0,0,,0,0,0,0,,0,3,42,14.00,0,0,0,0.0,0,0
20,2014,11,2014-11-23,26-081,GNB,@,MIN,W 24-21,,,,,,,,,,,,,,,,,,
21,2014,12,2014-11-30,26-088,GNB,,NWE,W 26-21,0,0,,0,0,0,0,,0,4,90,22.50,0,0,0,0.0,0,0
22,2014,13,2014-12-08,26-096,GNB,,ATL,W 43-37,0,0,,0,0,0,0,,0,4,85,21.25,0,0,0,0.0,0,0
23,2014,14,2014-12-14,26-102,GNB,@,BUF,L 13-21,0,0,,0,0,0,0,,0,1,8,8.00,0,0,0,0.0,0,0
24,2014,15,2014-12-21,26-109,GNB,@,TAM,W 20-3,,,,,,,,,,,,,,,,,,
,,,24 Games,,,,,16-8-0,59,263,4.46,2,6,4,32,8.00,0,36,764,21.22,0,2,12,0.0,1,0
