
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2013,1,2013-09-05,22-274,DEN,,BAL,W 49-27,8,24,3.00,0,0,0,0,,0,0,0,0.0,0,0
2,2013,2,2013-09-15,22-284,DEN,@,NYG,W 41-23,12,14,1.17,0,2,2,27,13.50,0,0,0,0.0,0,0
3,2013,3,2013-09-23,22-292,DEN,,OAK,W 37-21,11,61,5.55,0,0,0,0,,0,0,0,0.0,0,0
4,2013,4,2013-09-29,22-298,DEN,,PHI,W 52-20,8,24,3.00,0,0,0,0,,0,0,0,0.0,0,0
5,2013,5,2013-10-06,22-305,DEN,@,DAL,W 51-48,1,1,1.00,0,0,0,0,,0,0,0,0.0,0,0
6,2013,6,2013-10-13,22-312,DEN,,JAX,W 35-19,3,15,5.00,0,2,0,0,,0,0,0,0.0,0,0
7,2013,7,2013-10-20,22-319,DEN,@,IND,L 33-39,0,0,,0,0,0,0,,0,0,0,0.0,1,0
8,2013,8,2013-10-27,22-326,DEN,,WAS,W 45-21,12,38,3.17,1,1,0,0,,0,1,6,0.0,0,0
9,2013,9,2013-11-10,22-340,DEN,@,SDG,W 28-20,5,20,4.00,0,0,0,0,,0,0,0,0.0,0,0
10,2013,10,2013-11-17,22-347,DEN,,KAN,W 27-17,8,25,3.13,2,4,3,16,5.33,0,2,12,0.0,1,0
11,2013,11,2013-11-24,22-354,DEN,@,NWE,L 31-34,7,40,5.71,0,3,3,17,5.67,0,0,0,0.0,1,0
12,2013,12,2013-12-01,22-361,DEN,@,KAN,W 35-28,13,117,9.00,0,2,1,4,4.00,0,0,0,0.0,0,0
13,2013,13,2013-12-08,23-003,DEN,,TEN,W 51-28,15,77,5.13,1,4,3,10,3.33,0,1,6,0.0,0,0
14,2013,14,2013-12-12,23-007,DEN,,SDG,L 20-27,3,-1,-0.33,0,5,5,49,9.80,0,0,0,0.0,1,0
15,2013,15,2013-12-22,23-017,DEN,@,HOU,W 37-13,4,32,8.00,0,1,0,0,,0,0,0,0.0,2,0
16,2013,16,2013-12-29,23-024,DEN,@,OAK,W 34-14,10,72,7.20,0,3,3,22,7.33,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
17,2014,1,2014-09-07,23-276,DEN,,IND,W 31-24,23,67,2.91,1,2,2,16,8.00,0,1,6,0.0,0,0
18,2014,2,2014-09-14,23-283,DEN,,KAN,W 24-17,12,60,5.00,0,3,3,29,9.67,0,0,0,0.0,0,0
19,2014,3,2014-09-21,23-290,DEN,@,SEA,L 20-26,14,38,2.71,0,3,2,6,3.00,0,0,0,0.0,0,0
20,2014,4,2014-10-05,23-304,DEN,,ARI,W 41-20,6,7,1.17,0,3,2,11,5.50,0,0,0,0.0,0,0
21,2014,10,2014-11-16,23-346,DEN,@,STL,L 7-22,0,0,,0,2,0,0,,0,0,0,0.0,0,0
,,,21 Games,,,,,16-5-0,175,731,4.18,5,40,29,207,7.14,0,5,30,0.0,6,0
