
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2012,1,2012-09-09,23-272,WAS,@,NOR,W 40-32,28,96,3.43,2,0,0,0,,0,2,12,0.0,0,0
2,2012,2,2012-09-16,23-279,WAS,@,STL,L 28-31,16,89,5.56,0,0,0,0,,0,0,0,0.0,0,0
3,2012,3,2012-09-23,23-286,WAS,,CIN,L 31-38,17,78,4.59,1,1,0,0,,0,1,6,0.0,0,0
4,2012,4,2012-09-30,23-293,WAS,@,TAM,W 24-22,21,113,5.38,1,2,1,-4,-4.00,0,1,6,0.0,0,0
5,2012,5,2012-10-07,23-300,WAS,,ATL,L 17-24,18,115,6.39,0,1,1,20,20.00,0,0,0,0.0,0,0
6,2012,6,2012-10-14,23-307,WAS,,MIN,W 38-26,16,47,2.94,1,2,1,9,9.00,0,1,6,0.0,0,0
7,2012,7,2012-10-21,23-314,WAS,@,NYG,L 23-27,22,120,5.45,0,2,2,10,5.00,0,0,0,0.0,0,0
8,2012,8,2012-10-28,23-321,WAS,@,PIT,L 12-27,13,59,4.54,0,0,0,0,,0,0,0,0.0,0,0
9,2012,9,2012-11-04,23-328,WAS,,CAR,L 13-21,13,76,5.85,0,1,0,0,,0,0,0,0.0,0,0
10,2012,10,2012-11-18,23-342,WAS,,PHI,W 31-6,20,76,3.80,0,1,1,7,7.00,0,0,0,0.0,0,0
11,2012,11,2012-11-22,23-346,WAS,@,DAL,W 38-31,24,113,4.71,1,0,0,0,,0,1,6,0.0,0,0
12,2012,12,2012-12-03,23-357,WAS,,NYG,W 17-16,22,124,5.64,0,0,0,0,,0,0,0,0.0,0,0
13,2012,13,2012-12-09,23-363,WAS,,BAL,W 31-28,23,129,5.61,1,1,0,0,,0,1,6,0.0,0,0
14,2012,14,2012-12-16,24-004,WAS,@,CLE,W 38-21,27,87,3.22,2,2,2,6,3.00,0,2,12,0.0,0,0
15,2012,15,2012-12-23,24-011,WAS,@,PHI,W 27-20,22,91,4.14,1,1,1,17,17.00,0,1,6,0.0,0,0
16,2012,16,2012-12-30,24-018,WAS,,DAL,W 28-18,33,200,6.06,3,2,2,12,6.00,0,3,18,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
17,2013,1,2013-09-09,24-271,WAS,,PHI,L 27-33,12,45,3.75,1,1,1,9,9.00,0,1,6,0.0,0,0
18,2013,2,2013-09-15,24-277,WAS,@,GNB,L 20-38,13,107,8.23,0,2,2,13,6.50,0,0,0,0.0,0,0
19,2013,3,2013-09-22,24-284,WAS,,DET,L 20-27,15,73,4.87,1,1,0,0,,0,1,6,0.0,0,0
20,2013,4,2013-09-29,24-291,WAS,@,OAK,W 24-14,16,71,4.44,0,0,0,0,,0,0,0,0.0,0,0
