
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
16,2007,1,2007-09-09,23-170,DEN,@,BUF,W 15-14,8,5,52,10.40,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
17,2007,2,2007-09-16,23-177,DEN,,OAK,W 23-20,7,5,82,16.40,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
18,2007,3,2007-09-23,23-184,DEN,,JAX,L 14-23,11,7,133,19.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
19,2007,4,2007-09-30,23-191,DEN,@,IND,L 20-38,7,3,23,7.67,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
20,2007,5,2007-10-07,23-198,DEN,,SDG,L 3-41,13,7,72,10.29,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
21,2007,6,2007-10-21,23-212,DEN,,PIT,W 31-28,10,6,77,12.83,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
22,2007,7,2007-10-29,23-220,DEN,,GNB,L 13-19,7,3,74,24.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
23,2007,8,2007-11-04,23-226,DEN,@,DET,L 7-44,18,9,96,10.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
24,2007,9,2007-11-11,23-233,DEN,@,KAN,W 27-11,9,6,85,14.17,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
25,2007,10,2007-11-19,23-241,DEN,,TEN,W 34-20,6,4,56,14.00,1,1,16,16.00,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
26,2007,11,2007-11-25,23-247,DEN,@,CHI,L 34-37,10,4,97,24.25,1,1,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
27,2007,12,2007-12-02,23-254,DEN,@,OAK,L 20-34,9,6,67,11.17,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
28,2007,13,2007-12-09,23-261,DEN,,KAN,W 41-7,13,10,115,11.50,2,1,10,10.00,0,0,0,,0,0,0,,,,0,0,,0,,2,12,0.0,0,0
29,2007,14,2007-12-13,23-265,DEN,@,HOU,L 13-31,16,11,107,9.73,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
30,2007,15,2007-12-24,23-276,DEN,@,SDG,L 3-23,13,6,75,12.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
31,2007,16,2007-12-30,23-282,DEN,,MIN,W 22-19,13,10,114,11.40,1,2,31,15.50,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
32,2008,2,2008-09-14,24-175,DEN,,SDG,W 39-38,20,18,166,9.22,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
33,2008,3,2008-09-21,24-182,DEN,,NOR,W 34-32,11,6,155,25.83,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
34,2008,4,2008-09-28,24-189,DEN,@,KAN,L 19-33,13,7,77,11.00,1,1,-11,-11.00,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
35,2008,5,2008-10-05,24-196,DEN,,TAM,W 16-13,7,3,25,8.33,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
36,2008,6,2008-10-12,24-203,DEN,,JAX,L 17-24,18,9,98,10.89,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,1,0
37,2008,7,2008-10-20,24-211,DEN,@,NWE,L 7-41,10,6,77,12.83,0,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
38,2008,8,2008-11-02,24-224,DEN,,MIA,L 17-26,9,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
39,2008,9,2008-11-06,24-228,DEN,@,CLE,W 34-30,14,6,89,14.83,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
40,2008,10,2008-11-16,24-238,DEN,@,ATL,W 24-20,9,6,89,14.83,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
41,2008,11,2008-11-23,24-245,DEN,,OAK,L 10-31,11,4,84,21.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
42,2008,12,2008-11-30,24-252,DEN,@,NYJ,W 34-17,12,5,55,11.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
43,2008,13,2008-12-07,24-259,DEN,,KAN,W 24-17,12,11,91,8.27,2,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,2,12,0.0,0,0
44,2008,14,2008-12-14,24-266,DEN,@,CAR,L 10-30,8,5,48,9.60,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
45,2008,15,2008-12-21,24-273,DEN,,BUF,L 23-30,16,10,129,12.90,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,1,0
46,2008,16,2008-12-28,24-280,DEN,@,SDG,L 21-52,11,6,55,9.17,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
47,2009,1,2009-09-13,25-174,DEN,@,CIN,W 12-7,7,4,27,6.75,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
48,2009,2,2009-09-20,25-181,DEN,,CLE,W 27-6,6,3,34,11.33,0,1,14,14.00,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
49,2009,3,2009-09-27,25-188,DEN,@,OAK,W 23-3,7,5,67,13.40,1,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
50,2009,4,2009-10-04,25-195,DEN,,DAL,W 17-10,6,4,91,22.75,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
51,2009,5,2009-10-11,25-202,DEN,,NWE,W 20-17,11,8,64,8.00,2,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,,2,12,0.0,1,0
52,2009,6,2009-10-19,25-210,DEN,@,SDG,W 34-23,6,5,49,9.80,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
53,2009,7,2009-11-01,25-223,DEN,@,BAL,L 7-30,8,4,24,6.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
54,2009,8,2009-11-09,25-231,DEN,,PIT,L 10-28,15,11,112,10.18,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,1,0
55,2009,9,2009-11-15,25-237,DEN,@,WAS,L 17-27,10,5,134,26.80,2,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,,2,12,0.0,0,0
56,2009,10,2009-11-22,25-244,DEN,,SDG,L 3-32,9,3,26,8.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
57,2009,11,2009-11-26,25-248,DEN,,NYG,W 26-6,9,6,86,14.33,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
58,2009,12,2009-12-06,25-258,DEN,@,KAN,W 44-13,10,7,94,13.43,1,1,2,2.00,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
59,2009,13,2009-12-13,25-265,DEN,@,IND,L 16-28,28,21,200,9.52,2,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,2,12,0.0,0,0
60,2009,14,2009-12-20,25-272,DEN,,OAK,L 19-20,9,7,73,10.43,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
61,2009,15,2009-12-27,25-279,DEN,@,PHI,L 27-30,13,8,39,4.88,0,2,3,1.50,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
62,2010,1,2010-09-12,26-173,MIA,@,BUF,W 15-10,13,8,53,6.63,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
63,2010,2,2010-09-19,26-180,MIA,@,MIN,W 14-10,8,4,71,17.75,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
64,2010,3,2010-09-26,26-187,MIA,,NYJ,L 23-31,17,10,166,16.60,1,2,3,1.50,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
65,2010,4,2010-10-04,26-195,MIA,,NWE,L 14-41,8,5,50,10.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,1,0
66,2010,5,2010-10-17,26-208,MIA,@,GNB,W 23-20,17,10,127,12.70,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,1,0
67,2010,6,2010-10-24,26-215,MIA,,PIT,L 22-23,9,5,57,11.40,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
68,2010,7,2010-10-31,26-222,MIA,@,CIN,W 22-14,7,5,64,12.80,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
69,2010,8,2010-11-07,26-229,MIA,@,BAL,L 10-26,8,5,30,6.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
70,2010,9,2010-11-14,26-236,MIA,,TEN,W 29-17,7,3,34,11.33,0,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,0,0,0.0,1,0
71,2010,10,2010-11-18,26-240,MIA,,CHI,L 0-16,6,3,41,13.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
72,2010,13,2010-12-12,26-264,MIA,@,NYJ,W 10-6,6,2,16,8.00,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
73,2010,14,2010-12-19,26-271,MIA,,BUF,L 14-17,12,11,106,9.64,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
74,2010,15,2010-12-26,26-278,MIA,,DET,L 27-34,16,10,102,10.20,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
75,2010,16,2011-01-02,26-285,MIA,@,NWE,L 7-38,12,5,97,19.40,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
76,2011,1,2011-09-12,27-173,MIA,,NWE,L 24-38,13,7,139,19.86,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
77,2011,2,2011-09-18,27-179,MIA,,HOU,L 13-23,11,6,79,13.17,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
78,2011,3,2011-09-25,27-186,MIA,@,CLE,L 16-17,7,4,43,10.75,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
79,2011,4,2011-10-02,27-193,MIA,@,SDG,L 16-26,8,5,52,10.40,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
80,2011,5,2011-10-17,27-208,MIA,@,NYJ,L 6-24,13,6,109,18.17,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
81,2011,6,2011-10-23,27-214,MIA,,DEN,L 15-18,9,6,61,10.17,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
82,2011,7,2011-10-30,27-221,MIA,@,NYG,L 17-20,6,4,55,13.75,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
83,2011,8,2011-11-06,27-228,MIA,@,KAN,W 31-3,11,8,106,13.25,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
84,2011,9,2011-11-13,27-235,MIA,,WAS,W 20-9,9,7,98,14.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
85,2011,10,2011-11-20,27-242,MIA,,BUF,W 35-8,3,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
86,2011,11,2011-11-24,27-246,MIA,@,DAL,L 19-20,10,5,103,20.60,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
87,2011,12,2011-12-04,27-256,MIA,,OAK,W 34-14,6,4,60,15.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
88,2011,13,2011-12-11,27-263,MIA,,PHI,L 10-26,8,4,27,6.75,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
89,2011,14,2011-12-18,27-270,MIA,@,BUF,W 30-23,8,3,84,28.00,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,1,0
90,2011,15,2011-12-24,27-276,MIA,@,NWE,L 24-27,11,6,143,23.83,1,1,13,13.00,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
91,2011,16,2012-01-01,27-284,MIA,,NYJ,W 19-17,8,5,50,10.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
92,2012,1,2012-09-09,28-170,CHI,,IND,W 41-21,15,9,119,13.22,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
93,2012,2,2012-09-13,28-174,CHI,@,GNB,L 10-23,5,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
94,2012,3,2012-09-23,28-184,CHI,,STL,W 23-6,11,5,71,14.20,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
95,2012,4,2012-10-01,28-192,CHI,@,DAL,W 34-18,8,7,138,19.71,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
96,2012,5,2012-10-07,28-198,CHI,@,JAX,W 41-3,17,12,144,12.00,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
97,2012,6,2012-10-22,28-213,CHI,,DET,W 13-7,10,6,81,13.50,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
98,2012,7,2012-10-28,28-219,CHI,,CAR,W 23-22,14,9,98,10.89,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
99,2012,8,2012-11-04,28-226,CHI,@,TEN,W 51-20,10,9,122,13.56,3,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,3,18,0.0,0,0
100,2012,9,2012-11-11,28-233,CHI,,HOU,L 6-13,13,8,107,13.38,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
101,2012,10,2012-11-19,28-241,CHI,@,SFO,L 7-32,4,2,21,10.50,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
102,2012,11,2012-11-25,28-247,CHI,,MIN,W 28-10,17,12,92,7.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
103,2012,12,2012-12-02,28-254,CHI,,SEA,L 17-23,14,10,165,16.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
104,2012,13,2012-12-09,28-261,CHI,@,MIN,L 14-21,19,10,160,16.00,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
105,2012,14,2012-12-16,28-268,CHI,,GNB,L 13-21,7,6,56,9.33,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
106,2012,15,2012-12-23,28-275,CHI,@,ARI,W 28-13,14,6,68,11.33,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
107,2012,16,2012-12-30,28-282,CHI,@,DET,W 26-24,14,5,42,8.40,0,1,-2,-2.00,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
108,2013,1,2013-09-08,29-169,CHI,,CIN,W 24-21,10,8,104,13.00,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
109,2013,2,2013-09-15,29-176,CHI,,MIN,W 31-30,10,7,113,16.14,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
110,2013,3,2013-09-22,29-183,CHI,@,PIT,W 40-23,8,5,52,10.40,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
111,2013,4,2013-09-29,29-190,CHI,@,DET,L 32-40,14,7,79,11.29,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,0,2,0.0,0,0
112,2013,5,2013-10-06,29-197,CHI,,NOR,L 18-26,5,4,30,7.50,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
113,2013,6,2013-10-10,29-201,CHI,,NYG,W 27-21,11,9,87,9.67,2,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,2,12,0.0,0,0
114,2013,7,2013-10-20,29-211,CHI,@,WAS,L 41-45,10,6,75,12.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
115,2013,8,2013-11-04,29-226,CHI,@,GNB,W 27-20,13,7,107,15.29,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
116,2013,9,2013-11-10,29-232,CHI,,DET,L 19-21,12,7,139,19.86,2,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,2,12,0.0,0,0
117,2013,10,2013-11-17,29-239,CHI,,BAL,W 23-20,10,4,42,10.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
118,2013,11,2013-11-24,29-246,CHI,@,STL,L 21-42,12,10,117,11.70,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
119,2013,12,2013-12-01,29-253,CHI,@,MIN,L 20-23,9,4,45,11.25,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
120,2013,13,2013-12-09,29-261,CHI,,DAL,W 45-28,8,6,100,16.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,0,2,0.0,0,0
121,2013,14,2013-12-15,29-267,CHI,@,CLE,W 38-31,13,6,95,15.83,1,0,0,,0,0,0,,0,0,0,,,,1,-8,-8.00,0,,1,6,0.0,0,0
122,2013,15,2013-12-22,29-274,CHI,@,PHI,L 11-54,9,4,36,9.00,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
123,2013,16,2013-12-29,29-281,CHI,,GNB,L 28-33,10,6,74,12.33,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
124,2014,1,2014-09-07,30-168,CHI,,BUF,L 20-23,12,8,71,8.88,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,1,0
125,2014,2,2014-09-14,30-175,CHI,@,SFO,W 28-20,8,5,48,9.60,3,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,3,18,0.0,0,0
126,2014,3,2014-09-22,30-183,CHI,@,NYJ,W 27-19,6,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,0,0
127,2014,4,2014-09-28,30-189,CHI,,GNB,L 17-38,6,2,19,9.50,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,1,6,0.0,0,0
128,2014,5,2014-10-05,30-196,CHI,@,CAR,L 24-31,5,3,44,14.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,0,0,0.0,1,0
