
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2010,7,2010-10-24,23-134,SDG,,NWE,L 20-23,2,2,26,13.00,0,0,0,0.0,0,0
2,2010,8,2010-10-31,23-141,SDG,,TEN,W 33-25,4,3,48,16.00,0,0,0,0.0,0,0
3,2010,9,2010-11-07,23-148,SDG,@,HOU,W 29-23,5,4,111,27.75,2,2,12,0.0,1,0
4,2010,10,2010-11-22,23-163,SDG,,DEN,W 35-14,,,,,,,,,,
5,2010,11,2010-11-28,23-169,SDG,@,IND,W 36-14,2,1,16,16.00,0,0,0,0.0,0,1
6,2010,12,2010-12-05,23-176,SDG,,OAK,L 13-28,8,2,44,22.00,0,0,0,0.0,0,0
7,2010,13,2010-12-12,23-183,SDG,,KAN,W 31-0,,,,,,,,,,
8,2010,14,2010-12-16,23-187,SDG,,SFO,W 34-7,,,,,,,,,,
9,2010,15,2010-12-26,23-197,SDG,@,CIN,L 20-34,,,,,,,,,,
10,2010,16,2011-01-02,23-204,SDG,@,DEN,W 33-28,2,1,17,17.00,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
11,2011,1,2011-09-11,24-091,CAR,@,ARI,L 21-28,0,,,,,,,,,
12,2011,2,2011-09-18,24-098,CAR,,GNB,L 23-30,,,,,,,,,,
13,2011,3,2011-09-25,24-105,CAR,,JAX,W 16-10,,,,,,,,,,
14,2011,4,2011-10-02,24-112,CAR,@,CHI,L 29-34,,,,,,,,,,
15,2011,5,2011-10-09,24-119,CAR,,NOR,L 27-30,,,,,,,,,,
16,2011,6,2011-10-16,24-126,CAR,@,ATL,L 17-31,,,,,,,,,,
17,2011,7,2011-10-23,24-133,CAR,,WAS,W 33-20,,,,,,,,,,
18,2011,8,2011-10-30,24-140,CAR,,MIN,L 21-24,,,,,,,,,,
19,2011,9,2011-11-13,24-154,CAR,,TEN,L 3-30,,,,,,,,,,
20,2011,10,2011-11-20,24-161,CAR,@,DET,L 35-49,,,,,,,,,,
21,2011,11,2011-11-27,24-168,CAR,@,IND,W 27-19,,,,,,,,,,
22,2011,12,2011-12-04,24-175,CAR,@,TAM,W 38-19,1,1,4,4.00,0,0,0,0.0,0,0
23,2011,13,2011-12-11,24-182,CAR,,ATL,L 23-31,,,,,,,,,,
24,2011,16,2012-01-01,24-203,CAR,@,NOR,L 17-45,1,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
25,2012,8,2012-11-01,25-142,SDG,,KAN,W 31-13,1,1,28,28.00,0,0,0,0.0,0,0
26,2012,11,2012-11-25,25-166,SDG,,BAL,L 13-16,3,2,17,8.50,0,0,0,0.0,0,0
27,2012,12,2012-12-02,25-173,SDG,,CIN,L 13-20,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
28,2013,3,2013-09-22,26-102,SDG,@,TEN,L 17-20,0,0,0,,0,0,0,0.0,1,0
29,2013,4,2013-09-29,26-109,SDG,,DAL,W 30-21,0,0,0,,0,0,0,0.0,1,0
30,2013,5,2013-10-06,26-116,SDG,@,OAK,L 17-27,0,0,0,,0,0,0,0.0,1,0
31,2013,6,2013-10-14,26-124,SDG,,IND,W 19-9,0,0,0,,0,0,0,0.0,1,0
32,2013,7,2013-10-20,26-130,SDG,@,JAX,W 24-6,,0,0,,0,0,0,0.0,1,0
33,2013,8,2013-11-03,26-144,SDG,@,WAS,L 24-30,0,0,0,,0,0,0,0.0,1,0
34,2013,9,2013-11-10,26-151,SDG,,DEN,L 20-28,0,0,0,,0,0,0,0.0,3,0
35,2013,10,2013-11-17,26-158,SDG,@,MIA,L 16-20,2,2,38,19.00,0,0,0,0.0,1,0
36,2013,11,2013-11-24,26-165,SDG,@,KAN,W 41-38,1,1,26,26.00,1,1,6,0.0,2,0
37,2013,12,2013-12-01,26-172,SDG,,CIN,L 10-17,,,,,,,,,,
38,2013,13,2013-12-08,26-179,SDG,,NYG,W 37-14,,,,,,,,,,
39,2013,14,2013-12-12,26-183,SDG,@,DEN,W 27-20,0,0,0,,0,0,0,0.0,1,0
40,2013,15,2013-12-22,26-193,SDG,,OAK,W 26-13,0,0,0,,0,0,0,0.0,2,0
41,2013,16,2013-12-29,26-200,SDG,,KAN,W 27-24,1,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
42,2014,1,2014-09-08,27-088,SDG,@,ARI,L 17-18,0,0,0,,0,0,0,0.0,1,0
43,2014,2,2014-09-14,27-094,SDG,,SEA,W 30-21,0,0,0,,0,0,0,0.0,2,0
44,2014,3,2014-09-21,27-101,SDG,@,BUF,W 22-10,0,0,0,,0,0,0,0.0,1,0
45,2014,4,2014-09-28,27-108,SDG,,JAX,W 33-14,0,0,0,,0,0,0,0.0,1,0
46,2014,5,2014-10-05,27-115,SDG,,NYJ,W 31-0,1,1,11,11.00,0,0,0,0.0,2,0
47,2014,6,2014-10-12,27-122,SDG,@,OAK,W 31-28,1,0,0,,0,0,0,0.0,0,0
48,2014,7,2014-10-19,27-129,SDG,,KAN,L 20-23,0,,,,,,,,,
49,2014,8,2014-10-23,27-133,SDG,@,DEN,L 21-35,0,0,0,,0,0,0,0.0,1,0
50,2014,9,2014-11-02,27-143,SDG,@,MIA,L 0-37,0,,,,,,,,,
51,2014,10,2014-11-16,27-157,SDG,,OAK,W 13-6,0,0,0,,0,0,0,0.0,1,1
52,2014,11,2014-11-23,27-164,SDG,,STL,W 27-24,1,1,8,8.00,0,0,0,0.0,1,1
53,2014,12,2014-11-30,27-171,SDG,@,BAL,W 34-33,1,0,0,,0,0,0,0.0,0,0
54,2014,13,2014-12-07,27-178,SDG,,NWE,L 14-23,,0,0,,0,0,0,0.0,0,1
55,2014,14,2014-12-14,27-185,SDG,,DEN,L 10-22,4,1,17,17.00,0,0,0,0.0,2,1
56,2014,15,2014-12-20,27-191,SDG,@,SFO,W 38-35,3,0,0,,0,0,0,0.0,2,0
57,2014,16,2014-12-28,27-199,SDG,@,KAN,L 7-19,1,1,9,9.00,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
58,2015,1,2015-09-14,28-094,PHI,@,ATL,L 24-26,0,0,0,,0,0,0,0.0,0,0
59,2015,3,2015-09-27,28-107,PHI,@,NYJ,W 24-17,0,0,0,,0,0,0,0.0,0,0
60,2015,4,2015-10-04,28-114,PHI,@,WAS,L 20-23,0,0,0,,0,0,0,0.0,0,0
61,2015,5,2015-10-11,28-121,PHI,,NOR,W 39-17,0,0,0,,0,0,0,0.0,0,0
62,2015,6,2015-10-19,28-129,PHI,,NYG,W 27-7,0,0,0,,0,0,0,0.0,0,0
63,2015,7,2015-10-25,28-135,PHI,@,CAR,L 16-27,0,0,0,,0,0,0,0.0,0,0
64,2015,8,2015-11-08,28-149,PHI,@,DAL,W 33-27,0,0,0,,0,0,0,0.0,0,0
65,2015,9,2015-11-15,28-156,PHI,,MIA,L 19-20,0,0,0,,0,0,0,0.0,0,0
66,2015,10,2015-11-22,28-163,PHI,,TAM,L 17-45,0,0,0,,0,0,0,0.0,0,0
67,2015,11,2015-11-26,28-167,PHI,@,DET,L 14-45,2,1,4,4.00,0,0,0,0.0,0,0
,,,67 Games,,,,,33-34-0,47,25,424,16.96,3,3,18,0.0,30,5
