
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2012,1,2012-09-05,24-081,DAL,@,NYG,W 24-17,0,0,0,,0,0,0,0.0,0,0
2,2012,3,2012-09-23,24-099,DAL,,TAM,W 16-10,,,,,,,,,,
3,2012,4,2012-10-01,24-107,DAL,,CHI,L 18-34,1,1,7,7.00,0,0,0,0.0,0,0
4,2012,5,2012-10-14,24-120,DAL,@,BAL,L 29-31,,,,,,,,,,
5,2012,6,2012-10-21,24-127,DAL,@,CAR,W 19-14,,,,,,,,,,
6,2012,9,2012-11-11,24-148,DAL,@,PHI,W 38-23,,,,,,,,,,
7,2012,11,2012-11-22,24-159,DAL,,WAS,L 31-38,1,1,4,4.00,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
8,2013,6,2013-10-13,25-119,OAK,@,KAN,L 7-24,1,0,0,,0,0,0,0.0,0,0
9,2013,7,2013-10-27,25-133,OAK,,PIT,W 21-18,1,0,0,,0,0,0,0.0,0,0
10,2013,9,2013-11-10,25-147,OAK,@,NYG,L 20-24,1,0,0,,0,0,0,0.0,1,0
11,2013,10,2013-11-17,25-154,OAK,@,HOU,W 28-23,3,1,33,33.00,0,0,0,0.0,0,0
12,2013,11,2013-11-24,25-161,OAK,,TEN,L 19-23,5,2,32,16.00,0,0,0,0.0,0,0
13,2013,12,2013-11-28,25-165,OAK,@,DAL,L 24-31,11,7,136,19.43,0,0,0,0.0,0,0
14,2013,13,2013-12-08,25-175,OAK,@,NYJ,L 27-37,7,3,63,21.00,0,0,0,0.0,1,0
15,2013,14,2013-12-15,25-182,OAK,,KAN,L 31-56,7,4,58,14.50,1,1,6,0.0,1,0
16,2013,15,2013-12-22,25-189,OAK,@,SDG,L 13-26,8,5,71,14.20,0,0,0,0.0,0,0
17,2013,16,2013-12-29,25-196,OAK,,DEN,L 14-34,8,3,38,12.67,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
18,2014,1,2014-09-07,26-083,OAK,@,NYJ,L 14-19,,0,0,,0,0,0,0.0,0,1
19,2014,2,2014-09-14,26-090,OAK,,HOU,L 14-30,7,5,45,9.00,0,0,0,0.0,0,0
20,2014,3,2014-09-21,26-097,OAK,@,NWE,L 9-16,2,1,29,29.00,0,0,0,0.0,0,0
21,2014,4,2014-09-28,26-104,OAK,,MIA,L 14-38,12,5,74,14.80,1,1,6,0.0,0,0
22,2014,5,2014-10-12,26-118,OAK,,SDG,L 28-31,8,4,121,30.25,2,2,12,0.0,0,0
23,2014,6,2014-10-19,26-125,OAK,,ARI,L 13-24,5,3,34,11.33,0,0,0,0.0,0,0
24,2014,7,2014-10-26,26-132,OAK,@,CLE,L 13-23,7,5,69,13.80,1,1,6,0.0,0,0
25,2014,8,2014-11-02,26-139,OAK,@,SEA,L 24-30,5,2,28,14.00,0,0,0,0.0,0,0
26,2014,9,2014-11-09,26-146,OAK,,DEN,L 17-41,1,0,0,,0,0,0,0.0,1,0
27,2014,10,2014-11-16,26-153,OAK,@,SDG,L 6-13,6,2,19,9.50,0,0,0,0.0,0,0
28,2014,11,2014-11-20,26-157,OAK,,KAN,W 24-20,10,5,55,11.00,0,0,0,0.0,0,0
29,2014,12,2014-11-30,26-167,OAK,@,STL,L 0-52,6,3,28,9.33,0,0,0,0.0,0,0
30,2014,13,2014-12-07,26-174,OAK,,SFO,W 24-13,5,2,38,19.00,0,0,0,0.0,0,0
31,2014,14,2014-12-14,26-181,OAK,@,KAN,L 13-31,12,5,70,14.00,0,0,0,0.0,0,0
32,2014,15,2014-12-21,26-188,OAK,,BUF,W 26-24,6,3,73,24.33,0,0,0,0.0,0,0
33,2014,16,2014-12-28,26-195,OAK,@,DEN,L 14-47,7,2,10,5.00,0,0,0,0.0,1,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
34,2015,1,2015-09-13,27-089,OAK,,CIN,L 13-33,0,0,0,,0,0,0,0.0,0,0
35,2015,2,2015-09-20,27-096,OAK,,BAL,W 37-33,4,3,50,16.67,0,0,0,0.0,0,0
36,2015,3,2015-09-27,27-103,OAK,@,CLE,W 27-20,1,1,3,3.00,1,1,6,0.0,0,0
37,2015,4,2015-10-04,27-110,OAK,@,CHI,L 20-22,1,0,0,,0,0,0,0.0,0,0
38,2015,5,2015-10-11,27-117,OAK,,DEN,L 10-16,1,0,0,,0,0,0,0.0,0,0
39,2015,6,2015-10-25,27-131,OAK,@,SDG,W 37-29,1,0,0,,0,0,0,0.0,0,0
40,2015,7,2015-11-01,27-138,OAK,,NYJ,W 34-20,3,2,54,27.00,2,2,12,0.0,0,0
41,2015,8,2015-11-08,27-145,OAK,@,PIT,L 35-38,2,0,0,,0,0,0,0.0,0,0
42,2015,9,2015-11-15,27-152,OAK,,MIN,L 14-30,2,1,34,34.00,1,1,6,0.0,0,0
43,2015,10,2015-11-22,27-159,OAK,@,DET,L 13-18,1,0,0,,0,0,0,0.0,0,0
44,2015,11,2015-11-29,27-166,OAK,@,TEN,W 24-21,1,1,9,9.00,0,0,0,0.0,0,0
,,,44 Games,,,,,14-30-0,170,82,1285,15.67,9,9,54,0.0,5,1
